 Simulation_Period = 20180101 -- 20181231                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
       Day               kPOC1               kPOC2                kMOC                kDOC                kMBa             kMBa_in                kMBd             kMBd_in                 kMB              kMB_in                 phi     Active_Fraction                 CUE       Balance_Error              TOCbeg              TOCend              TOCinp              TOCout                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
  20180330        0.198833E-04        0.962625E-03        0.591458E-04        0.190000E+00        0.129750E-02        0.139833E-02        0.440792E-04        0.295042E-12        0.982500E-03        0.104958E-02        0.412958E-02        0.756000E+00        0.631500E-01        0.995217E-16        0.692708E+01        0.692667E+01        0.000000E+00        0.373208E-03
  20180331        0.199750E-04        0.943542E-03        0.593125E-04        0.190917E+00        0.128875E-02        0.138708E-02        0.437792E-04        0.296042E-12        0.976583E-03        0.104000E-02        0.409542E-02        0.756625E+00        0.617542E-01       -0.180954E-15        0.691833E+01        0.691792E+01        0.000000E+00        0.371042E-03
  20180401        0.200667E-04        0.925000E-03        0.594625E-04        0.191000E+00        0.128000E-02        0.137625E-02        0.434958E-04        0.297083E-12        0.971000E-03        0.103292E-02        0.406333E-02        0.757000E+00        0.603958E-01        0.227642E-15        0.690958E+01        0.690917E+01        0.000000E+00        0.369000E-03
  20180402        0.201500E-04        0.907375E-03        0.596333E-04        0.191708E+00        0.127125E-02        0.136583E-02        0.432125E-04        0.298042E-12        0.965792E-03        0.102708E-02        0.403250E-02        0.758000E+00        0.590917E-01       -0.104120E-15        0.690000E+01        0.690000E+01        0.000000E+00        0.367042E-03
  20180403        0.202292E-04        0.890292E-03        0.597667E-04        0.192000E+00        0.126417E-02        0.135583E-02        0.429667E-04        0.299042E-12        0.960750E-03        0.102000E-02        0.400292E-02        0.758333E+00        0.578333E-01        0.108496E-15        0.689083E+01        0.689042E+01        0.000000E+00        0.365208E-03
  20180404        0.203042E-04        0.873792E-03        0.599333E-04        0.192375E+00        0.125833E-02        0.134667E-02        0.427167E-04        0.300000E-12        0.956083E-03        0.101250E-02        0.397500E-02        0.759000E+00        0.566000E-01       -0.720792E-17        0.688250E+01        0.688208E+01        0.000000E+00        0.363458E-03
  20180405        0.204000E-04        0.857958E-03        0.600625E-04        0.193000E+00        0.125000E-02        0.133750E-02        0.424833E-04        0.301000E-12        0.951625E-03        0.100917E-02        0.394875E-02        0.759625E+00        0.554500E-01       -0.421167E-16        0.687375E+01        0.687333E+01        0.000000E+00        0.361708E-03
  20180406        0.204750E-04        0.842667E-03        0.602125E-04        0.193000E+00        0.124333E-02        0.132958E-02        0.422625E-04        0.301917E-12        0.947333E-03        0.999917E-03        0.392292E-02        0.760000E+00        0.543167E-01       -0.201667E-16        0.686542E+01        0.686500E+01        0.000000E+00        0.360250E-03
  20180407        0.205417E-04        0.827917E-03        0.603458E-04        0.193917E+00        0.123958E-02        0.132000E-02        0.420458E-04        0.302833E-12        0.943333E-03        0.996333E-03        0.389917E-02        0.760833E+00        0.532208E-01       -0.586250E-17        0.685708E+01        0.685667E+01        0.000000E+00        0.358625E-03
  20180408        0.206000E-04        0.813667E-03        0.604750E-04        0.194000E+00        0.123000E-02        0.131208E-02        0.418458E-04        0.303750E-12        0.939458E-03        0.991167E-03        0.387667E-02        0.761000E+00        0.521667E-01       -0.722500E-16        0.684875E+01        0.684833E+01        0.000000E+00        0.357375E-03
  20180409        0.207000E-04        0.799875E-03        0.606167E-04        0.194292E+00        0.122708E-02        0.130542E-02        0.416500E-04        0.304667E-12        0.935792E-03        0.986292E-03        0.385417E-02        0.761958E+00        0.511500E-01        0.147750E-16        0.684000E+01        0.684000E+01        0.000000E+00        0.355958E-03
  20180410        0.207542E-04        0.786542E-03        0.607417E-04        0.195000E+00        0.122000E-02        0.129958E-02        0.414625E-04        0.305500E-12        0.932375E-03        0.981542E-03        0.383333E-02        0.762042E+00        0.501625E-01       -0.168300E-15        0.683042E+01        0.683000E+01        0.000000E+00        0.354667E-03
  20180411        0.208042E-04        0.773708E-03        0.608625E-04        0.195000E+00        0.121583E-02        0.129000E-02        0.412917E-04        0.306375E-12        0.929000E-03        0.977083E-03        0.381333E-02        0.763000E+00        0.492250E-01        0.671917E-16        0.682208E+01        0.682167E+01        0.000000E+00        0.353500E-03
  20180412        0.209000E-04        0.761125E-03        0.609792E-04        0.195542E+00        0.121000E-02        0.128458E-02        0.411292E-04        0.307208E-12        0.925792E-03        0.972833E-03        0.379458E-02        0.763083E+00        0.483000E-01       -0.116458E-16        0.681375E+01        0.681333E+01        0.000000E+00        0.352375E-03
  20180413        0.209500E-04        0.749000E-03        0.611083E-04        0.196000E+00        0.120667E-02        0.128000E-02        0.409583E-04        0.308042E-12        0.922792E-03        0.968708E-03        0.377542E-02        0.764000E+00        0.474167E-01       -0.134500E-15        0.680583E+01        0.680542E+01        0.000000E+00        0.351292E-03
  20180414        0.210000E-04        0.737458E-03        0.612292E-04        0.196000E+00        0.120000E-02        0.127083E-02        0.408083E-04        0.309000E-12        0.919958E-03        0.964875E-03        0.375833E-02        0.764042E+00        0.465625E-01        0.528417E-16        0.679750E+01        0.679708E+01        0.000000E+00        0.350250E-03
  20180415        0.210875E-04        0.726125E-03        0.613417E-04        0.196625E+00        0.119958E-02        0.126833E-02        0.406542E-04        0.309833E-12        0.917125E-03        0.961167E-03        0.374167E-02        0.765000E+00        0.457250E-01       -0.184254E-15        0.678958E+01        0.678917E+01        0.000000E+00        0.349292E-03
  20180416        0.211167E-04        0.715083E-03        0.614500E-04        0.197000E+00        0.119000E-02        0.126000E-02        0.405208E-04        0.310625E-12        0.914542E-03        0.957583E-03        0.372500E-02        0.765000E+00        0.449250E-01       -0.215750E-16        0.678000E+01        0.678000E+01        0.000000E+00        0.348333E-03
  20180417        0.212000E-04        0.704458E-03        0.615625E-04        0.197000E+00        0.119000E-02        0.125708E-02        0.403708E-04        0.311417E-12        0.912042E-03        0.954250E-03        0.371000E-02        0.765917E+00        0.441542E-01        0.524250E-16        0.677167E+01        0.677125E+01        0.000000E+00        0.347458E-03
  20180418        0.212417E-04        0.694125E-03        0.616708E-04        0.197542E+00        0.118500E-02        0.125000E-02        0.402458E-04        0.312167E-12        0.909667E-03        0.950917E-03        0.369500E-02        0.766000E+00        0.434000E-01       -0.132333E-15        0.676333E+01        0.676292E+01        0.000000E+00        0.346667E-03
  20180419        0.213000E-04        0.684083E-03        0.617750E-04        0.198000E+00        0.118000E-02        0.124750E-02        0.401250E-04        0.313000E-12        0.907292E-03        0.947750E-03        0.368083E-02        0.766750E+00        0.426708E-01        0.645917E-16        0.675542E+01        0.675500E+01        0.000000E+00        0.345917E-03
  20180420        0.213583E-04        0.674417E-03        0.618792E-04        0.198000E+00        0.118000E-02        0.124000E-02        0.400000E-04        0.313875E-12        0.905125E-03        0.944792E-03        0.366625E-02        0.767000E+00        0.419625E-01        0.107956E-15        0.674750E+01        0.674708E+01        0.000000E+00        0.345000E-03
  20180421        0.214000E-04        0.664833E-03        0.619833E-04        0.198333E+00        0.117292E-02        0.123958E-02        0.398792E-04        0.314625E-12        0.903042E-03        0.941958E-03        0.365375E-02        0.767500E+00        0.412792E-01       -0.184375E-16        0.673958E+01        0.673917E+01        0.000000E+00        0.344292E-03
  20180422        0.214667E-04        0.655625E-03        0.620875E-04        0.199000E+00        0.117000E-02        0.123000E-02        0.397667E-04        0.315333E-12        0.901000E-03        0.939125E-03        0.364125E-02        0.768000E+00        0.406125E-01        0.105475E-15        0.673000E+01        0.673000E+01        0.000000E+00        0.343750E-03
  20180423        0.215000E-04        0.646667E-03        0.621875E-04        0.199000E+00        0.117000E-02        0.123000E-02        0.396625E-04        0.316042E-12        0.899083E-03        0.936500E-03        0.362792E-02        0.768208E+00        0.399708E-01       -0.908083E-16        0.672167E+01        0.672125E+01        0.000000E+00        0.343000E-03
  20180424        0.215708E-04        0.638000E-03        0.622833E-04        0.199000E+00        0.116417E-02        0.122333E-02        0.395542E-04        0.317000E-12        0.897208E-03        0.933958E-03        0.361625E-02        0.769000E+00        0.393458E-01        0.990500E-16        0.671417E+01        0.671375E+01        0.000000E+00        0.342292E-03
  20180425        0.216000E-04        0.629542E-03        0.623792E-04        0.199917E+00        0.116000E-02        0.122000E-02        0.394542E-04        0.317708E-12        0.895458E-03        0.931500E-03        0.360500E-02        0.769000E+00        0.387250E-01       -0.230708E-16        0.670625E+01        0.670583E+01        0.000000E+00        0.341958E-03
  20180426        0.216625E-04        0.621167E-03        0.624750E-04        0.200000E+00        0.116000E-02        0.121958E-02        0.393583E-04        0.318375E-12        0.893667E-03        0.929083E-03        0.359417E-02        0.769833E+00        0.381458E-01        0.142687E-15        0.669833E+01        0.669792E+01        0.000000E+00        0.341000E-03
  20180427        0.217000E-04        0.613167E-03        0.625708E-04        0.200000E+00        0.115917E-02        0.121000E-02        0.392625E-04        0.319042E-12        0.892042E-03        0.926875E-03        0.358333E-02        0.770000E+00        0.375625E-01       -0.735750E-16        0.669000E+01        0.669000E+01        0.000000E+00        0.340750E-03
  20180428        0.217500E-04        0.605417E-03        0.626625E-04        0.200292E+00        0.115000E-02        0.121000E-02        0.391750E-04        0.320000E-12        0.890458E-03        0.924708E-03        0.357292E-02        0.770375E+00        0.370042E-01       -0.106629E-15        0.668042E+01        0.668000E+01        0.000000E+00        0.340000E-03
  20180429        0.218000E-04        0.597708E-03        0.627500E-04        0.201000E+00        0.115000E-02        0.120833E-02        0.390875E-04        0.320667E-12        0.888833E-03        0.922542E-03        0.356250E-02        0.771000E+00        0.364542E-01        0.121917E-16        0.667292E+01        0.667250E+01        0.000000E+00        0.339708E-03
  20180430        0.218250E-04        0.590333E-03        0.628375E-04        0.201000E+00        0.115000E-02        0.120000E-02        0.390000E-04        0.321292E-12        0.887417E-03        0.920500E-03        0.355292E-02        0.771000E+00        0.359250E-01        0.531787E-16        0.666500E+01        0.666458E+01        0.000000E+00        0.339000E-03
  20180501        0.219000E-04        0.583125E-03        0.629250E-04        0.201000E+00        0.114875E-02        0.120000E-02        0.389042E-04        0.322000E-12        0.885958E-03        0.918500E-03        0.354333E-02        0.771875E+00        0.354083E-01        0.100042E-15        0.665750E+01        0.665708E+01        0.000000E+00        0.338875E-03
  20180502        0.219000E-04        0.576000E-03        0.630083E-04        0.201542E+00        0.114000E-02        0.119958E-02        0.388250E-04        0.322875E-12        0.884542E-03        0.916542E-03        0.353417E-02        0.772000E+00        0.348958E-01       -0.579542E-16        0.664958E+01        0.664917E+01        0.000000E+00        0.338000E-03
  20180503        0.219958E-04        0.569125E-03        0.631000E-04        0.202000E+00        0.114000E-02        0.119000E-02        0.387542E-04        0.323500E-12        0.883292E-03        0.914708E-03        0.352542E-02        0.772292E+00        0.344083E-01        0.488708E-16        0.664000E+01        0.664000E+01        0.000000E+00        0.338000E-03
  20180504        0.220000E-04        0.562417E-03        0.631917E-04        0.202000E+00        0.114000E-02        0.119000E-02        0.386833E-04        0.324083E-12        0.881875E-03        0.912875E-03        0.351708E-02        0.773000E+00        0.339125E-01       -0.788750E-16        0.663208E+01        0.663167E+01        0.000000E+00        0.337208E-03
  20180505        0.220542E-04        0.555875E-03        0.632708E-04        0.202000E+00        0.114000E-02        0.119000E-02        0.386000E-04        0.325000E-12        0.880625E-03        0.911167E-03        0.350875E-02        0.773000E+00        0.334500E-01       -0.111933E-15        0.662458E+01        0.662417E+01        0.000000E+00        0.337000E-03
  20180506        0.221000E-04        0.549375E-03        0.633500E-04        0.202542E+00        0.113333E-02        0.118375E-02        0.385208E-04        0.325625E-12        0.879458E-03        0.909458E-03        0.350000E-02        0.773667E+00        0.329875E-01        0.641250E-17        0.661667E+01        0.661625E+01        0.000000E+00        0.336750E-03
  20180507        0.221042E-04        0.543167E-03        0.634250E-04        0.203000E+00        0.113000E-02        0.118000E-02        0.384625E-04        0.326208E-12        0.878292E-03        0.907750E-03        0.349125E-02        0.774000E+00        0.325292E-01        0.527625E-16        0.660917E+01        0.660875E+01        0.000000E+00        0.336000E-03
  20180508        0.222000E-04        0.537000E-03        0.635000E-04        0.203000E+00        0.113000E-02        0.118000E-02        0.384000E-04        0.327000E-12        0.877167E-03        0.906250E-03        0.348375E-02        0.774000E+00        0.320917E-01       -0.565417E-16        0.660000E+01        0.660000E+01        0.000000E+00        0.336000E-03
  20180509        0.222000E-04        0.531000E-03        0.636000E-04        0.203000E+00        0.113000E-02        0.118000E-02        0.383083E-04        0.327750E-12        0.876000E-03        0.904583E-03        0.347708E-02        0.774917E+00        0.316542E-01        0.294208E-16        0.659167E+01        0.659125E+01        0.000000E+00        0.335583E-03
  20180510        0.222417E-04        0.525208E-03        0.636750E-04        0.203375E+00        0.113000E-02        0.117167E-02        0.382625E-04        0.328250E-12        0.874917E-03        0.903167E-03        0.347000E-02        0.775000E+00        0.312250E-01        0.115125E-16        0.658417E+01        0.658375E+01        0.000000E+00        0.335000E-03
  20180511        0.223000E-04        0.519458E-03        0.637458E-04        0.204000E+00        0.112375E-02        0.117000E-02        0.382000E-04        0.329000E-12        0.873875E-03        0.901583E-03        0.346042E-02        0.775167E+00        0.308083E-01        0.141750E-16        0.657625E+01        0.657583E+01        0.000000E+00        0.335000E-03
  20180512        0.223000E-04        0.513875E-03        0.638125E-04        0.204000E+00        0.112000E-02        0.117000E-02        0.381167E-04        0.329792E-12        0.872833E-03        0.900292E-03        0.345458E-02        0.776000E+00        0.304000E-01        0.620833E-17        0.656875E+01        0.656833E+01        0.000000E+00        0.334667E-03
  20180513        0.223708E-04        0.508458E-03        0.639000E-04        0.204000E+00        0.112000E-02        0.117000E-02        0.380792E-04        0.330292E-12        0.871833E-03        0.898708E-03        0.344917E-02        0.776000E+00        0.300000E-01        0.222571E-15        0.656000E+01        0.656000E+01        0.000000E+00        0.334000E-03
  20180514        0.224000E-04        0.503125E-03        0.639792E-04        0.204000E+00        0.112000E-02        0.116333E-02        0.380000E-04        0.331000E-12        0.870875E-03        0.897458E-03        0.344000E-02        0.776292E+00        0.296000E-01       -0.561250E-17        0.655125E+01        0.655083E+01        0.000000E+00        0.334000E-03
  20180515        0.224000E-04        0.497833E-03        0.640458E-04        0.204958E+00        0.112000E-02        0.116000E-02        0.379500E-04        0.331792E-12        0.869917E-03        0.896125E-03        0.343375E-02        0.777000E+00        0.292125E-01        0.128137E-15        0.654375E+01        0.654333E+01        0.000000E+00        0.334000E-03
  20180516        0.224875E-04        0.492750E-03        0.641042E-04        0.205000E+00        0.112000E-02        0.116000E-02        0.379000E-04        0.332250E-12        0.869000E-03        0.894708E-03        0.342917E-02        0.777000E+00        0.288292E-01       -0.323375E-16        0.653625E+01        0.653583E+01        0.000000E+00        0.333083E-03
  20180517        0.225000E-04        0.487708E-03        0.642000E-04        0.205000E+00        0.111083E-02        0.116000E-02        0.378250E-04        0.333000E-12        0.868000E-03        0.893500E-03        0.342000E-02        0.777375E+00        0.284542E-01       -0.457083E-17        0.652875E+01        0.652833E+01        0.000000E+00        0.333000E-03
  20180518        0.225000E-04        0.482750E-03        0.642667E-04        0.205000E+00        0.111000E-02        0.115833E-02        0.378000E-04        0.333750E-12        0.867125E-03        0.892292E-03        0.341500E-02        0.778000E+00        0.280750E-01       -0.730542E-16        0.652000E+01        0.652000E+01        0.000000E+00        0.333000E-03
  20180519        0.225917E-04        0.477917E-03        0.643250E-04        0.205333E+00        0.111000E-02        0.115000E-02        0.377042E-04        0.334167E-12        0.866250E-03        0.891000E-03        0.341000E-02        0.778000E+00        0.277167E-01        0.117002E-15        0.651125E+01        0.651083E+01        0.000000E+00        0.332792E-03
  20180520        0.226000E-04        0.473250E-03        0.644000E-04        0.206000E+00        0.111000E-02        0.115000E-02        0.376917E-04        0.335000E-12        0.865417E-03        0.889750E-03        0.340125E-02        0.778375E+00        0.273500E-01       -0.136167E-16        0.650375E+01        0.650333E+01        0.000000E+00        0.332000E-03
  20180521        0.226000E-04        0.468625E-03        0.644792E-04        0.206000E+00        0.111000E-02        0.115000E-02        0.376000E-04        0.335625E-12        0.864625E-03        0.888583E-03        0.339792E-02        0.779000E+00        0.269958E-01        0.754167E-16        0.649625E+01        0.649583E+01        0.000000E+00        0.332000E-03
  20180522        0.226875E-04        0.464083E-03        0.645333E-04        0.206000E+00        0.111000E-02        0.115000E-02        0.375833E-04        0.336042E-12        0.863833E-03        0.887417E-03        0.339000E-02        0.779000E+00        0.266500E-01        0.733375E-17        0.648917E+01        0.648875E+01        0.000000E+00        0.332000E-03
  20180523        0.227000E-04        0.459667E-03        0.646000E-04        0.206000E+00        0.110500E-02        0.114750E-02        0.375000E-04        0.337000E-12        0.863000E-03        0.886292E-03        0.338500E-02        0.779292E+00        0.262917E-01       -0.211125E-16        0.648000E+01        0.648000E+01        0.000000E+00        0.331833E-03
  20180524        0.227000E-04        0.455250E-03        0.646833E-04        0.206458E+00        0.110000E-02        0.114000E-02        0.374833E-04        0.337458E-12        0.862083E-03        0.885208E-03        0.338000E-02        0.780000E+00        0.259500E-01       -0.363958E-16        0.647167E+01        0.647125E+01        0.000000E+00        0.331000E-03
  20180525        0.227667E-04        0.451042E-03        0.647333E-04        0.207000E+00        0.110000E-02        0.114000E-02        0.374000E-04        0.338000E-12        0.861375E-03        0.884083E-03        0.337292E-02        0.780000E+00        0.256208E-01       -0.841958E-16        0.646417E+01        0.646375E+01        0.000000E+00        0.331000E-03
  20180526        0.228000E-04        0.446833E-03        0.648000E-04        0.207000E+00        0.110000E-02        0.114000E-02        0.373875E-04        0.338875E-12        0.860667E-03        0.882917E-03        0.337000E-02        0.780167E+00        0.252750E-01        0.197375E-15        0.645667E+01        0.645625E+01        0.000000E+00        0.331000E-03
  20180527        0.228000E-04        0.442708E-03        0.648792E-04        0.207000E+00        0.110000E-02        0.114000E-02        0.373000E-04        0.339292E-12        0.860000E-03        0.881833E-03        0.336083E-02        0.781000E+00        0.249500E-01        0.135662E-15        0.644917E+01        0.644875E+01        0.000000E+00        0.331000E-03
  20180528        0.228333E-04        0.438667E-03        0.649208E-04        0.207000E+00        0.110000E-02        0.114000E-02        0.373000E-04        0.340000E-12        0.859000E-03        0.880792E-03        0.335958E-02        0.781000E+00        0.246208E-01        0.277083E-16        0.644000E+01        0.644000E+01        0.000000E+00        0.330167E-03
  20180529        0.229000E-04        0.434667E-03        0.650000E-04        0.207292E+00        0.110000E-02        0.113083E-02        0.372000E-04        0.340667E-12        0.858333E-03        0.879750E-03        0.335000E-02        0.781000E+00        0.242917E-01        0.156438E-15        0.643208E+01        0.643167E+01        0.000000E+00        0.330000E-03
  20180530        0.229000E-04        0.430833E-03        0.650625E-04        0.208000E+00        0.109583E-02        0.113000E-02        0.372000E-04        0.341042E-12        0.857750E-03        0.878708E-03        0.334875E-02        0.781917E+00        0.239708E-01        0.483958E-16        0.642458E+01        0.642417E+01        0.000000E+00        0.330000E-03
  20180531        0.229000E-04        0.427042E-03        0.651000E-04        0.208000E+00        0.109000E-02        0.113000E-02        0.371125E-04        0.342000E-12        0.857000E-03        0.877708E-03        0.334000E-02        0.782000E+00        0.236542E-01       -0.112083E-15        0.641708E+01        0.641667E+01        0.000000E+00        0.330000E-03
  20180601        0.229875E-04        0.423250E-03        0.652000E-04        0.208000E+00        0.109000E-02        0.113000E-02        0.371000E-04        0.342375E-12        0.856125E-03        0.876708E-03        0.333792E-02        0.782000E+00        0.233375E-01       -0.100904E-15        0.641000E+01        0.640958E+01        0.000000E+00        0.329750E-03
  20180602        0.230000E-04        0.419583E-03        0.652333E-04        0.208000E+00        0.109000E-02        0.113000E-02        0.370375E-04        0.343000E-12        0.855583E-03        0.875708E-03        0.333000E-02        0.782625E+00        0.230250E-01        0.160669E-15        0.640000E+01        0.640000E+01        0.000000E+00        0.329000E-03
  20180603        0.230000E-04        0.415958E-03        0.653000E-04        0.208000E+00        0.109000E-02        0.112792E-02        0.370000E-04        0.343708E-12        0.855000E-03        0.874708E-03        0.332792E-02        0.783000E+00        0.227125E-01        0.143792E-16        0.639250E+01        0.639208E+01        0.000000E+00        0.329000E-03
  20180604        0.230208E-04        0.412417E-03        0.653667E-04        0.208833E+00        0.109000E-02        0.112000E-02        0.369625E-04        0.344042E-12        0.854042E-03        0.873750E-03        0.332000E-02        0.783000E+00        0.224000E-01        0.183825E-15        0.638500E+01        0.638458E+01        0.000000E+00        0.329000E-03
  20180605        0.231000E-04        0.408917E-03        0.654000E-04        0.209000E+00        0.109000E-02        0.112000E-02        0.369000E-04        0.345000E-12        0.853500E-03        0.872792E-03        0.331833E-02        0.783208E+00        0.220958E-01        0.172083E-16        0.637792E+01        0.637750E+01        0.000000E+00        0.329000E-03
  20180606        0.231000E-04        0.405500E-03        0.654958E-04        0.209000E+00        0.109000E-02        0.112000E-02        0.368958E-04        0.345375E-12        0.853000E-03        0.871833E-03        0.331000E-02        0.784000E+00        0.217875E-01        0.734583E-16        0.637000E+01        0.637000E+01        0.000000E+00        0.328458E-03
  20180607        0.231000E-04        0.402125E-03        0.655208E-04        0.209000E+00        0.108375E-02        0.112000E-02        0.368000E-04        0.346000E-12        0.852000E-03        0.870917E-03        0.330917E-02        0.784000E+00        0.214875E-01       -0.657333E-16        0.636042E+01        0.636000E+01        0.000000E+00        0.328000E-03
  20180608        0.231417E-04        0.398750E-03        0.656000E-04        0.209000E+00        0.108000E-02        0.112000E-02        0.368000E-04        0.346667E-12        0.851500E-03        0.869958E-03        0.330000E-02        0.784000E+00        0.211875E-01        0.128621E-15        0.635333E+01        0.635292E+01        0.000000E+00        0.328000E-03
  20180609        0.232000E-04        0.395542E-03        0.656417E-04        0.209042E+00        0.108000E-02        0.111875E-02        0.367333E-04        0.347000E-12        0.851000E-03        0.869000E-03        0.330000E-02        0.784750E+00        0.208875E-01       -0.122775E-15        0.634583E+01        0.634542E+01        0.000000E+00        0.328000E-03
  20180610        0.232000E-04        0.392333E-03        0.657000E-04        0.210000E+00        0.108000E-02        0.111000E-02        0.367000E-04        0.347958E-12        0.850042E-03        0.868042E-03        0.329000E-02        0.785000E+00        0.205875E-01        0.191521E-15        0.633875E+01        0.633833E+01        0.000000E+00        0.328000E-03
  20180611        0.232000E-04        0.389167E-03        0.657625E-04        0.210000E+00        0.108000E-02        0.111000E-02        0.366792E-04        0.348250E-12        0.849625E-03        0.867125E-03        0.329000E-02        0.785000E+00        0.202958E-01        0.127554E-15        0.633000E+01        0.633000E+01        0.000000E+00        0.327292E-03
  20180612        0.232458E-04        0.386083E-03        0.658000E-04        0.210000E+00        0.108000E-02        0.111000E-02        0.366000E-04        0.349000E-12        0.849000E-03        0.866250E-03        0.328167E-02        0.785208E+00        0.200000E-01       -0.151500E-16        0.632125E+01        0.632083E+01        0.000000E+00        0.327000E-03
  20180613        0.233000E-04        0.383000E-03        0.658750E-04        0.210000E+00        0.108000E-02        0.111000E-02        0.366000E-04        0.349500E-12        0.848208E-03        0.865333E-03        0.328000E-02        0.786000E+00        0.197042E-01        0.238388E-15        0.631417E+01        0.631375E+01        0.000000E+00        0.327000E-03
  20180614        0.233000E-04        0.380000E-03        0.659000E-04        0.210000E+00        0.108000E-02        0.111000E-02        0.365250E-04        0.350000E-12        0.847792E-03        0.864458E-03        0.327333E-02        0.786000E+00        0.194125E-01        0.682083E-16        0.630667E+01        0.630625E+01        0.000000E+00        0.327000E-03
  20180615        0.233000E-04        0.377042E-03        0.659875E-04        0.210000E+00        0.107708E-02        0.111000E-02        0.365000E-04        0.350792E-12        0.847000E-03        0.863583E-03        0.327000E-02        0.786000E+00        0.191250E-01        0.356396E-16        0.629958E+01        0.629917E+01        0.000000E+00        0.327000E-03
  20180616        0.233250E-04        0.374125E-03        0.660000E-04        0.210875E+00        0.107000E-02        0.110292E-02        0.364792E-04        0.351000E-12        0.846375E-03        0.862708E-03        0.326583E-02        0.786542E+00        0.188375E-01        0.279625E-16        0.629000E+01        0.629000E+01        0.000000E+00        0.326125E-03
  20180617        0.234000E-04        0.371292E-03        0.660958E-04        0.211000E+00        0.107000E-02        0.110000E-02        0.364000E-04        0.352000E-12        0.846000E-03        0.861833E-03        0.326000E-02        0.787000E+00        0.185500E-01       -0.165433E-15        0.628250E+01        0.628208E+01        0.000000E+00        0.326000E-03
  20180618        0.234000E-04        0.368458E-03        0.661000E-04        0.211000E+00        0.107000E-02        0.110000E-02        0.364000E-04        0.352250E-12        0.845000E-03        0.861000E-03        0.325833E-02        0.787000E+00        0.182625E-01        0.425417E-17        0.627500E+01        0.627458E+01        0.000000E+00        0.326000E-03
  20180619        0.234000E-04        0.365708E-03        0.662000E-04        0.211000E+00        0.107000E-02        0.110000E-02        0.363333E-04        0.353000E-12        0.844667E-03        0.860000E-03        0.325000E-02        0.787000E+00        0.179792E-01       -0.345417E-16        0.626792E+01        0.626750E+01        0.000000E+00        0.326000E-03
  20180620        0.234000E-04        0.362958E-03        0.662000E-04        0.211000E+00        0.107000E-02        0.110000E-02        0.363000E-04        0.353458E-12        0.844000E-03        0.859125E-03        0.325000E-02        0.787792E+00        0.176958E-01       -0.425000E-18        0.626000E+01        0.626000E+01        0.000000E+00        0.325917E-03
  20180621        0.234833E-04        0.360250E-03        0.663000E-04        0.211000E+00        0.107000E-02        0.110000E-02        0.362958E-04        0.354000E-12        0.843292E-03        0.858292E-03        0.324125E-02        0.788000E+00        0.174042E-01       -0.629167E-16        0.625083E+01        0.625042E+01        0.000000E+00        0.325000E-03
  20180622        0.235000E-04        0.357625E-03        0.663000E-04        0.211208E+00        0.107000E-02        0.109958E-02        0.362000E-04        0.354625E-12        0.842958E-03        0.857458E-03        0.324000E-02        0.788000E+00        0.171208E-01        0.134265E-15        0.624333E+01        0.624292E+01        0.000000E+00        0.325000E-03
  20180623        0.235000E-04        0.354958E-03        0.663917E-04        0.212000E+00        0.107000E-02        0.109000E-02        0.362000E-04        0.355000E-12        0.842000E-03        0.856625E-03        0.323458E-02        0.788000E+00        0.168417E-01        0.886208E-16        0.623625E+01        0.623583E+01        0.000000E+00        0.325000E-03
  20180624        0.235000E-04        0.352375E-03        0.664000E-04        0.212000E+00        0.106583E-02        0.109000E-02        0.361583E-04        0.355833E-12        0.841625E-03        0.855792E-03        0.323000E-02        0.788958E+00        0.165625E-01       -0.448292E-16        0.622917E+01        0.622875E+01        0.000000E+00        0.325000E-03
  20180625        0.235208E-04        0.349875E-03        0.664833E-04        0.212000E+00        0.106000E-02        0.109000E-02        0.361000E-04        0.356000E-12        0.841000E-03        0.855000E-03        0.322792E-02        0.789000E+00        0.162833E-01        0.722167E-16        0.622000E+01        0.622000E+01        0.000000E+00        0.324667E-03
  20180626        0.236000E-04        0.347333E-03        0.665000E-04        0.212000E+00        0.106000E-02        0.109000E-02        0.361000E-04        0.357000E-12        0.840333E-03        0.854000E-03        0.322000E-02        0.789000E+00        0.160000E-01       -0.103892E-15        0.621208E+01        0.621167E+01        0.000000E+00        0.324000E-03
  20180627        0.236000E-04        0.344917E-03        0.665667E-04        0.212000E+00        0.106000E-02        0.109000E-02        0.360292E-04        0.357125E-12        0.840000E-03        0.853167E-03        0.322000E-02        0.789000E+00        0.157208E-01       -0.883417E-16        0.620500E+01        0.620458E+01        0.000000E+00        0.324000E-03
  20180628        0.236000E-04        0.342500E-03        0.666000E-04        0.212000E+00        0.106000E-02        0.109000E-02        0.360000E-04        0.358000E-12        0.839000E-03        0.852375E-03        0.321167E-02        0.789958E+00        0.154417E-01       -0.662083E-16        0.619750E+01        0.619708E+01        0.000000E+00        0.324000E-03
