 Simulation_Period = 20180101 -- 20181231                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
       Day             POCdec1             POCdec2         POCdec2DOC1         POCdec2DOC2         POCdec2MOC1         POCdec2MOC2             MOC2DOC             QOC2DOC             DOC2QOC          DOC2QOCnet             DOC2MBC          CO2_growth          CO2_maintn     CO2_maintn_dorm              CO2_gm       MBC_mortality             MBC2EP1             MBC2EP2              MBC2EM              MBC_PM             EP2DOC1             EP2DOC2              EM2DOC             MBC2DOC             MBC2POC             MBA2MBD             MBD2MBA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
  20180403        0.368417E-04        0.399708E-04        0.184042E-04        0.199833E-04        0.184042E-04        0.199833E-04        0.507708E-03        0.109750E-03        0.804167E-04       -0.293500E-04        0.674708E-03        0.459625E-03        0.586292E-04        0.843208E-06        0.519000E-03        0.360458E-13        0.479667E-04        0.211792E-05        0.500750E-04        0.100000E-03        0.470667E-04        0.227667E-05        0.493458E-04        0.180042E-13        0.180042E-13        0.411625E-13        0.449500E-05
  20180404        0.369708E-04        0.385333E-04        0.185000E-04        0.192625E-04        0.185000E-04        0.192625E-04        0.508500E-03        0.107875E-03        0.799792E-04       -0.279000E-04        0.673792E-03        0.459000E-03        0.585500E-04        0.842250E-06        0.518292E-03        0.361625E-13        0.481625E-04        0.208583E-05        0.502500E-04        0.100500E-03        0.472792E-04        0.223917E-05        0.495208E-04        0.181000E-13        0.181000E-13        0.413125E-13        0.446875E-05
  20180405        0.371167E-04        0.371667E-04        0.185583E-04        0.185875E-04        0.185583E-04        0.185875E-04        0.509250E-03        0.106083E-03        0.795500E-04       -0.265292E-04        0.673000E-03        0.458250E-03        0.584875E-04        0.841250E-06        0.517792E-03        0.362792E-13        0.483583E-04        0.205500E-05        0.504167E-04        0.101000E-03        0.474875E-04        0.220333E-05        0.496917E-04        0.181375E-13        0.181375E-13        0.414458E-13        0.444208E-05
  20180406        0.372458E-04        0.358750E-04        0.186042E-04        0.179333E-04        0.186042E-04        0.179333E-04        0.510000E-03        0.104417E-03        0.791333E-04       -0.252292E-04        0.672000E-03        0.458000E-03        0.584000E-04        0.840292E-06        0.517000E-03        0.364042E-13        0.485542E-04        0.202500E-05        0.505750E-04        0.101000E-03        0.476958E-04        0.216750E-05        0.498583E-04        0.182000E-13        0.182000E-13        0.415750E-13        0.441833E-05
  20180407        0.373667E-04        0.346500E-04        0.187000E-04        0.173250E-04        0.187000E-04        0.173250E-04        0.510917E-03        0.102708E-03        0.787333E-04       -0.240000E-04        0.671333E-03        0.457167E-03        0.583417E-04        0.839333E-06        0.516542E-03        0.365250E-13        0.487500E-04        0.199625E-05        0.507458E-04        0.101458E-03        0.479000E-04        0.213458E-05        0.500417E-04        0.182667E-13        0.182667E-13        0.417250E-13        0.439375E-05
  20180408        0.374958E-04        0.334792E-04        0.187458E-04        0.167417E-04        0.187458E-04        0.167417E-04        0.511542E-03        0.101250E-03        0.783458E-04       -0.228417E-04        0.670917E-03        0.457000E-03        0.583000E-04        0.838333E-06        0.516000E-03        0.366375E-13        0.489417E-04        0.196833E-05        0.509083E-04        0.102000E-03        0.481000E-04        0.210208E-05        0.502083E-04        0.183000E-13        0.183000E-13        0.418500E-13        0.437042E-05
  20180409        0.376250E-04        0.323750E-04        0.188000E-04        0.161875E-04        0.188000E-04        0.161875E-04        0.512083E-03        0.996458E-04        0.779625E-04       -0.217458E-04        0.670000E-03        0.456500E-03        0.582250E-04        0.837375E-06        0.515708E-03        0.367542E-13        0.491292E-04        0.194042E-05        0.510625E-04        0.102000E-03        0.483000E-04        0.207042E-05        0.503667E-04        0.183958E-13        0.183958E-13        0.419750E-13        0.434792E-05
  20180410        0.377417E-04        0.313208E-04        0.188833E-04        0.156583E-04        0.188833E-04        0.156583E-04        0.513000E-03        0.983125E-04        0.776000E-04       -0.207125E-04        0.669792E-03        0.456000E-03        0.582000E-04        0.836458E-06        0.515000E-03        0.368667E-13        0.493125E-04        0.191417E-05        0.512375E-04        0.102375E-03        0.485000E-04        0.204000E-05        0.505417E-04        0.184208E-13        0.184208E-13        0.421250E-13        0.432625E-05
  20180411        0.378583E-04        0.303083E-04        0.189167E-04        0.151542E-04        0.189167E-04        0.151542E-04        0.513500E-03        0.969750E-04        0.772458E-04       -0.197250E-04        0.669000E-03        0.456000E-03        0.581542E-04        0.835500E-06        0.515000E-03        0.369792E-13        0.494958E-04        0.188875E-05        0.513792E-04        0.103000E-03        0.486917E-04        0.201000E-05        0.507042E-04        0.185000E-13        0.185000E-13        0.422458E-13        0.430458E-05
  20180412        0.379750E-04        0.293542E-04        0.190000E-04        0.146792E-04        0.190000E-04        0.146792E-04        0.514000E-03        0.957000E-04        0.768917E-04       -0.188000E-04        0.669000E-03        0.455625E-03        0.581000E-04        0.834542E-06        0.514458E-03        0.370875E-13        0.496792E-04        0.186333E-05        0.515458E-04        0.103000E-03        0.488833E-04        0.198083E-05        0.508583E-04        0.185458E-13        0.185458E-13        0.423708E-13        0.428417E-05
  20180413        0.380875E-04        0.284417E-04        0.190417E-04        0.142167E-04        0.190417E-04        0.142167E-04        0.514875E-03        0.945000E-04        0.765583E-04       -0.179250E-04        0.668125E-03        0.455000E-03        0.581000E-04        0.833625E-06        0.514000E-03        0.372125E-13        0.498542E-04        0.183917E-05        0.516958E-04        0.103167E-03        0.490708E-04        0.195333E-05        0.510375E-04        0.186000E-13        0.186000E-13        0.425083E-13        0.426417E-05
  20180414        0.382083E-04        0.275667E-04        0.191000E-04        0.137875E-04        0.191000E-04        0.137875E-04        0.515083E-03        0.933250E-04        0.762333E-04       -0.170833E-04        0.668000E-03        0.455000E-03        0.580625E-04        0.832667E-06        0.514000E-03        0.373208E-13        0.500417E-04        0.181583E-05        0.518500E-04        0.104000E-03        0.492625E-04        0.192625E-05        0.511875E-04        0.186667E-13        0.186667E-13        0.426375E-13        0.424458E-05
  20180415        0.383167E-04        0.267292E-04        0.191625E-04        0.133667E-04        0.191625E-04        0.133667E-04        0.516000E-03        0.922208E-04        0.759125E-04       -0.163083E-04        0.668000E-03        0.455000E-03        0.580000E-04        0.831750E-06        0.514000E-03        0.374292E-13        0.502167E-04        0.179250E-05        0.520083E-04        0.104000E-03        0.494500E-04        0.190042E-05        0.513500E-04        0.187000E-13        0.187000E-13        0.427583E-13        0.422500E-05
  20180416        0.384250E-04        0.259375E-04        0.192000E-04        0.129667E-04        0.192000E-04        0.129667E-04        0.516208E-03        0.911667E-04        0.756000E-04       -0.155708E-04        0.667417E-03        0.455000E-03        0.580000E-04        0.830833E-06        0.513542E-03        0.375375E-13        0.503875E-04        0.177042E-05        0.521542E-04        0.104000E-03        0.496333E-04        0.187458E-05        0.515042E-04        0.187833E-13        0.187833E-13        0.428792E-13        0.420625E-05
  20180417        0.385333E-04        0.251708E-04        0.192792E-04        0.125875E-04        0.192792E-04        0.125875E-04        0.517000E-03        0.901583E-04        0.752875E-04       -0.148667E-04        0.667000E-03        0.454667E-03        0.580000E-04        0.829917E-06        0.513000E-03        0.376458E-13        0.505583E-04        0.174875E-05        0.523167E-04        0.104917E-03        0.498125E-04        0.185000E-05        0.516583E-04        0.188000E-13        0.188000E-13        0.430208E-13        0.418792E-05
  20180418        0.386375E-04        0.244458E-04        0.193000E-04        0.122250E-04        0.193000E-04        0.122250E-04        0.517167E-03        0.892042E-04        0.749958E-04       -0.142000E-04        0.667000E-03        0.454000E-03        0.580000E-04        0.829000E-06        0.513000E-03        0.377542E-13        0.507417E-04        0.172750E-05        0.524583E-04        0.105000E-03        0.499875E-04        0.182625E-05        0.518208E-04        0.189000E-13        0.189000E-13        0.431375E-13        0.417042E-05
  20180419        0.387417E-04        0.237417E-04        0.193875E-04        0.118750E-04        0.193875E-04        0.118750E-04        0.518000E-03        0.882792E-04        0.747000E-04       -0.135750E-04        0.667000E-03        0.454000E-03        0.579917E-04        0.828000E-06        0.513000E-03        0.378625E-13        0.509042E-04        0.170667E-05        0.526167E-04        0.105000E-03        0.501625E-04        0.180250E-05        0.519625E-04        0.189167E-13        0.189167E-13        0.432583E-13        0.415333E-05
  20180420        0.388417E-04        0.230792E-04        0.194000E-04        0.115375E-04        0.194000E-04        0.115375E-04        0.518000E-03        0.874000E-04        0.744167E-04       -0.129833E-04        0.667000E-03        0.454000E-03        0.579000E-04        0.827083E-06        0.513000E-03        0.379708E-13        0.510667E-04        0.168667E-05        0.527542E-04        0.105542E-03        0.503458E-04        0.178000E-05        0.521333E-04        0.190000E-13        0.190000E-13        0.433750E-13        0.413542E-05
  20180421        0.389417E-04        0.224292E-04        0.194917E-04        0.112167E-04        0.194917E-04        0.112167E-04        0.518917E-03        0.865583E-04        0.741333E-04       -0.124250E-04        0.667000E-03        0.454000E-03        0.579000E-04        0.826167E-06        0.513000E-03        0.380750E-13        0.512417E-04        0.166708E-05        0.529083E-04        0.106000E-03        0.505208E-04        0.175792E-05        0.522667E-04        0.190292E-13        0.190292E-13        0.435083E-13        0.411875E-05
  20180422        0.390417E-04        0.218250E-04        0.195000E-04        0.109125E-04        0.195000E-04        0.109125E-04        0.519000E-03        0.857500E-04        0.738625E-04       -0.118917E-04        0.667000E-03        0.454000E-03        0.579000E-04        0.825292E-06        0.513000E-03        0.381792E-13        0.514042E-04        0.164792E-05        0.530542E-04        0.106000E-03        0.506917E-04        0.173667E-05        0.524333E-04        0.191000E-13        0.191000E-13        0.436292E-13        0.410292E-05
  20180423        0.391375E-04        0.212250E-04        0.195875E-04        0.106125E-04        0.195875E-04        0.106125E-04        0.519417E-03        0.849875E-04        0.735958E-04       -0.113917E-04        0.666667E-03        0.454000E-03        0.579000E-04        0.824375E-06        0.513000E-03        0.382833E-13        0.515625E-04        0.162958E-05        0.532000E-04        0.106167E-03        0.508583E-04        0.171583E-05        0.525667E-04        0.191375E-13        0.191375E-13        0.437458E-13        0.408583E-05
  20180424        0.392333E-04        0.206583E-04        0.196000E-04        0.103292E-04        0.196000E-04        0.103292E-04        0.520000E-03        0.842500E-04        0.733250E-04       -0.109167E-04        0.666000E-03        0.454000E-03        0.579000E-04        0.823500E-06        0.513000E-03        0.383875E-13        0.517375E-04        0.161167E-05        0.533458E-04        0.107000E-03        0.510333E-04        0.169500E-05        0.527333E-04        0.192000E-13        0.192000E-13        0.438625E-13        0.407083E-05
  20180425        0.393250E-04        0.201125E-04        0.196792E-04        0.100508E-04        0.196792E-04        0.100508E-04        0.520000E-03        0.835417E-04        0.730708E-04       -0.104750E-04        0.666000E-03        0.454000E-03        0.579000E-04        0.822583E-06        0.513000E-03        0.384917E-13        0.518958E-04        0.159417E-05        0.534833E-04        0.107000E-03        0.512000E-04        0.167500E-05        0.528667E-04        0.192458E-13        0.192458E-13        0.439792E-13        0.405500E-05
  20180426        0.394167E-04        0.195833E-04        0.197000E-04        0.979208E-05        0.197000E-04        0.979208E-05        0.520625E-03        0.828625E-04        0.728083E-04       -0.100454E-04        0.666000E-03        0.454000E-03        0.579000E-04        0.821708E-06        0.513000E-03        0.385958E-13        0.520542E-04        0.157583E-05        0.536375E-04        0.107000E-03        0.513583E-04        0.165583E-05        0.530292E-04        0.193000E-13        0.193000E-13        0.441042E-13        0.403958E-05
  20180427        0.395042E-04        0.190792E-04        0.197625E-04        0.953917E-05        0.197625E-04        0.953917E-05        0.521000E-03        0.822083E-04        0.725625E-04       -0.965000E-05        0.666000E-03        0.454000E-03        0.579000E-04        0.820833E-06        0.513000E-03        0.387000E-13        0.522208E-04        0.155917E-05        0.537667E-04        0.107667E-03        0.515375E-04        0.163708E-05        0.531625E-04        0.193500E-13        0.193500E-13        0.442250E-13        0.402458E-05
  20180428        0.396000E-04        0.185917E-04        0.198000E-04        0.929500E-05        0.198000E-04        0.929500E-05        0.521000E-03        0.815833E-04        0.723083E-04       -0.927167E-05        0.666000E-03        0.454000E-03        0.579000E-04        0.819958E-06        0.513000E-03        0.388042E-13        0.523625E-04        0.154375E-05        0.539208E-04        0.108000E-03        0.516917E-04        0.161875E-05        0.533167E-04        0.194000E-13        0.194000E-13        0.443375E-13        0.401000E-05
  20180429        0.396917E-04        0.181208E-04        0.198375E-04        0.906208E-05        0.198375E-04        0.906208E-05        0.521333E-03        0.809792E-04        0.720750E-04       -0.891417E-05        0.666000E-03        0.454000E-03        0.579000E-04        0.819000E-06        0.513000E-03        0.389042E-13        0.525375E-04        0.152625E-05        0.540542E-04        0.108000E-03        0.518542E-04        0.160083E-05        0.534542E-04        0.194542E-13        0.194542E-13        0.444542E-13        0.399500E-05
  20180430        0.397792E-04        0.176750E-04        0.199000E-04        0.883708E-05        0.199000E-04        0.883708E-05        0.522000E-03        0.804083E-04        0.718250E-04       -0.857542E-05        0.666542E-03        0.454000E-03        0.579000E-04        0.818083E-06        0.513000E-03        0.390042E-13        0.526792E-04        0.151125E-05        0.541958E-04        0.108125E-03        0.520208E-04        0.158333E-05        0.536000E-04        0.195000E-13        0.195000E-13        0.445667E-13        0.398125E-05
  20180501        0.398625E-04        0.172375E-04        0.199042E-04        0.861958E-05        0.199042E-04        0.861958E-05        0.522000E-03        0.798458E-04        0.715917E-04       -0.825583E-05        0.667000E-03        0.454000E-03        0.579000E-04        0.817208E-06        0.513000E-03        0.391042E-13        0.528417E-04        0.149542E-05        0.543375E-04        0.109000E-03        0.521708E-04        0.156542E-05        0.537458E-04        0.195542E-13        0.195542E-13        0.446792E-13        0.396625E-05
  20180502        0.399458E-04        0.168167E-04        0.200000E-04        0.841000E-05        0.200000E-04        0.841000E-05        0.522000E-03        0.793125E-04        0.713583E-04       -0.795375E-05        0.667000E-03        0.454000E-03        0.579000E-04        0.816333E-06        0.513000E-03        0.392042E-13        0.529917E-04        0.148083E-05        0.544667E-04        0.109000E-03        0.523417E-04        0.154917E-05        0.538792E-04        0.196000E-13        0.196000E-13        0.447958E-13        0.395333E-05
  20180503        0.400250E-04        0.164167E-04        0.200000E-04        0.820708E-05        0.200000E-04        0.820708E-05        0.522333E-03        0.787958E-04        0.711250E-04       -0.766792E-05        0.667000E-03        0.454000E-03        0.579000E-04        0.815500E-06        0.513000E-03        0.393000E-13        0.531458E-04        0.146542E-05        0.546125E-04        0.109000E-03        0.524875E-04        0.153375E-05        0.540333E-04        0.196542E-13        0.196542E-13        0.449167E-13        0.393833E-05
  20180504        0.401042E-04        0.160250E-04        0.200625E-04        0.801208E-05        0.200625E-04        0.801208E-05        0.523000E-03        0.782917E-04        0.709000E-04       -0.739708E-05        0.667000E-03        0.454000E-03        0.579000E-04        0.814625E-06        0.513000E-03        0.394000E-13        0.532917E-04        0.145208E-05        0.547458E-04        0.109458E-03        0.526500E-04        0.151625E-05        0.541625E-04        0.197000E-13        0.197000E-13        0.450250E-13        0.392500E-05
  20180505        0.402000E-04        0.156458E-04        0.201000E-04        0.782417E-05        0.201000E-04        0.782417E-05        0.523000E-03        0.778083E-04        0.706792E-04       -0.714125E-05        0.667000E-03        0.454000E-03        0.579000E-04        0.813792E-06        0.513000E-03        0.395000E-13        0.534458E-04        0.143667E-05        0.548750E-04        0.110000E-03        0.528042E-04        0.150208E-05        0.543042E-04        0.197500E-13        0.197500E-13        0.451375E-13        0.391250E-05
  20180506        0.402792E-04        0.152833E-04        0.201167E-04        0.764250E-05        0.201167E-04        0.764250E-05        0.523000E-03        0.773542E-04        0.704500E-04       -0.689833E-05        0.667000E-03        0.454000E-03        0.579958E-04        0.812917E-06        0.513000E-03        0.395958E-13        0.535917E-04        0.142375E-05        0.550250E-04        0.110000E-03        0.529542E-04        0.148583E-05        0.544458E-04        0.198000E-13        0.198000E-13        0.452500E-13        0.389750E-05
  20180507        0.403500E-04        0.149375E-04        0.202000E-04        0.746625E-05        0.202000E-04        0.746625E-05        0.523000E-03        0.769000E-04        0.702292E-04       -0.667000E-05        0.667000E-03        0.454000E-03        0.580000E-04        0.812000E-06        0.513000E-03        0.396958E-13        0.537458E-04        0.141000E-05        0.551500E-04        0.110000E-03        0.531125E-04        0.147167E-05        0.545708E-04        0.198417E-13        0.198417E-13        0.453583E-13        0.388500E-05
  20180508        0.404208E-04        0.145917E-04        0.202000E-04        0.729625E-05        0.202000E-04        0.729625E-05        0.523000E-03        0.764708E-04        0.700125E-04       -0.645417E-05        0.667000E-03        0.454000E-03        0.580000E-04        0.811083E-06        0.513000E-03        0.397917E-13        0.538833E-04        0.139625E-05        0.552833E-04        0.110792E-03        0.532583E-04        0.145625E-05        0.547250E-04        0.199000E-13        0.199000E-13        0.454667E-13        0.387250E-05
  20180509        0.405000E-04        0.142625E-04        0.202583E-04        0.713167E-05        0.202583E-04        0.713167E-05        0.523750E-03        0.760500E-04        0.698000E-04       -0.624875E-05        0.667000E-03        0.454000E-03        0.580000E-04        0.810250E-06        0.513000E-03        0.398875E-13        0.540417E-04        0.138417E-05        0.554250E-04        0.111000E-03        0.534167E-04        0.144333E-05        0.548542E-04        0.199333E-13        0.199333E-13        0.455750E-13        0.385875E-05
  20180510        0.405917E-04        0.139458E-04        0.203000E-04        0.697333E-05        0.203000E-04        0.697333E-05        0.524000E-03        0.756500E-04        0.695875E-04       -0.605500E-05        0.667000E-03        0.454292E-03        0.580000E-04        0.809417E-06        0.513000E-03        0.399833E-13        0.541708E-04        0.137125E-05        0.555500E-04        0.111000E-03        0.535583E-04        0.142792E-05        0.549833E-04        0.200000E-13        0.200000E-13        0.456833E-13        0.384583E-05
  20180511        0.406583E-04        0.136375E-04        0.203000E-04        0.681917E-05        0.203000E-04        0.681917E-05        0.524000E-03        0.752500E-04        0.693792E-04       -0.587125E-05        0.667000E-03        0.455000E-03        0.580000E-04        0.808583E-06        0.513000E-03        0.400750E-13        0.543333E-04        0.135792E-05        0.556750E-04        0.111000E-03        0.537125E-04        0.141500E-05        0.551292E-04        0.200250E-13        0.200250E-13        0.457917E-13        0.383375E-05
  20180512        0.407208E-04        0.133375E-04        0.203875E-04        0.667000E-05        0.203875E-04        0.667000E-05        0.524000E-03        0.748625E-04        0.691708E-04       -0.569708E-05        0.667000E-03        0.455000E-03        0.580000E-04        0.807750E-06        0.513000E-03        0.401708E-13        0.544625E-04        0.134625E-05        0.558208E-04        0.112000E-03        0.538542E-04        0.140250E-05        0.552542E-04        0.201000E-13        0.201000E-13        0.459083E-13        0.382167E-05
  20180513        0.408000E-04        0.130542E-04        0.204000E-04        0.652583E-05        0.204000E-04        0.652583E-05        0.524000E-03        0.744917E-04        0.689625E-04       -0.553333E-05        0.667000E-03        0.455000E-03        0.580000E-04        0.806917E-06        0.513000E-03        0.402625E-13        0.546125E-04        0.133458E-05        0.559458E-04        0.112000E-03        0.540042E-04        0.138750E-05        0.553833E-04        0.201083E-13        0.201083E-13        0.460167E-13        0.380792E-05
  20180514        0.408833E-04        0.127750E-04        0.204125E-04        0.638625E-05        0.204125E-04        0.638625E-05        0.524000E-03        0.741375E-04        0.687583E-04       -0.537708E-05        0.667917E-03        0.455000E-03        0.580000E-04        0.806000E-06        0.513958E-03        0.403583E-13        0.547500E-04        0.132292E-05        0.560667E-04        0.112000E-03        0.541500E-04        0.137542E-05        0.555292E-04        0.202000E-13        0.202000E-13        0.461208E-13        0.379583E-05
  20180515        0.409375E-04        0.125042E-04        0.205000E-04        0.625125E-05        0.205000E-04        0.625125E-05        0.524000E-03        0.737750E-04        0.685500E-04       -0.522917E-05        0.668000E-03        0.455000E-03        0.580000E-04        0.805083E-06        0.514000E-03        0.404500E-13        0.548875E-04        0.131167E-05        0.562042E-04        0.112125E-03        0.542875E-04        0.136333E-05        0.556542E-04        0.202000E-13        0.202000E-13        0.462292E-13        0.378417E-05
  20180516        0.410000E-04        0.122375E-04        0.205000E-04        0.612042E-05        0.205000E-04        0.612042E-05        0.524000E-03        0.734417E-04        0.683500E-04       -0.509042E-05        0.668000E-03        0.455000E-03        0.580000E-04        0.804292E-06        0.514000E-03        0.405417E-13        0.550375E-04        0.129958E-05        0.563333E-04        0.113000E-03        0.544417E-04        0.135083E-05        0.557792E-04        0.202958E-13        0.202958E-13        0.463333E-13        0.377250E-05
  20180517        0.410958E-04        0.119875E-04        0.205208E-04        0.599250E-05        0.205208E-04        0.599250E-05        0.524000E-03        0.731125E-04        0.681500E-04       -0.495750E-05        0.668000E-03        0.455000E-03        0.580000E-04        0.803458E-06        0.514000E-03        0.406292E-13        0.551625E-04        0.128833E-05        0.564583E-04        0.113000E-03        0.545708E-04        0.133792E-05        0.559250E-04        0.203000E-13        0.203000E-13        0.464375E-13        0.376000E-05
  20180518        0.411458E-04        0.117375E-04        0.206000E-04        0.587000E-05        0.206000E-04        0.587000E-05        0.524000E-03        0.727833E-04        0.679500E-04       -0.483125E-05        0.668000E-03        0.455000E-03        0.580000E-04        0.802667E-06        0.514000E-03        0.407208E-13        0.553125E-04        0.127750E-05        0.565792E-04        0.113000E-03        0.547292E-04        0.132625E-05        0.560458E-04        0.203750E-13        0.203750E-13        0.465417E-13        0.374750E-05
  20180519        0.412000E-04        0.115000E-04        0.206000E-04        0.575000E-05        0.206000E-04        0.575000E-05        0.524000E-03        0.724708E-04        0.677583E-04       -0.471333E-05        0.668000E-03        0.455000E-03        0.580000E-04        0.801833E-06        0.514000E-03        0.408125E-13        0.554458E-04        0.126708E-05        0.567208E-04        0.113208E-03        0.548583E-04        0.131500E-05        0.561708E-04        0.204000E-13        0.204000E-13        0.466458E-13        0.373583E-05
  20180520        0.412958E-04        0.112708E-04        0.206167E-04        0.563375E-05        0.206167E-04        0.563375E-05        0.524000E-03        0.721625E-04        0.675583E-04       -0.460042E-05        0.668000E-03        0.455000E-03        0.580000E-04        0.801000E-06        0.514000E-03        0.409000E-13        0.555708E-04        0.125667E-05        0.568375E-04        0.114000E-03        0.550000E-04        0.130375E-05        0.563042E-04        0.204542E-13        0.204542E-13        0.467500E-13        0.372417E-05
  20180521        0.413417E-04        0.110375E-04        0.207000E-04        0.552125E-05        0.207000E-04        0.552125E-05        0.524000E-03        0.718625E-04        0.673667E-04       -0.449375E-05        0.668000E-03        0.455000E-03        0.580875E-04        0.800042E-06        0.514000E-03        0.410000E-13        0.557250E-04        0.124625E-05        0.569583E-04        0.114000E-03        0.551417E-04        0.129250E-05        0.564333E-04        0.205000E-13        0.205000E-13        0.468500E-13        0.371292E-05
  20180522        0.414000E-04        0.108208E-04        0.207000E-04        0.541125E-05        0.207000E-04        0.541125E-05        0.524000E-03        0.715667E-04        0.671750E-04       -0.439292E-05        0.668000E-03        0.455000E-03        0.581000E-04        0.799250E-06        0.514000E-03        0.410875E-13        0.558500E-04        0.123625E-05        0.570792E-04        0.114000E-03        0.552708E-04        0.128167E-05        0.565542E-04        0.205333E-13        0.205333E-13        0.469542E-13        0.370167E-05
  20180523        0.414792E-04        0.106083E-04        0.207000E-04        0.530542E-05        0.207000E-04        0.530542E-05        0.524000E-03        0.712833E-04        0.669833E-04       -0.429625E-05        0.668000E-03        0.455000E-03        0.581000E-04        0.798458E-06        0.514000E-03        0.411750E-13        0.559750E-04        0.122625E-05        0.572125E-04        0.114167E-03        0.554208E-04        0.127083E-05        0.566750E-04        0.206000E-13        0.206000E-13        0.470542E-13        0.368875E-05
  20180524        0.415208E-04        0.104042E-04        0.208000E-04        0.520208E-05        0.208000E-04        0.520208E-05        0.524000E-03        0.710000E-04        0.667958E-04       -0.420500E-05        0.668000E-03        0.455000E-03        0.581000E-04        0.797667E-06        0.514000E-03        0.412625E-13        0.561250E-04        0.121625E-05        0.573333E-04        0.115000E-03        0.555500E-04        0.126042E-05        0.568125E-04        0.206042E-13        0.206042E-13        0.471583E-13        0.367750E-05
  20180525        0.416000E-04        0.102000E-04        0.208000E-04        0.510125E-05        0.208000E-04        0.510125E-05        0.524000E-03        0.707250E-04        0.666042E-04       -0.411917E-05        0.668000E-03        0.455000E-03        0.581000E-04        0.796875E-06        0.514000E-03        0.413458E-13        0.562458E-04        0.120708E-05        0.574542E-04        0.115000E-03        0.556750E-04        0.124958E-05        0.569375E-04        0.207000E-13        0.207000E-13        0.472583E-13        0.366625E-05
  20180526        0.416542E-04        0.100092E-04        0.208000E-04        0.500417E-05        0.208000E-04        0.500417E-05        0.524000E-03        0.704500E-04        0.664208E-04       -0.403542E-05        0.668000E-03        0.455000E-03        0.581000E-04        0.796000E-06        0.514000E-03        0.414333E-13        0.563708E-04        0.119750E-05        0.575708E-04        0.115000E-03        0.558250E-04        0.123958E-05        0.570583E-04        0.207000E-13        0.207000E-13        0.473583E-13        0.365500E-05
  20180527        0.417000E-04        0.981833E-05        0.208667E-04        0.490875E-05        0.208667E-04        0.490875E-05        0.524000E-03        0.701917E-04        0.662375E-04       -0.395875E-05        0.668000E-03        0.455000E-03        0.581000E-04        0.795083E-06        0.514000E-03        0.415167E-13        0.565083E-04        0.118833E-05        0.576917E-04        0.115042E-03        0.559500E-04        0.122958E-05        0.571750E-04        0.207750E-13        0.207750E-13        0.474583E-13        0.364417E-05
  20180528        0.417833E-04        0.963333E-05        0.209000E-04        0.481667E-05        0.209000E-04        0.481667E-05        0.524000E-03        0.699292E-04        0.660500E-04       -0.388417E-05        0.668000E-03        0.455000E-03        0.581000E-04        0.794333E-06        0.514000E-03        0.416000E-13        0.566375E-04        0.117958E-05        0.578208E-04        0.116000E-03        0.560750E-04        0.121958E-05        0.573083E-04        0.208000E-13        0.208000E-13        0.475583E-13        0.363292E-05
  20180529        0.418083E-04        0.945375E-05        0.209000E-04        0.472667E-05        0.209000E-04        0.472667E-05        0.524000E-03        0.696792E-04        0.658625E-04       -0.381417E-05        0.668000E-03        0.455000E-03        0.581000E-04        0.793542E-06        0.514000E-03        0.417000E-13        0.567625E-04        0.117000E-05        0.579375E-04        0.116000E-03        0.562250E-04        0.121000E-05        0.574292E-04        0.208417E-13        0.208417E-13        0.476542E-13        0.362167E-05
  20180530        0.419000E-04        0.927917E-05        0.209167E-04        0.463958E-05        0.209167E-04        0.463958E-05        0.524000E-03        0.694208E-04        0.656792E-04       -0.374708E-05        0.668000E-03        0.455000E-03        0.581000E-04        0.792792E-06        0.514000E-03        0.417833E-13        0.568875E-04        0.116083E-05        0.580500E-04        0.116000E-03        0.563500E-04        0.120000E-05        0.575500E-04        0.209000E-13        0.209000E-13        0.477542E-13        0.361083E-05
  20180531        0.419250E-04        0.910917E-05        0.210000E-04        0.455417E-05        0.210000E-04        0.455417E-05        0.523500E-03        0.691833E-04        0.654958E-04       -0.368292E-05        0.668000E-03        0.455000E-03        0.581000E-04        0.792000E-06        0.514000E-03        0.418667E-13        0.570250E-04        0.115208E-05        0.581667E-04        0.116000E-03        0.564708E-04        0.119083E-05        0.576667E-04        0.209083E-13        0.209083E-13        0.478500E-13        0.359917E-05
  20180601        0.420000E-04        0.894333E-05        0.210000E-04        0.447167E-05        0.210000E-04        0.447167E-05        0.523000E-03        0.689375E-04        0.653208E-04       -0.362250E-05        0.668000E-03        0.455000E-03        0.581000E-04        0.791000E-06        0.514000E-03        0.419500E-13        0.571458E-04        0.114375E-05        0.582833E-04        0.116833E-03        0.566125E-04        0.118167E-05        0.577833E-04        0.210000E-13        0.210000E-13        0.479458E-13        0.358792E-05
