 Simulation_Period = 20180101 -- 20181231                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
       Day             POCdec1             POCdec2         POCdec2DOC1         POCdec2DOC2         POCdec2MOC1         POCdec2MOC2             MOC2DOC             QOC2DOC             DOC2QOC          DOC2QOCnet             DOC2MBC          CO2_growth          CO2_maintn     CO2_maintn_dorm              CO2_gm       MBC_mortality             MBC2EP1             MBC2EP2              MBC2EM              MBC_PM             EP2DOC1             EP2DOC2              EM2DOC             MBC2DOC             MBC2POC             MBA2MBD             MBD2MBA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
  20180324        0.977750E-04        0.290917E-04        0.488750E-04        0.145417E-04        0.488750E-04        0.145417E-04        0.985000E-03        0.958208E-04        0.625167E-04       -0.333083E-04        0.126000E-02        0.859000E-03        0.110000E-03        0.793000E-06        0.969333E-03        0.652208E-13        0.885750E-04        0.205000E-05        0.906292E-04        0.181125E-03        0.870458E-04        0.219250E-05        0.892375E-04        0.326167E-13        0.326167E-13        0.744875E-13        0.436583E-05
  20180325        0.980333E-04        0.281000E-04        0.490250E-04        0.140500E-04        0.490250E-04        0.140500E-04        0.985000E-03        0.936792E-04        0.620917E-04       -0.315833E-04        0.126000E-02        0.858042E-03        0.109250E-03        0.792042E-06        0.968375E-03        0.654542E-13        0.889250E-04        0.202083E-05        0.909458E-04        0.182000E-03        0.874125E-04        0.215792E-05        0.895667E-04        0.327292E-13        0.327292E-13        0.747500E-13        0.434083E-05
  20180326        0.982917E-04        0.271542E-04        0.491458E-04        0.135792E-04        0.491458E-04        0.135792E-04        0.985417E-03        0.916375E-04        0.616708E-04       -0.299708E-04        0.126000E-02        0.857250E-03        0.109000E-03        0.791083E-06        0.967417E-03        0.656833E-13        0.892625E-04        0.199375E-05        0.912625E-04        0.182542E-03        0.877667E-04        0.212583E-05        0.898958E-04        0.328417E-13        0.328417E-13        0.750125E-13        0.431625E-05
  20180327        0.985417E-04        0.262542E-04        0.492667E-04        0.131250E-04        0.492667E-04        0.131250E-04        0.986000E-03        0.897083E-04        0.612583E-04       -0.284542E-04        0.126000E-02        0.856500E-03        0.109000E-03        0.790167E-06        0.966542E-03        0.659083E-13        0.896083E-04        0.196750E-05        0.915792E-04        0.183000E-03        0.881333E-04        0.209458E-05        0.902250E-04        0.329542E-13        0.329542E-13        0.752750E-13        0.429208E-05
  20180328        0.987917E-04        0.254000E-04        0.493917E-04        0.127000E-04        0.493917E-04        0.127000E-04        0.985875E-03        0.878750E-04        0.608500E-04       -0.270208E-04        0.126000E-02        0.855833E-03        0.109000E-03        0.789250E-06        0.965750E-03        0.661292E-13        0.899500E-04        0.194042E-05        0.918875E-04        0.183958E-03        0.884792E-04        0.206417E-05        0.905458E-04        0.330667E-13        0.330667E-13        0.755292E-13        0.426917E-05
  20180329        0.990250E-04        0.245833E-04        0.495167E-04        0.123000E-04        0.495167E-04        0.123000E-04        0.985000E-03        0.861333E-04        0.604500E-04       -0.256792E-04        0.125667E-02        0.855000E-03        0.109000E-03        0.788292E-06        0.964958E-03        0.663583E-13        0.902833E-04        0.191583E-05        0.922000E-04        0.184333E-03        0.888375E-04        0.203542E-05        0.908667E-04        0.331750E-13        0.331750E-13        0.757917E-13        0.424667E-05
  20180330        0.992625E-04        0.238167E-04        0.496333E-04        0.119083E-04        0.496333E-04        0.119083E-04        0.985000E-03        0.844708E-04        0.600667E-04       -0.244042E-04        0.125000E-02        0.854208E-03        0.109000E-03        0.787375E-06        0.964000E-03        0.665792E-13        0.906208E-04        0.189083E-05        0.925125E-04        0.185000E-03        0.891750E-04        0.200708E-05        0.911833E-04        0.332833E-13        0.332833E-13        0.760417E-13        0.422292E-05
  20180331        0.994875E-04        0.230792E-04        0.497458E-04        0.115417E-04        0.497458E-04        0.115417E-04        0.985000E-03        0.829000E-04        0.596792E-04       -0.232167E-04        0.125000E-02        0.853667E-03        0.109000E-03        0.786458E-06        0.963250E-03        0.667958E-13        0.909458E-04        0.186750E-05        0.928125E-04        0.185708E-03        0.895250E-04        0.197958E-05        0.915042E-04        0.334000E-13        0.334000E-13        0.762958E-13        0.420125E-05
  20180401        0.997125E-04        0.223708E-04        0.498542E-04        0.111792E-04        0.498542E-04        0.111792E-04        0.985000E-03        0.814000E-04        0.593042E-04       -0.220958E-04        0.125000E-02        0.853000E-03        0.109000E-03        0.785542E-06        0.962583E-03        0.670125E-13        0.912708E-04        0.184417E-05        0.931125E-04        0.186042E-03        0.898625E-04        0.195250E-05        0.918167E-04        0.335083E-13        0.335083E-13        0.765417E-13        0.417958E-05
  20180402        0.999250E-04        0.216958E-04        0.499625E-04        0.108500E-04        0.499625E-04        0.108500E-04        0.984875E-03        0.799750E-04        0.589333E-04       -0.210458E-04        0.125000E-02        0.852167E-03        0.109000E-03        0.784667E-06        0.961917E-03        0.672292E-13        0.915917E-04        0.182125E-05        0.934125E-04        0.187000E-03        0.902000E-04        0.192792E-05        0.921250E-04        0.336167E-13        0.336167E-13        0.767917E-13        0.415792E-05
  20180403        0.100000E-03        0.210583E-04        0.500708E-04        0.105292E-04        0.500708E-04        0.105292E-04        0.984000E-03        0.786125E-04        0.585583E-04       -0.200583E-04        0.125000E-02        0.851750E-03        0.109000E-03        0.783750E-06        0.961000E-03        0.674417E-13        0.919167E-04        0.179958E-05        0.937125E-04        0.187375E-03        0.905333E-04        0.190167E-05        0.924375E-04        0.337250E-13        0.337250E-13        0.770375E-13        0.413708E-05
  20180404        0.100000E-03        0.204458E-04        0.501750E-04        0.102250E-04        0.501750E-04        0.102250E-04        0.984000E-03        0.773167E-04        0.582000E-04       -0.191208E-04        0.125000E-02        0.851000E-03        0.109000E-03        0.782875E-06        0.960333E-03        0.676583E-13        0.922292E-04        0.177875E-05        0.940083E-04        0.188000E-03        0.908625E-04        0.187833E-05        0.927375E-04        0.338292E-13        0.338292E-13        0.772833E-13        0.411625E-05
  20180405        0.100750E-03        0.198500E-04        0.502750E-04        0.992458E-05        0.502750E-04        0.992458E-05        0.983417E-03        0.761000E-04        0.578417E-04       -0.182417E-04        0.125000E-02        0.850375E-03        0.108417E-03        0.781958E-06        0.959750E-03        0.678708E-13        0.925417E-04        0.175792E-05        0.943000E-04        0.188667E-03        0.911833E-04        0.185417E-05        0.930375E-04        0.339333E-13        0.339333E-13        0.775167E-13        0.409583E-05
  20180406        0.101000E-03        0.192833E-04        0.503750E-04        0.964208E-05        0.503750E-04        0.964208E-05        0.983000E-03        0.749042E-04        0.574875E-04       -0.174167E-04        0.125000E-02        0.850000E-03        0.108000E-03        0.781000E-06        0.959000E-03        0.680792E-13        0.928542E-04        0.173750E-05        0.945917E-04        0.189000E-03        0.915167E-04        0.183125E-05        0.933458E-04        0.340375E-13        0.340375E-13        0.777708E-13        0.407583E-05
  20180407        0.101000E-03        0.187458E-04        0.504708E-04        0.937208E-05        0.504708E-04        0.937208E-05        0.982417E-03        0.737792E-04        0.571375E-04       -0.166375E-04        0.125000E-02        0.849000E-03        0.108000E-03        0.780083E-06        0.958208E-03        0.682833E-13        0.931625E-04        0.171792E-05        0.948833E-04        0.189958E-03        0.918333E-04        0.180958E-05        0.936375E-04        0.341417E-13        0.341417E-13        0.780000E-13        0.405583E-05
  20180408        0.101000E-03        0.182208E-04        0.505667E-04        0.911125E-05        0.505667E-04        0.911125E-05        0.982000E-03        0.727000E-04        0.567917E-04       -0.159042E-04        0.125000E-02        0.848625E-03        0.108000E-03        0.779208E-06        0.957667E-03        0.684917E-13        0.934667E-04        0.169875E-05        0.951667E-04        0.190208E-03        0.921500E-04        0.178792E-05        0.939375E-04        0.342458E-13        0.342458E-13        0.782375E-13        0.403583E-05
  20180409        0.101000E-03        0.177292E-04        0.506542E-04        0.886500E-05        0.506542E-04        0.886500E-05        0.981083E-03        0.716708E-04        0.564583E-04       -0.152167E-04        0.124333E-02        0.848000E-03        0.108000E-03        0.778333E-06        0.957000E-03        0.686958E-13        0.937750E-04        0.168042E-05        0.954542E-04        0.191000E-03        0.924667E-04        0.176667E-05        0.942333E-04        0.343458E-13        0.343458E-13        0.784792E-13        0.401625E-05
  20180410        0.101458E-03        0.172500E-04        0.507458E-04        0.862500E-05        0.507458E-04        0.862500E-05        0.980625E-03        0.706833E-04        0.561250E-04       -0.145667E-04        0.124000E-02        0.847292E-03        0.108000E-03        0.777458E-06        0.956125E-03        0.689000E-13        0.940750E-04        0.166208E-05        0.957333E-04        0.191458E-03        0.927750E-04        0.174625E-05        0.945250E-04        0.344500E-13        0.344500E-13        0.787083E-13        0.399708E-05
  20180411        0.102000E-03        0.167875E-04        0.508292E-04        0.839417E-05        0.508292E-04        0.839417E-05        0.980000E-03        0.697417E-04        0.557875E-04       -0.139500E-04        0.124000E-02        0.846917E-03        0.108000E-03        0.776625E-06        0.955583E-03        0.691000E-13        0.943708E-04        0.164458E-05        0.960083E-04        0.192000E-03        0.930875E-04        0.172583E-05        0.948125E-04        0.345500E-13        0.345500E-13        0.789375E-13        0.397792E-05
  20180412        0.102000E-03        0.163458E-04        0.509125E-04        0.817333E-05        0.509125E-04        0.817333E-05        0.979000E-03        0.688417E-04        0.554625E-04       -0.133750E-04        0.124000E-02        0.846000E-03        0.108000E-03        0.775750E-06        0.955000E-03        0.693000E-13        0.946625E-04        0.162583E-05        0.962917E-04        0.192625E-03        0.933875E-04        0.170667E-05        0.951000E-04        0.346500E-13        0.346500E-13        0.791750E-13        0.395958E-05
  20180413        0.102000E-03        0.159208E-04        0.510000E-04        0.796125E-05        0.510000E-04        0.796125E-05        0.978250E-03        0.679708E-04        0.551417E-04       -0.128333E-04        0.124000E-02        0.845542E-03        0.108000E-03        0.774917E-06        0.954042E-03        0.695000E-13        0.949542E-04        0.161000E-05        0.965667E-04        0.193000E-03        0.937000E-04        0.168792E-05        0.953833E-04        0.347500E-13        0.347500E-13        0.793958E-13        0.394042E-05
  20180414        0.102000E-03        0.155167E-04        0.510875E-04        0.775667E-05        0.510875E-04        0.775667E-05        0.977458E-03        0.671500E-04        0.548208E-04       -0.123208E-04        0.124000E-02        0.845000E-03        0.108000E-03        0.774000E-06        0.953458E-03        0.696917E-13        0.952458E-04        0.159375E-05        0.968375E-04        0.193833E-03        0.940000E-04        0.166917E-05        0.956667E-04        0.348458E-13        0.348458E-13        0.796208E-13        0.392250E-05
  20180415        0.102000E-03        0.151208E-04        0.511625E-04        0.756000E-05        0.511625E-04        0.756000E-05        0.976583E-03        0.663500E-04        0.545042E-04       -0.118375E-04        0.124000E-02        0.844167E-03        0.108000E-03        0.773042E-06        0.952875E-03        0.698875E-13        0.955333E-04        0.157625E-05        0.971042E-04        0.194000E-03        0.943000E-04        0.165125E-05        0.959458E-04        0.349458E-13        0.349458E-13        0.798458E-13        0.390458E-05
  20180416        0.102333E-03        0.147417E-04        0.512333E-04        0.737042E-05        0.512333E-04        0.737042E-05        0.975667E-03        0.655708E-04        0.541875E-04       -0.113833E-04        0.124000E-02        0.843708E-03        0.108000E-03        0.772208E-06        0.952000E-03        0.700833E-13        0.958167E-04        0.156167E-05        0.973875E-04        0.195000E-03        0.945917E-04        0.163417E-05        0.962208E-04        0.350417E-13        0.350417E-13        0.800708E-13        0.388542E-05
  20180417        0.103000E-03        0.143708E-04        0.513000E-04        0.718750E-05        0.513000E-04        0.718750E-05        0.974667E-03        0.648333E-04        0.538750E-04       -0.109583E-04        0.124000E-02        0.843000E-03        0.108000E-03        0.771375E-06        0.951250E-03        0.702750E-13        0.961000E-04        0.154542E-05        0.976500E-04        0.195125E-03        0.948875E-04        0.161583E-05        0.965000E-04        0.351375E-13        0.351375E-13        0.802875E-13        0.386792E-05
  20180418        0.103000E-03        0.140250E-04        0.513958E-04        0.701250E-05        0.513958E-04        0.701250E-05        0.973667E-03        0.641250E-04        0.535750E-04       -0.105500E-04        0.124000E-02        0.842250E-03        0.107042E-03        0.770542E-06        0.950583E-03        0.704625E-13        0.963833E-04        0.153083E-05        0.979042E-04        0.196000E-03        0.951750E-04        0.159958E-05        0.967750E-04        0.352333E-13        0.352333E-13        0.805042E-13        0.385042E-05
  20180419        0.103000E-03        0.136792E-04        0.514542E-04        0.684208E-05        0.514542E-04        0.684208E-05        0.972625E-03        0.634375E-04        0.532625E-04       -0.101667E-04        0.124000E-02        0.841708E-03        0.107000E-03        0.769750E-06        0.949875E-03        0.706542E-13        0.966583E-04        0.151542E-05        0.981750E-04        0.196208E-03        0.954625E-04        0.158375E-05        0.970500E-04        0.353250E-13        0.353250E-13        0.807208E-13        0.383333E-05
  20180420        0.103000E-03        0.133542E-04        0.515083E-04        0.667792E-05        0.515083E-04        0.667792E-05        0.971542E-03        0.627792E-04        0.529625E-04       -0.981208E-05        0.123083E-02        0.841000E-03        0.107000E-03        0.768917E-06        0.949000E-03        0.708458E-13        0.969292E-04        0.150208E-05        0.984292E-04        0.197000E-03        0.957458E-04        0.156625E-05        0.973125E-04        0.354167E-13        0.354167E-13        0.809375E-13        0.381500E-05
  20180421        0.103000E-03        0.130417E-04        0.516000E-04        0.652042E-05        0.516000E-04        0.652042E-05        0.970417E-03        0.621375E-04        0.526708E-04       -0.947167E-05        0.123000E-02        0.840167E-03        0.107000E-03        0.768000E-06        0.948167E-03        0.710292E-13        0.972042E-04        0.148667E-05        0.986958E-04        0.197292E-03        0.960292E-04        0.155208E-05        0.975875E-04        0.355125E-13        0.355125E-13        0.811583E-13        0.379750E-05
  20180422        0.103000E-03        0.127375E-04        0.516542E-04        0.636750E-05        0.516542E-04        0.636750E-05        0.969292E-03        0.615250E-04        0.523750E-04       -0.915083E-05        0.123000E-02        0.839583E-03        0.107000E-03        0.767125E-06        0.947417E-03        0.712125E-13        0.974750E-04        0.147375E-05        0.989458E-04        0.198000E-03        0.963083E-04        0.153583E-05        0.978500E-04        0.356000E-13        0.356000E-13        0.813667E-13        0.378083E-05
  20180423        0.103000E-03        0.124375E-04        0.517000E-04        0.621958E-05        0.517000E-04        0.621958E-05        0.968083E-03        0.609292E-04        0.520833E-04       -0.884833E-05        0.123000E-02        0.838958E-03        0.107000E-03        0.766292E-06        0.946667E-03        0.713958E-13        0.977375E-04        0.145958E-05        0.992000E-04        0.198292E-03        0.965917E-04        0.152167E-05        0.981083E-04        0.357000E-13        0.357000E-13        0.815792E-13        0.376417E-05
  20180424        0.103958E-03        0.121542E-04        0.517958E-04        0.607708E-05        0.517958E-04        0.607708E-05        0.966750E-03        0.603542E-04        0.517917E-04       -0.856208E-05        0.123000E-02        0.838000E-03        0.107000E-03        0.765500E-06        0.945833E-03        0.715708E-13        0.980042E-04        0.144583E-05        0.994542E-04        0.199000E-03        0.968667E-04        0.150625E-05        0.983750E-04        0.357917E-13        0.357917E-13        0.817833E-13        0.374625E-05
  20180425        0.104000E-03        0.118792E-04        0.518250E-04        0.593875E-05        0.518250E-04        0.593875E-05        0.965542E-03        0.597958E-04        0.515042E-04       -0.829208E-05        0.123000E-02        0.837292E-03        0.107000E-03        0.764708E-06        0.945000E-03        0.717542E-13        0.982750E-04        0.143375E-05        0.997000E-04        0.199292E-03        0.971375E-04        0.149333E-05        0.986250E-04        0.358792E-13        0.358792E-13        0.819917E-13        0.373000E-05
  20180426        0.104000E-03        0.116083E-04        0.519000E-04        0.580542E-05        0.519000E-04        0.580542E-05        0.964292E-03        0.592542E-04        0.512167E-04       -0.803625E-05        0.123000E-02        0.836583E-03        0.107000E-03        0.763917E-06        0.944000E-03        0.719375E-13        0.985250E-04        0.142083E-05        0.999417E-04        0.200000E-03        0.974042E-04        0.147792E-05        0.988875E-04        0.359667E-13        0.359667E-13        0.821958E-13        0.371417E-05
  20180427        0.104000E-03        0.113542E-04        0.519458E-04        0.567708E-05        0.519458E-04        0.567708E-05        0.962833E-03        0.587375E-04        0.509375E-04       -0.779500E-05        0.123000E-02        0.835875E-03        0.107000E-03        0.763000E-06        0.943125E-03        0.721125E-13        0.987917E-04        0.140750E-05        0.100000E-03        0.200292E-03        0.976750E-04        0.146458E-05        0.991417E-04        0.360542E-13        0.360542E-13        0.824000E-13        0.369625E-05
  20180428        0.104000E-03        0.111000E-04        0.520000E-04        0.555083E-05        0.520000E-04        0.555083E-05        0.961500E-03        0.582250E-04        0.506583E-04       -0.756667E-05        0.123000E-02        0.835000E-03        0.106750E-03        0.762125E-06        0.942250E-03        0.722833E-13        0.990417E-04        0.139542E-05        0.100250E-03        0.201000E-03        0.979375E-04        0.145167E-05        0.993958E-04        0.361417E-13        0.361417E-13        0.826000E-13        0.368042E-05
  20180429        0.104000E-03        0.108625E-04        0.520542E-04        0.543000E-05        0.520542E-04        0.543000E-05        0.960125E-03        0.577292E-04        0.503875E-04       -0.735000E-05        0.122167E-02        0.834083E-03        0.106000E-03        0.761375E-06        0.941333E-03        0.724542E-13        0.992958E-04        0.138375E-05        0.101000E-03        0.201208E-03        0.982042E-04        0.143708E-05        0.996417E-04        0.362250E-13        0.362250E-13        0.828000E-13        0.366458E-05
  20180430        0.104000E-03        0.106250E-04        0.521000E-04        0.531375E-05        0.521000E-04        0.531375E-05        0.958625E-03        0.572500E-04        0.501042E-04       -0.714500E-05        0.122000E-02        0.833292E-03        0.106000E-03        0.760583E-06        0.940417E-03        0.726333E-13        0.995458E-04        0.137208E-05        0.101000E-03        0.202000E-03        0.984667E-04        0.142500E-05        0.998917E-04        0.363083E-13        0.363083E-13        0.830000E-13        0.364708E-05
  20180501        0.104000E-03        0.104000E-04        0.521458E-04        0.520000E-05        0.521458E-04        0.520000E-05        0.957250E-03        0.567875E-04        0.498375E-04       -0.695083E-05        0.122000E-02        0.832458E-03        0.106000E-03        0.759833E-06        0.939458E-03        0.728000E-13        0.997958E-04        0.136042E-05        0.101000E-03        0.202083E-03        0.987208E-04        0.141292E-05        0.100000E-03        0.364000E-13        0.364000E-13        0.831917E-13        0.363208E-05
  20180502        0.104000E-03        0.101792E-04        0.522000E-04        0.508958E-05        0.522000E-04        0.508958E-05        0.955583E-03        0.563292E-04        0.495625E-04       -0.676750E-05        0.122000E-02        0.831625E-03        0.106000E-03        0.759000E-06        0.938458E-03        0.729625E-13        0.999875E-04        0.134833E-05        0.101042E-03        0.203000E-03        0.989833E-04        0.140000E-05        0.100000E-03        0.364917E-13        0.364917E-13        0.833875E-13        0.361542E-05
  20180503        0.104250E-03        0.996250E-05        0.522250E-04        0.498292E-05        0.522250E-04        0.498292E-05        0.954125E-03        0.558917E-04        0.492958E-04       -0.659250E-05        0.122000E-02        0.830750E-03        0.106000E-03        0.758042E-06        0.937458E-03        0.731417E-13        0.100000E-03        0.133750E-05        0.102000E-03        0.203000E-03        0.992292E-04        0.138750E-05        0.101000E-03        0.365708E-13        0.365708E-13        0.835792E-13        0.359958E-05
  20180504        0.105000E-03        0.975917E-05        0.523000E-04        0.487958E-05        0.523000E-04        0.487958E-05        0.952500E-03        0.554625E-04        0.490292E-04       -0.642708E-05        0.122000E-02        0.829833E-03        0.106000E-03        0.757292E-06        0.936417E-03        0.733042E-13        0.100625E-03        0.132667E-05        0.102000E-03        0.203958E-03        0.994875E-04        0.137583E-05        0.101000E-03        0.366500E-13        0.366500E-13        0.837667E-13        0.358417E-05
  20180505        0.105000E-03        0.955833E-05        0.523000E-04        0.477917E-05        0.523000E-04        0.477917E-05        0.950875E-03        0.550375E-04        0.487750E-04       -0.627042E-05        0.122000E-02        0.828917E-03        0.106000E-03        0.756542E-06        0.935375E-03        0.734583E-13        0.101000E-03        0.131583E-05        0.102000E-03        0.204000E-03        0.997292E-04        0.136417E-05        0.101000E-03        0.367292E-13        0.367292E-13        0.839542E-13        0.356750E-05
  20180506        0.105000E-03        0.936417E-05        0.523750E-04        0.468208E-05        0.523750E-04        0.468208E-05        0.949333E-03        0.546333E-04        0.485083E-04       -0.612125E-05        0.121833E-02        0.827958E-03        0.106000E-03        0.755792E-06        0.934333E-03        0.736375E-13        0.101000E-03        0.130542E-05        0.102000E-03        0.204750E-03        0.999625E-04        0.135292E-05        0.101000E-03        0.368042E-13        0.368042E-13        0.841458E-13        0.355292E-05
  20180507        0.105000E-03        0.917417E-05        0.524000E-04        0.458667E-05        0.524000E-04        0.458667E-05        0.947542E-03        0.542333E-04        0.482500E-04       -0.598000E-05        0.121000E-02        0.827000E-03        0.105500E-03        0.755000E-06        0.933250E-03        0.737875E-13        0.101000E-03        0.129500E-05        0.102625E-03        0.205000E-03        0.100000E-03        0.134167E-05        0.101792E-03        0.369000E-13        0.369000E-13        0.843292E-13        0.353625E-05
  20180508        0.105000E-03        0.899000E-05        0.524000E-04        0.449500E-05        0.524000E-04        0.449500E-05        0.945833E-03        0.538417E-04        0.479958E-04       -0.584458E-05        0.121000E-02        0.826000E-03        0.105000E-03        0.754083E-06        0.932167E-03        0.739500E-13        0.101333E-03        0.128458E-05        0.103000E-03        0.205500E-03        0.100375E-03        0.133083E-05        0.102000E-03        0.369792E-13        0.369792E-13        0.845125E-13        0.352167E-05
  20180509        0.105000E-03        0.881208E-05        0.524958E-04        0.440542E-05        0.524958E-04        0.440542E-05        0.944167E-03        0.534542E-04        0.477417E-04       -0.571667E-05        0.121000E-02        0.825000E-03        0.105000E-03        0.753333E-06        0.930958E-03        0.741083E-13        0.102000E-03        0.127458E-05        0.103000E-03        0.206000E-03        0.101000E-03        0.131917E-05        0.102000E-03        0.370542E-13        0.370542E-13        0.846958E-13        0.350542E-05
  20180510        0.105000E-03        0.863792E-05        0.525000E-04        0.431958E-05        0.525000E-04        0.431958E-05        0.942417E-03        0.530833E-04        0.474917E-04       -0.559500E-05        0.121000E-02        0.823958E-03        0.105000E-03        0.752625E-06        0.929792E-03        0.742583E-13        0.102000E-03        0.126458E-05        0.103000E-03        0.206208E-03        0.101000E-03        0.130875E-05        0.102000E-03        0.371250E-13        0.371250E-13        0.848708E-13        0.349083E-05
  20180511        0.105000E-03        0.846958E-05        0.525000E-04        0.423500E-05        0.525000E-04        0.423500E-05        0.940542E-03        0.527167E-04        0.472375E-04       -0.547792E-05        0.121000E-02        0.822917E-03        0.105000E-03        0.751917E-06        0.928667E-03        0.744208E-13        0.102000E-03        0.125500E-05        0.103042E-03        0.207000E-03        0.101000E-03        0.129833E-05        0.102375E-03        0.372000E-13        0.372000E-13        0.850500E-13        0.347500E-05
  20180512        0.105000E-03        0.830667E-05        0.525667E-04        0.415167E-05        0.525667E-04        0.415167E-05        0.938708E-03        0.523583E-04        0.469917E-04       -0.536833E-05        0.121000E-02        0.821875E-03        0.105000E-03        0.751000E-06        0.927500E-03        0.745625E-13        0.102000E-03        0.124542E-05        0.104000E-03        0.207000E-03        0.101083E-03        0.128792E-05        0.103000E-03        0.372958E-13        0.372958E-13        0.852333E-13        0.346000E-05
  20180513        0.105000E-03        0.814667E-05        0.526000E-04        0.407292E-05        0.526000E-04        0.407292E-05        0.936875E-03        0.520083E-04        0.467458E-04       -0.526208E-05        0.120500E-02        0.820792E-03        0.105000E-03        0.750208E-06        0.926292E-03        0.747250E-13        0.102917E-03        0.123625E-05        0.104000E-03        0.207875E-03        0.102000E-03        0.127792E-05        0.103000E-03        0.373625E-13        0.373625E-13        0.854000E-13        0.344500E-05
  20180514        0.105000E-03        0.799125E-05        0.526000E-04        0.399542E-05        0.526000E-04        0.399542E-05        0.935000E-03        0.516625E-04        0.465000E-04       -0.516083E-05        0.120000E-02        0.819708E-03        0.105000E-03        0.749500E-06        0.925042E-03        0.748625E-13        0.103000E-03        0.122708E-05        0.104000E-03        0.208000E-03        0.102000E-03        0.126792E-05        0.103000E-03        0.374292E-13        0.374292E-13        0.855667E-13        0.343000E-05
  20180515        0.105000E-03        0.784042E-05        0.526000E-04        0.392000E-05        0.526000E-04        0.392000E-05        0.933083E-03        0.513250E-04        0.462625E-04       -0.506458E-05        0.120000E-02        0.818583E-03        0.104042E-03        0.748792E-06        0.923708E-03        0.750250E-13        0.103000E-03        0.121792E-05        0.104000E-03        0.208458E-03        0.102000E-03        0.125833E-05        0.103000E-03        0.375000E-13        0.375000E-13        0.857458E-13        0.341500E-05
  20180516        0.105000E-03        0.769333E-05        0.526500E-04        0.384708E-05        0.526500E-04        0.384708E-05        0.931125E-03        0.509958E-04        0.460167E-04       -0.497250E-05        0.120000E-02        0.817458E-03        0.104000E-03        0.748000E-06        0.922500E-03        0.751625E-13        0.103000E-03        0.120917E-05        0.104208E-03        0.209000E-03        0.102000E-03        0.124875E-05        0.103792E-03        0.375958E-13        0.375958E-13        0.859167E-13        0.340000E-05
  20180517        0.105000E-03        0.755125E-05        0.527000E-04        0.377542E-05        0.527000E-04        0.377542E-05        0.929167E-03        0.506667E-04        0.457833E-04       -0.488375E-05        0.120000E-02        0.816333E-03        0.104000E-03        0.747083E-06        0.921250E-03        0.753125E-13        0.103250E-03        0.120000E-05        0.105000E-03        0.209000E-03        0.102625E-03        0.123917E-05        0.104000E-03        0.376583E-13        0.376583E-13        0.860750E-13        0.338542E-05
  20180518        0.105000E-03        0.741167E-05        0.527000E-04        0.370583E-05        0.527000E-04        0.370583E-05        0.927167E-03        0.503458E-04        0.455500E-04       -0.479917E-05        0.120000E-02        0.815208E-03        0.104000E-03        0.746417E-06        0.919833E-03        0.754542E-13        0.104000E-03        0.119042E-05        0.105000E-03        0.209958E-03        0.103000E-03        0.123000E-05        0.104000E-03        0.377167E-13        0.377167E-13        0.862458E-13        0.337083E-05
  20180519        0.105000E-03        0.727625E-05        0.527000E-04        0.363833E-05        0.527000E-04        0.363833E-05        0.925125E-03        0.500333E-04        0.453125E-04       -0.471833E-05        0.119458E-02        0.813917E-03        0.104000E-03        0.745708E-06        0.918542E-03        0.755958E-13        0.104000E-03        0.118208E-05        0.105000E-03        0.210000E-03        0.103000E-03        0.122000E-05        0.104000E-03        0.378000E-13        0.378000E-13        0.864125E-13        0.335583E-05
  20180520        0.105000E-03        0.714458E-05        0.527000E-04        0.357208E-05        0.527000E-04        0.357208E-05        0.923083E-03        0.497250E-04        0.450833E-04       -0.464083E-05        0.119000E-02        0.812708E-03        0.104000E-03        0.745000E-06        0.917250E-03        0.757417E-13        0.104000E-03        0.117417E-05        0.105000E-03        0.210417E-03        0.103000E-03        0.121125E-05        0.104000E-03        0.378750E-13        0.378750E-13        0.865625E-13        0.334208E-05
  20180521        0.105000E-03        0.701625E-05        0.527000E-04        0.350833E-05        0.527000E-04        0.350833E-05        0.921000E-03        0.494208E-04        0.448542E-04       -0.456625E-05        0.119000E-02        0.811500E-03        0.103667E-03        0.744042E-06        0.915708E-03        0.758667E-13        0.104000E-03        0.116625E-05        0.105125E-03        0.211000E-03        0.103000E-03        0.120208E-05        0.104958E-03        0.379333E-13        0.379333E-13        0.867375E-13        0.332625E-05
  20180522        0.105000E-03        0.689000E-05        0.527000E-04        0.344542E-05        0.527000E-04        0.344542E-05        0.918875E-03        0.491208E-04        0.446208E-04       -0.449458E-05        0.119000E-02        0.810292E-03        0.103000E-03        0.743375E-06        0.914417E-03        0.760167E-13        0.104292E-03        0.115833E-05        0.106000E-03        0.211000E-03        0.103958E-03        0.119375E-05        0.105000E-03        0.380000E-13        0.380000E-13        0.868833E-13        0.331333E-05
