 Simulation_Period = 20180101 -- 20181231                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
       Day                 SOC                POC1                POC2                 MOC                 QOC                 DOC                 MBC                MBCA                MBCD            ENZ_POC1            ENZ_POC2             ENZ_MOC             CO2_TOT              SOC_I1             POC1_I1             POC2_I1              MOC_I1              QOC_I1              DOC_I1              MBC_I1             MBCA_I1             MBCD_I1         ENZ_POC1_I1         ENZ_POC2_I1          ENZ_MOC_I1          CO2_TOT_I1              SOC_I2             POC1_I2             POC2_I2              MOC_I2              QOC_I2              DOC_I2              MBC_I2             MBCA_I2             MBCD_I2         ENZ_POC1_I2         ENZ_POC2_I2          ENZ_MOC_I2          CO2_TOT_I2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
  20180226        0.848542E+01        0.160000E+01        0.692500E-01        0.673667E+01        0.818125E-01        0.355208E-02        0.806708E+00        0.699958E+00        0.107000E+00        0.750917E-02        0.395208E-03        0.790458E-02        0.253958E+01        0.698250E+01        0.107458E+01        0.388583E-01        0.581708E+01        0.519417E-01        0.281583E-02        0.608042E+00        0.501292E+00        0.107000E+00        0.526083E-02        0.274875E-03        0.553500E-02        0.154542E+01        0.150042E+01        0.523000E+00        0.304000E-01        0.919167E+00        0.298667E-01        0.736833E-03        0.198625E+00        0.198625E+00        0.177125E-10        0.224833E-02        0.120292E-03        0.236875E-02        0.993458E+00
  20180227        0.845708E+01        0.159833E+01        0.668958E-01        0.671583E+01        0.784042E-01        0.351375E-02        0.810333E+00        0.703667E+00        0.107000E+00        0.757000E-02        0.381750E-03        0.795250E-02        0.256417E+01        0.696000E+01        0.107000E+01        0.375292E-01        0.579875E+01        0.500792E-01        0.279375E-02        0.613083E+00        0.506458E+00        0.107000E+00        0.533250E-02        0.267125E-03        0.559958E-02        0.156458E+01        0.149833E+01        0.522125E+00        0.293708E-01        0.916958E+00        0.283292E-01        0.719583E-03        0.197333E+00        0.197333E+00        0.181417E-10        0.223750E-02        0.114583E-03        0.235292E-02        0.999333E+00
  20180228        0.842917E+01        0.159000E+01        0.646958E-01        0.669500E+01        0.751875E-01        0.347625E-02        0.813750E+00        0.707417E+00        0.106125E+00        0.763000E-02        0.369500E-03        0.799917E-02        0.258917E+01        0.693750E+01        0.107000E+01        0.363000E-01        0.578042E+01        0.483083E-01        0.277333E-02        0.618000E+00        0.511583E+00        0.106125E+00        0.540292E-02        0.259917E-03        0.566292E-02        0.158208E+01        0.149000E+01        0.521583E+00        0.284042E-01        0.914667E+00        0.268833E-01        0.703417E-03        0.195708E+00        0.195708E+00        0.185667E-10        0.222667E-02        0.109375E-03        0.233583E-02        0.100833E+01
  20180301        0.840042E+01        0.159000E+01        0.626333E-01        0.667375E+01        0.721667E-01        0.344250E-02        0.817292E+00        0.711000E+00        0.106000E+00        0.768667E-02        0.357792E-03        0.804500E-02        0.261333E+01        0.691417E+01        0.107000E+01        0.351375E-01        0.576208E+01        0.466375E-01        0.275375E-02        0.622917E+00        0.516583E+00        0.106000E+00        0.547125E-02        0.253250E-03        0.572500E-02        0.159958E+01        0.148708E+01        0.521000E+00        0.274958E-01        0.912250E+00        0.255208E-01        0.688333E-03        0.194417E+00        0.194417E+00        0.189875E-10        0.221500E-02        0.104542E-03        0.231958E-02        0.101375E+01
  20180302        0.837208E+01        0.159000E+01        0.606958E-01        0.665292E+01        0.693042E-01        0.340875E-02        0.820625E+00        0.714500E+00        0.106000E+00        0.774292E-02        0.347167E-03        0.809000E-02        0.263833E+01        0.689125E+01        0.107000E+01        0.340542E-01        0.574375E+01        0.450667E-01        0.273500E-02        0.627708E+00        0.521500E+00        0.106000E+00        0.553958E-02        0.247000E-03        0.578750E-02        0.161708E+01        0.148000E+01        0.520000E+00        0.266500E-01        0.909917E+00        0.242417E-01        0.674167E-03        0.193042E+00        0.193042E+00        0.194000E-10        0.220375E-02        0.100096E-03        0.230417E-02        0.102000E+01
  20180303        0.834458E+01        0.159000E+01        0.588750E-01        0.663208E+01        0.666167E-01        0.337750E-02        0.824042E+00        0.718083E+00        0.106000E+00        0.779667E-02        0.337208E-03        0.813375E-02        0.266208E+01        0.686875E+01        0.107000E+01        0.330292E-01        0.572458E+01        0.435917E-01        0.271667E-02        0.632375E+00        0.526292E+00        0.106000E+00        0.560583E-02        0.241333E-03        0.584750E-02        0.163500E+01        0.147667E+01        0.519417E+00        0.258500E-01        0.907500E+00        0.230333E-01        0.660833E-03        0.191625E+00        0.191625E+00        0.198167E-10        0.219208E-02        0.959583E-04        0.228625E-02        0.102833E+01
  20180304        0.831750E+01        0.158500E+01        0.571542E-01        0.661083E+01        0.640667E-01        0.334875E-02        0.827375E+00        0.721500E+00        0.106000E+00        0.784917E-02        0.328000E-03        0.817750E-02        0.268750E+01        0.684667E+01        0.107000E+01        0.320625E-01        0.570542E+01        0.421875E-01        0.270042E-02        0.637042E+00        0.531083E+00        0.106000E+00        0.567083E-02        0.235875E-03        0.590625E-02        0.165333E+01        0.147000E+01        0.518833E+00        0.250833E-01        0.905083E+00        0.218917E-01        0.648500E-03        0.190333E+00        0.190333E+00        0.202208E-10        0.217792E-02        0.921167E-04        0.227125E-02        0.103292E+01
  20180305        0.828958E+01        0.158000E+01        0.555333E-01        0.658958E+01        0.616750E-01        0.332042E-02        0.830583E+00        0.724875E+00        0.106000E+00        0.790042E-02        0.319292E-03        0.821958E-02        0.271083E+01        0.682333E+01        0.106375E+01        0.311500E-01        0.568667E+01        0.408667E-01        0.268458E-02        0.641625E+00        0.535917E+00        0.106000E+00        0.573375E-02        0.230792E-03        0.596500E-02        0.167125E+01        0.146667E+01        0.518000E+00        0.243750E-01        0.902625E+00        0.208208E-01        0.636583E-03        0.188917E+00        0.188917E+00        0.206333E-10        0.216625E-02        0.885375E-04        0.225500E-02        0.104000E+01
  20180306        0.826208E+01        0.158000E+01        0.539833E-01        0.656833E+01        0.594250E-01        0.329375E-02        0.833792E+00        0.728250E+00        0.106000E+00        0.795042E-02        0.311167E-03        0.826167E-02        0.273500E+01        0.680125E+01        0.106000E+01        0.302875E-01        0.566792E+01        0.396042E-01        0.266833E-02        0.646167E+00        0.540583E+00        0.106000E+00        0.579667E-02        0.226000E-03        0.602292E-02        0.168875E+01        0.146000E+01        0.517208E+00        0.236958E-01        0.900083E+00        0.198042E-01        0.625458E-03        0.187625E+00        0.187625E+00        0.210333E-10        0.215417E-02        0.852042E-04        0.223875E-02        0.104708E+01
  20180307        0.823500E+01        0.158000E+01        0.525167E-01        0.654708E+01        0.572917E-01        0.326917E-02        0.836958E+00        0.731542E+00        0.105167E+00        0.799917E-02        0.303625E-03        0.830250E-02        0.275917E+01        0.677875E+01        0.106000E+01        0.294500E-01        0.564875E+01        0.384375E-01        0.265417E-02        0.650625E+00        0.545167E+00        0.105167E+00        0.585750E-02        0.221542E-03        0.607917E-02        0.170625E+01        0.145750E+01        0.516625E+00        0.230583E-01        0.897667E+00        0.188583E-01        0.614958E-03        0.186417E+00        0.186417E+00        0.214333E-10        0.214208E-02        0.820750E-04        0.222375E-02        0.105083E+01
  20180308        0.820792E+01        0.158000E+01        0.511333E-01        0.652500E+01        0.552833E-01        0.324500E-02        0.840125E+00        0.734792E+00        0.105000E+00        0.804708E-02        0.296417E-03        0.834333E-02        0.278250E+01        0.675708E+01        0.106000E+01        0.286875E-01        0.563000E+01        0.373250E-01        0.263958E-02        0.655000E+00        0.549708E+00        0.105000E+00        0.591750E-02        0.217250E-03        0.613500E-02        0.172458E+01        0.145000E+01        0.516000E+00        0.224500E-01        0.895083E+00        0.179583E-01        0.605000E-03        0.185167E+00        0.185167E+00        0.218333E-10        0.212792E-02        0.791500E-04        0.220708E-02        0.106000E+01
  20180309        0.818042E+01        0.157042E+01        0.498167E-01        0.650333E+01        0.533875E-01        0.322125E-02        0.843250E+00        0.738000E+00        0.105000E+00        0.809292E-02        0.289667E-03        0.838333E-02        0.280750E+01        0.673375E+01        0.106000E+01        0.279417E-01        0.561125E+01        0.362708E-01        0.262583E-02        0.659333E+00        0.554167E+00        0.105000E+00        0.597708E-02        0.213208E-03        0.619042E-02        0.174292E+01        0.144833E+01        0.515000E+00        0.218625E-01        0.892542E+00        0.171167E-01        0.595667E-03        0.183792E+00        0.183792E+00        0.222167E-10        0.211583E-02        0.764042E-04        0.219333E-02        0.106417E+01
  20180310        0.815375E+01        0.157000E+01        0.485500E-01        0.648208E+01        0.515958E-01        0.319958E-02        0.846250E+00        0.741208E+00        0.105000E+00        0.813875E-02        0.283250E-03        0.842167E-02        0.283083E+01        0.671167E+01        0.106000E+01        0.272417E-01        0.559208E+01        0.352792E-01        0.261333E-02        0.663625E+00        0.558542E+00        0.105000E+00        0.603500E-02        0.209417E-03        0.624458E-02        0.176042E+01        0.144000E+01        0.514375E+00        0.213167E-01        0.889958E+00        0.163208E-01        0.586833E-03        0.182625E+00        0.182625E+00        0.226125E-10        0.210417E-02        0.738167E-04        0.217667E-02        0.107000E+01
  20180311        0.812750E+01        0.157000E+01        0.473500E-01        0.646042E+01        0.499042E-01        0.317833E-02        0.849250E+00        0.744375E+00        0.105000E+00        0.818333E-02        0.277125E-03        0.846083E-02        0.285458E+01        0.668958E+01        0.106000E+01        0.265708E-01        0.557292E+01        0.343375E-01        0.259958E-02        0.667833E+00        0.562917E+00        0.105000E+00        0.609208E-02        0.205708E-03        0.629750E-02        0.177792E+01        0.144000E+01        0.513708E+00        0.207833E-01        0.887375E+00        0.155708E-01        0.578500E-03        0.181500E+00        0.181500E+00        0.229958E-10        0.209208E-02        0.713667E-04        0.216333E-02        0.107708E+01
  20180312        0.810042E+01        0.157000E+01        0.462083E-01        0.643875E+01        0.483125E-01        0.315833E-02        0.852250E+00        0.747500E+00        0.105000E+00        0.822750E-02        0.271375E-03        0.849917E-02        0.287833E+01        0.666792E+01        0.105083E+01        0.259208E-01        0.555375E+01        0.334458E-01        0.258708E-02        0.671958E+00        0.567167E+00        0.105000E+00        0.614833E-02        0.202250E-03        0.635083E-02        0.179583E+01        0.143042E+01        0.513000E+00        0.202875E-01        0.884833E+00        0.148583E-01        0.570500E-03        0.180333E+00        0.180333E+00        0.233792E-10        0.207875E-02        0.690917E-04        0.214750E-02        0.108000E+01
  20180313        0.807375E+01        0.156500E+01        0.451083E-01        0.641708E+01        0.468000E-01        0.313833E-02        0.855250E+00        0.750583E+00        0.105000E+00        0.827083E-02        0.265875E-03        0.853625E-02        0.290167E+01        0.664500E+01        0.105000E+01        0.253000E-01        0.553458E+01        0.326167E-01        0.257542E-02        0.676000E+00        0.571375E+00        0.105000E+00        0.620375E-02        0.198958E-03        0.640292E-02        0.181458E+01        0.143000E+01        0.512083E+00        0.198083E-01        0.882125E+00        0.141958E-01        0.562833E-03        0.179208E+00        0.179208E+00        0.237583E-10        0.206667E-02        0.669208E-04        0.213417E-02        0.108958E+01
  20180314        0.804750E+01        0.156000E+01        0.440667E-01        0.639500E+01        0.453750E-01        0.311958E-02        0.858125E+00        0.753625E+00        0.104625E+00        0.831292E-02        0.260625E-03        0.857417E-02        0.292583E+01        0.662292E+01        0.105000E+01        0.247208E-01        0.551500E+01        0.318167E-01        0.256417E-02        0.680000E+00        0.575583E+00        0.104625E+00        0.625792E-02        0.195750E-03        0.645375E-02        0.183250E+01        0.142250E+01        0.511417E+00        0.193417E-01        0.879500E+00        0.135750E-01        0.555625E-03        0.178125E+00        0.178125E+00        0.241417E-10        0.205500E-02        0.648667E-04        0.212000E-02        0.109167E+01
  20180315        0.802042E+01        0.156000E+01        0.430542E-01        0.637292E+01        0.440333E-01        0.310167E-02        0.861042E+00        0.756625E+00        0.104000E+00        0.835500E-02        0.255708E-03        0.861083E-02        0.294917E+01        0.660125E+01        0.105000E+01        0.241583E-01        0.549583E+01        0.310542E-01        0.255292E-02        0.684000E+00        0.579667E+00        0.104000E+00        0.631208E-02        0.192750E-03        0.650458E-02        0.185042E+01        0.142000E+01        0.510750E+00        0.189000E-01        0.876917E+00        0.129750E-01        0.548792E-03        0.177000E+00        0.177000E+00        0.245167E-10        0.204375E-02        0.629250E-04        0.210583E-02        0.110000E+01
  20180316        0.799375E+01        0.156000E+01        0.420875E-01        0.635125E+01        0.427583E-01        0.308417E-02        0.863917E+00        0.759625E+00        0.104000E+00        0.839667E-02        0.250917E-03        0.864667E-02        0.297250E+01        0.657875E+01        0.105000E+01        0.236125E-01        0.547667E+01        0.303417E-01        0.254208E-02        0.688000E+00        0.583667E+00        0.104000E+00        0.636458E-02        0.189792E-03        0.655417E-02        0.186792E+01        0.141500E+01        0.510000E+00        0.184792E-01        0.874250E+00        0.124167E-01        0.542250E-03        0.175917E+00        0.175917E+00        0.248833E-10        0.203208E-02        0.610750E-04        0.209333E-02        0.110375E+01
  20180317        0.796792E+01        0.155875E+01        0.411667E-01        0.632917E+01        0.415500E-01        0.306667E-02        0.866792E+00        0.762625E+00        0.104000E+00        0.843667E-02        0.246250E-03        0.868333E-02        0.299625E+01        0.655708E+01        0.105000E+01        0.230958E-01        0.545750E+01        0.296667E-01        0.253125E-02        0.691833E+00        0.587667E+00        0.104000E+00        0.641625E-02        0.186958E-03        0.660292E-02        0.188625E+01        0.141000E+01        0.509083E+00        0.180667E-01        0.871625E+00        0.118917E-01        0.536000E-03        0.174917E+00        0.174917E+00        0.252542E-10        0.202083E-02        0.593292E-04        0.207958E-02        0.111000E+01
  20180318        0.794125E+01        0.155000E+01        0.402833E-01        0.630708E+01        0.404208E-01        0.305083E-02        0.869542E+00        0.765542E+00        0.104000E+00        0.847667E-02        0.241917E-03        0.871875E-02        0.301958E+01        0.653500E+01        0.104583E+01        0.225917E-01        0.543833E+01        0.290250E-01        0.252083E-02        0.695625E+00        0.591667E+00        0.104000E+00        0.646750E-02        0.184250E-03        0.665083E-02        0.190458E+01        0.140833E+01        0.508417E+00        0.176833E-01        0.868917E+00        0.113917E-01        0.530083E-03        0.173917E+00        0.173917E+00        0.256250E-10        0.200875E-02        0.576667E-04        0.206667E-02        0.111500E+01
  20180319        0.791500E+01        0.155000E+01        0.394250E-01        0.628500E+01        0.393375E-01        0.303500E-02        0.872333E+00        0.768458E+00        0.104000E+00        0.851625E-02        0.237708E-03        0.875375E-02        0.304250E+01        0.651292E+01        0.104000E+01        0.221125E-01        0.541875E+01        0.284208E-01        0.251042E-02        0.699417E+00        0.595500E+00        0.104000E+00        0.651792E-02        0.181667E-03        0.669917E-02        0.192292E+01        0.140000E+01        0.507750E+00        0.173083E-01        0.866125E+00        0.109250E-01        0.524417E-03        0.172958E+00        0.172958E+00        0.259875E-10        0.199792E-02        0.560750E-04        0.205458E-02        0.112000E+01
  20180320        0.788917E+01        0.155000E+01        0.386083E-01        0.626292E+01        0.383250E-01        0.301917E-02        0.875042E+00        0.771333E+00        0.104000E+00        0.855500E-02        0.233667E-03        0.878917E-02        0.306667E+01        0.649125E+01        0.104000E+01        0.216583E-01        0.539958E+01        0.278375E-01        0.250042E-02        0.703083E+00        0.599375E+00        0.104000E+00        0.656708E-02        0.179083E-03        0.674708E-02        0.194083E+01        0.140000E+01        0.507000E+00        0.169458E-01        0.863500E+00        0.104875E-01        0.519000E-03        0.172000E+00        0.172000E+00        0.263500E-10        0.198750E-02        0.545667E-04        0.204250E-02        0.112625E+01
  20180321        0.786250E+01        0.155000E+01        0.378167E-01        0.624083E+01        0.373625E-01        0.300458E-02        0.877875E+00        0.774208E+00        0.104000E+00        0.859375E-02        0.229792E-03        0.882375E-02        0.309000E+01        0.646917E+01        0.104000E+01        0.212083E-01        0.538000E+01        0.272875E-01        0.249042E-02        0.706708E+00        0.603125E+00        0.104000E+00        0.661708E-02        0.176750E-03        0.679292E-02        0.195875E+01        0.139167E+01        0.506083E+00        0.165917E-01        0.860875E+00        0.100658E-01        0.513833E-03        0.171000E+00        0.171000E+00        0.267125E-10        0.197708E-02        0.531250E-04        0.203042E-02        0.113000E+01
  20180322        0.783708E+01        0.154208E+01        0.370458E-01        0.621875E+01        0.364458E-01        0.299000E-02        0.880500E+00        0.777042E+00        0.103417E+00        0.863125E-02        0.226083E-03        0.885750E-02        0.311250E+01        0.644708E+01        0.104000E+01        0.207875E-01        0.536083E+01        0.267667E-01        0.248083E-02        0.710375E+00        0.606833E+00        0.103417E+00        0.666500E-02        0.174250E-03        0.683917E-02        0.197708E+01        0.139000E+01        0.505375E+00        0.162625E-01        0.858042E+00        0.967750E-02        0.508917E-03        0.170125E+00        0.170125E+00        0.270625E-10        0.196667E-02        0.517500E-04        0.201833E-02        0.113667E+01
  20180323        0.781042E+01        0.154000E+01        0.363125E-01        0.619708E+01        0.355833E-01        0.297542E-02        0.883125E+00        0.779875E+00        0.103000E+00        0.866917E-02        0.222500E-03        0.889167E-02        0.313667E+01        0.642500E+01        0.104000E+01        0.203667E-01        0.534167E+01        0.262708E-01        0.247125E-02        0.713917E+00        0.610542E+00        0.103000E+00        0.671208E-02        0.172042E-03        0.688417E-02        0.199542E+01        0.138583E+01        0.504667E+00        0.159417E-01        0.855375E+00        0.930667E-02        0.504083E-03        0.169250E+00        0.169250E+00        0.274250E-10        0.195667E-02        0.504417E-04        0.200708E-02        0.114000E+01
  20180324        0.778458E+01        0.154000E+01        0.356000E-01        0.617458E+01        0.347500E-01        0.296292E-02        0.885875E+00        0.782625E+00        0.103000E+00        0.870583E-02        0.219083E-03        0.892500E-02        0.315958E+01        0.640292E+01        0.103958E+01        0.199708E-01        0.532208E+01        0.258000E-01        0.246208E-02        0.717458E+00        0.614208E+00        0.103000E+00        0.675917E-02        0.169875E-03        0.692875E-02        0.201375E+01        0.138000E+01        0.504000E+00        0.156292E-01        0.852667E+00        0.895792E-02        0.499583E-03        0.168417E+00        0.168417E+00        0.277750E-10        0.194708E-02        0.492000E-04        0.199625E-02        0.114708E+01
  20180325        0.775875E+01        0.154000E+01        0.349125E-01        0.615208E+01        0.339833E-01        0.294750E-02        0.888500E+00        0.785375E+00        0.103000E+00        0.874292E-02        0.215667E-03        0.895792E-02        0.318250E+01        0.638125E+01        0.103000E+01        0.195875E-01        0.530250E+01        0.253542E-01        0.245333E-02        0.720917E+00        0.617750E+00        0.103000E+00        0.680500E-02        0.167708E-03        0.697250E-02        0.203208E+01        0.138000E+01        0.503000E+00        0.153250E-01        0.849958E+00        0.862750E-02        0.495167E-03        0.167625E+00        0.167625E+00        0.281250E-10        0.193750E-02        0.480000E-04        0.198542E-02        0.115000E+01
  20180326        0.773250E+01        0.153458E+01        0.342500E-01        0.613042E+01        0.332417E-01        0.293542E-02        0.891125E+00        0.788125E+00        0.103000E+00        0.877833E-02        0.212458E-03        0.899125E-02        0.320625E+01        0.635958E+01        0.103000E+01        0.192167E-01        0.528333E+01        0.249250E-01        0.244458E-02        0.724375E+00        0.621375E+00        0.103000E+00        0.685042E-02        0.165583E-03        0.701625E-02        0.205042E+01        0.137000E+01        0.502292E+00        0.150375E-01        0.847125E+00        0.831583E-02        0.491000E-03        0.166917E+00        0.166917E+00        0.284750E-10        0.192833E-02        0.468417E-04        0.197500E-02        0.115667E+01
  20180327        0.770750E+01        0.153000E+01        0.336125E-01        0.610833E+01        0.325417E-01        0.292292E-02        0.893750E+00        0.790875E+00        0.103000E+00        0.881458E-02        0.209333E-03        0.902375E-02        0.322917E+01        0.633792E+01        0.103000E+01        0.188542E-01        0.526375E+01        0.245167E-01        0.243583E-02        0.727625E+00        0.624750E+00        0.103000E+00        0.689542E-02        0.163583E-03        0.705917E-02        0.206875E+01        0.137000E+01        0.501583E+00        0.147542E-01        0.844417E+00        0.802250E-02        0.487000E-03        0.166000E+00        0.166000E+00        0.288250E-10        0.191958E-02        0.457458E-04        0.196458E-02        0.116000E+01
  20180328        0.768083E+01        0.153000E+01        0.330000E-01        0.608625E+01        0.318833E-01        0.291000E-02        0.896250E+00        0.793500E+00        0.103000E+00        0.884958E-02        0.206292E-03        0.905583E-02        0.325208E+01        0.631708E+01        0.103000E+01        0.185083E-01        0.524458E+01        0.241375E-01        0.242750E-02        0.731000E+00        0.628250E+00        0.103000E+00        0.694000E-02        0.161583E-03        0.710125E-02        0.208625E+01        0.136417E+01        0.500875E+00        0.144875E-01        0.841708E+00        0.774458E-02        0.483042E-03        0.165208E+00        0.165208E+00        0.291625E-10        0.191000E-02        0.446917E-04        0.195500E-02        0.116625E+01
  20180329        0.765542E+01        0.153000E+01        0.324000E-01        0.606375E+01        0.312500E-01        0.289708E-02        0.898875E+00        0.796125E+00        0.103000E+00        0.888500E-02        0.203417E-03        0.908792E-02        0.327583E+01        0.629500E+01        0.103000E+01        0.181708E-01        0.522500E+01        0.237625E-01        0.241917E-02        0.734292E+00        0.631625E+00        0.103000E+00        0.698292E-02        0.159708E-03        0.714292E-02        0.210500E+01        0.136000E+01        0.500000E+00        0.142167E-01        0.838958E+00        0.748167E-02        0.479333E-03        0.164583E+00        0.164583E+00        0.295083E-10        0.190083E-02        0.436875E-04        0.194542E-02        0.117000E+01
  20180330        0.762958E+01        0.152667E+01        0.318125E-01        0.604125E+01        0.306500E-01        0.288542E-02        0.901333E+00        0.798875E+00        0.102583E+00        0.891917E-02        0.200583E-03        0.912000E-02        0.329917E+01        0.627292E+01        0.103000E+01        0.178458E-01        0.520542E+01        0.234125E-01        0.241000E-02        0.737542E+00        0.635000E+00        0.102583E+00        0.702625E-02        0.157875E-03        0.718375E-02        0.212375E+01        0.135917E+01        0.499167E+00        0.139667E-01        0.836167E+00        0.723500E-02        0.475625E-03        0.164000E+00        0.164000E+00        0.298500E-10        0.189292E-02        0.427208E-04        0.193625E-02        0.117542E+01
  20180331        0.760375E+01        0.152000E+01        0.312500E-01        0.601958E+01        0.300750E-01        0.287417E-02        0.903917E+00        0.801500E+00        0.102000E+00        0.895375E-02        0.197875E-03        0.915167E-02        0.332167E+01        0.625125E+01        0.102250E+01        0.175333E-01        0.518583E+01        0.230750E-01        0.240083E-02        0.740708E+00        0.638333E+00        0.102000E+00        0.706875E-02        0.156042E-03        0.722500E-02        0.214208E+01        0.135000E+01        0.498417E+00        0.137167E-01        0.833417E+00        0.699958E-02        0.472250E-03        0.163042E+00        0.163042E+00        0.301792E-10        0.188500E-02        0.417875E-04        0.192708E-02        0.118000E+01
  20180401        0.757875E+01        0.152000E+01        0.307083E-01        0.599792E+01        0.295333E-01        0.286250E-02        0.906333E+00        0.804083E+00        0.102000E+00        0.898750E-02        0.195125E-03        0.918292E-02        0.334500E+01        0.622958E+01        0.102000E+01        0.172250E-01        0.516667E+01        0.227542E-01        0.239292E-02        0.743833E+00        0.641583E+00        0.102000E+00        0.711042E-02        0.154333E-03        0.726500E-02        0.216042E+01        0.135000E+01        0.497708E+00        0.134833E-01        0.830667E+00        0.677875E-02        0.468792E-03        0.162542E+00        0.162542E+00        0.305250E-10        0.187792E-02        0.408958E-04        0.191875E-02        0.118417E+01
  20180402        0.755208E+01        0.152000E+01        0.301792E-01        0.597500E+01        0.290167E-01        0.285125E-02        0.908875E+00        0.806750E+00        0.102000E+00        0.902167E-02        0.192667E-03        0.921375E-02        0.336833E+01        0.620792E+01        0.102000E+01        0.169292E-01        0.514708E+01        0.224500E-01        0.238542E-02        0.746958E+00        0.644792E+00        0.102000E+00        0.715167E-02        0.152542E-03        0.730458E-02        0.217875E+01        0.134417E+01        0.497000E+00        0.132458E-01        0.827917E+00        0.656917E-02        0.465583E-03        0.162000E+00        0.162000E+00        0.308542E-10        0.187000E-02        0.400375E-04        0.191000E-02        0.119000E+01
  20180403        0.752750E+01        0.151833E+01        0.296625E-01        0.595292E+01        0.285292E-01        0.283917E-02        0.911250E+00        0.809208E+00        0.102000E+00        0.905458E-02        0.190083E-03        0.924500E-02        0.339083E+01        0.618708E+01        0.102000E+01        0.166417E-01        0.512792E+01        0.221542E-01        0.237792E-02        0.750000E+00        0.648000E+00        0.102000E+00        0.719167E-02        0.150875E-03        0.734333E-02        0.219708E+01        0.134000E+01        0.496000E+00        0.130208E-01        0.825083E+00        0.637208E-02        0.462417E-03        0.161125E+00        0.161125E+00        0.311875E-10        0.186125E-02        0.392167E-04        0.190083E-02        0.119250E+01
  20180404        0.750125E+01        0.151000E+01        0.291708E-01        0.593083E+01        0.280542E-01        0.282833E-02        0.913750E+00        0.811875E+00        0.102000E+00        0.908750E-02        0.187750E-03        0.927500E-02        0.341417E+01        0.616500E+01        0.102000E+01        0.163625E-01        0.510833E+01        0.218750E-01        0.237000E-02        0.753000E+00        0.651125E+00        0.102000E+00        0.723167E-02        0.149375E-03        0.738167E-02        0.221542E+01        0.133917E+01        0.495250E+00        0.128042E-01        0.822333E+00        0.618375E-02        0.459375E-03        0.160792E+00        0.160792E+00        0.315250E-10        0.185500E-02        0.384208E-04        0.189292E-02        0.120000E+01
  20180405        0.747625E+01        0.151000E+01        0.286917E-01        0.590875E+01        0.276083E-01        0.281750E-02        0.916083E+00        0.814333E+00        0.102000E+00        0.912000E-02        0.185292E-03        0.930500E-02        0.343750E+01        0.614292E+01        0.102000E+01        0.160958E-01        0.508917E+01        0.216000E-01        0.236042E-02        0.756000E+00        0.654250E+00        0.102000E+00        0.727167E-02        0.147625E-03        0.741958E-02        0.223458E+01        0.133000E+01        0.494542E+00        0.125917E-01        0.819583E+00        0.600667E-02        0.456417E-03        0.160000E+00        0.160000E+00        0.318500E-10        0.184958E-02        0.376583E-04        0.188625E-02        0.120042E+01
  20180406        0.745042E+01        0.151000E+01        0.282125E-01        0.588708E+01        0.271792E-01        0.280667E-02        0.918500E+00        0.816875E+00        0.102000E+00        0.915292E-02        0.183042E-03        0.933583E-02        0.346042E+01        0.612167E+01        0.101417E+01        0.158250E-01        0.507000E+01        0.213417E-01        0.235292E-02        0.759000E+00        0.657292E+00        0.102000E+00        0.731125E-02        0.146167E-03        0.745708E-02        0.225292E+01        0.133000E+01        0.493792E+00        0.123833E-01        0.816833E+00        0.583917E-02        0.453583E-03        0.159625E+00        0.159625E+00        0.321792E-10        0.184000E-02        0.369250E-04        0.187958E-02        0.121000E+01
  20180407        0.742542E+01        0.151000E+01        0.277583E-01        0.586417E+01        0.267667E-01        0.279625E-02        0.920917E+00        0.819333E+00        0.102000E+00        0.918458E-02        0.180875E-03        0.936500E-02        0.348292E+01        0.610042E+01        0.101000E+01        0.155792E-01        0.505042E+01        0.210917E-01        0.234583E-02        0.761875E+00        0.660375E+00        0.102000E+00        0.734958E-02        0.144583E-03        0.749458E-02        0.227125E+01        0.132458E+01        0.493000E+00        0.121833E-01        0.814042E+00        0.568042E-02        0.450875E-03        0.159000E+00        0.159000E+00        0.325083E-10        0.183500E-02        0.362167E-04        0.187000E-02        0.121000E+01
  20180408        0.739958E+01        0.150000E+01        0.273167E-01        0.584208E+01        0.263792E-01        0.278583E-02        0.923250E+00        0.821833E+00        0.101083E+00        0.921625E-02        0.178708E-03        0.939500E-02        0.350667E+01        0.607875E+01        0.101000E+01        0.153167E-01        0.503083E+01        0.208500E-01        0.233875E-02        0.764792E+00        0.663292E+00        0.101083E+00        0.738750E-02        0.143208E-03        0.753083E-02        0.228958E+01        0.132000E+01        0.492042E+00        0.119917E-01        0.811250E+00        0.552958E-02        0.448083E-03        0.158542E+00        0.158542E+00        0.328333E-10        0.183000E-02        0.355375E-04        0.186375E-02        0.121833E+01
