 Simulation_Period = 20180101 -- 20181231                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
       Day               kPOC1               kPOC2                kMOC                kDOC                kMBa             kMBa_in                kMBd             kMBd_in                 kMB              kMB_in                 phi     Active_Fraction                 CUE       Balance_Error              TOCbeg              TOCend              TOCinp              TOCout                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
  20180330        0.650708E-04        0.748000E-03        0.163000E-03        0.434500E+00        0.144000E-02        0.157542E-02        0.488750E-04        0.741750E-12        0.127500E-02        0.139000E-02        0.467458E-02        0.886000E+00        0.837625E-01        0.286667E-16        0.855250E+01        0.855167E+01        0.000000E+00        0.964000E-03
  20180331        0.653125E-04        0.737875E-03        0.163750E-03        0.435958E+00        0.143042E-02        0.157000E-02        0.487125E-04        0.745083E-12        0.127000E-02        0.138833E-02        0.465500E-02        0.886958E+00        0.831500E-01        0.905458E-16        0.853000E+01        0.852917E+01        0.000000E+00        0.963250E-03
  20180401        0.655708E-04        0.728000E-03        0.164000E-03        0.437417E+00        0.143000E-02        0.156125E-02        0.485458E-04        0.748417E-12        0.127000E-02        0.138000E-02        0.463625E-02        0.887000E+00        0.825500E-01       -0.202583E-16        0.850750E+01        0.850625E+01        0.000000E+00        0.962583E-03
  20180402        0.658083E-04        0.718458E-03        0.164958E-03        0.438708E+00        0.142083E-02        0.155708E-02        0.483792E-04        0.751708E-12        0.126208E-02        0.137875E-02        0.461792E-02        0.887708E+00        0.819708E-01        0.705417E-16        0.848333E+01        0.848250E+01        0.000000E+00        0.961917E-03
  20180403        0.660625E-04        0.709250E-03        0.165167E-03        0.440292E+00        0.142000E-02        0.155000E-02        0.482292E-04        0.755000E-12        0.126000E-02        0.137000E-02        0.460000E-02        0.888000E+00        0.813750E-01       -0.194542E-16        0.846083E+01        0.846000E+01        0.000000E+00        0.961000E-03
  20180404        0.663000E-04        0.700208E-03        0.166000E-03        0.441583E+00        0.141250E-02        0.154375E-02        0.480625E-04        0.758292E-12        0.126000E-02        0.137000E-02        0.458250E-02        0.888375E+00        0.808000E-01        0.112712E-15        0.843792E+01        0.843708E+01        0.000000E+00        0.960333E-03
  20180405        0.665375E-04        0.691500E-03        0.166333E-03        0.443000E+00        0.141000E-02        0.154000E-02        0.479167E-04        0.761500E-12        0.125083E-02        0.136042E-02        0.456458E-02        0.889000E+00        0.802167E-01        0.192429E-15        0.841458E+01        0.841333E+01        0.000000E+00        0.959750E-03
  20180406        0.667833E-04        0.683000E-03        0.167000E-03        0.444417E+00        0.140458E-02        0.153042E-02        0.477542E-04        0.764708E-12        0.125000E-02        0.136000E-02        0.454667E-02        0.889000E+00        0.796417E-01       -0.405417E-16        0.839125E+01        0.839042E+01        0.000000E+00        0.959000E-03
  20180407        0.670083E-04        0.674833E-03        0.167500E-03        0.445667E+00        0.140000E-02        0.152792E-02        0.476083E-04        0.768000E-12        0.125000E-02        0.135250E-02        0.453000E-02        0.889958E+00        0.790667E-01       -0.477000E-16        0.836875E+01        0.836792E+01        0.000000E+00        0.958208E-03
  20180408        0.672417E-04        0.666833E-03        0.168000E-03        0.447167E+00        0.139750E-02        0.152000E-02        0.474583E-04        0.771208E-12        0.124042E-02        0.135000E-02        0.451417E-02        0.890000E+00        0.785042E-01       -0.111667E-15        0.834583E+01        0.834458E+01        0.000000E+00        0.957667E-03
  20180409        0.674792E-04        0.658875E-03        0.168625E-03        0.448458E+00        0.139000E-02        0.151542E-02        0.473167E-04        0.774417E-12        0.124000E-02        0.134500E-02        0.449583E-02        0.890500E+00        0.779375E-01        0.278333E-16        0.832208E+01        0.832125E+01        0.000000E+00        0.957000E-03
  20180410        0.677042E-04        0.651292E-03        0.169000E-03        0.449708E+00        0.139000E-02        0.151000E-02        0.471625E-04        0.777542E-12        0.124000E-02        0.134000E-02        0.448042E-02        0.891000E+00        0.773750E-01        0.228042E-16        0.829958E+01        0.829875E+01        0.000000E+00        0.956125E-03
  20180411        0.679292E-04        0.643833E-03        0.169708E-03        0.451125E+00        0.138083E-02        0.150375E-02        0.470333E-04        0.780708E-12        0.123125E-02        0.133833E-02        0.446417E-02        0.891000E+00        0.768125E-01        0.633500E-16        0.827708E+01        0.827583E+01        0.000000E+00        0.955583E-03
  20180412        0.681583E-04        0.636625E-03        0.170000E-03        0.452417E+00        0.138000E-02        0.150000E-02        0.468792E-04        0.783875E-12        0.123000E-02        0.133000E-02        0.444708E-02        0.891958E+00        0.762583E-01        0.673931E-16        0.825333E+01        0.825250E+01        0.000000E+00        0.955000E-03
  20180413        0.683792E-04        0.629583E-03        0.170792E-03        0.453667E+00        0.137500E-02        0.149208E-02        0.467458E-04        0.787042E-12        0.123000E-02        0.133000E-02        0.443208E-02        0.892000E+00        0.756958E-01        0.292458E-16        0.823083E+01        0.823000E+01        0.000000E+00        0.954042E-03
  20180414        0.686042E-04        0.622750E-03        0.171000E-03        0.455000E+00        0.137000E-02        0.149000E-02        0.466042E-04        0.790167E-12        0.122292E-02        0.132208E-02        0.441583E-02        0.892375E+00        0.751417E-01        0.716750E-16        0.820833E+01        0.820750E+01        0.000000E+00        0.953458E-03
  20180415        0.688208E-04        0.616042E-03        0.171833E-03        0.456333E+00        0.137000E-02        0.148083E-02        0.464625E-04        0.793250E-12        0.122000E-02        0.132000E-02        0.440042E-02        0.893000E+00        0.745875E-01        0.122708E-15        0.818542E+01        0.818417E+01        0.000000E+00        0.952875E-03
  20180416        0.690375E-04        0.609500E-03        0.172000E-03        0.457542E+00        0.136000E-02        0.148000E-02        0.463333E-04        0.796375E-12        0.122000E-02        0.131667E-02        0.438500E-02        0.893000E+00        0.740375E-01       -0.129471E-16        0.816208E+01        0.816125E+01        0.000000E+00        0.952000E-03
  20180417        0.692500E-04        0.603125E-03        0.172833E-03        0.458750E+00        0.136000E-02        0.147000E-02        0.461917E-04        0.799417E-12        0.121542E-02        0.131000E-02        0.436958E-02        0.893667E+00        0.734792E-01        0.756792E-16        0.813958E+01        0.813875E+01        0.000000E+00        0.951250E-03
  20180418        0.694667E-04        0.596875E-03        0.173000E-03        0.460083E+00        0.135542E-02        0.146958E-02        0.460583E-04        0.802500E-12        0.121000E-02        0.131000E-02        0.435458E-02        0.894000E+00        0.729375E-01       -0.161125E-16        0.811708E+01        0.811583E+01        0.000000E+00        0.950583E-03
  20180419        0.696792E-04        0.590750E-03        0.173833E-03        0.461333E+00        0.135000E-02        0.146000E-02        0.459333E-04        0.805542E-12        0.121000E-02        0.130125E-02        0.433917E-02        0.894000E+00        0.723792E-01        0.523333E-16        0.809333E+01        0.809250E+01        0.000000E+00        0.949875E-03
  20180420        0.698875E-04        0.584792E-03        0.174000E-03        0.462542E+00        0.135000E-02        0.145917E-02        0.457917E-04        0.808625E-12        0.120875E-02        0.130000E-02        0.432458E-02        0.894875E+00        0.718292E-01        0.871042E-16        0.807083E+01        0.807000E+01        0.000000E+00        0.949000E-03
  20180421        0.700958E-04        0.579042E-03        0.174792E-03        0.463708E+00        0.134125E-02        0.145000E-02        0.456625E-04        0.811625E-12        0.120000E-02        0.129625E-02        0.430917E-02        0.895000E+00        0.712792E-01       -0.205417E-16        0.804833E+01        0.804750E+01        0.000000E+00        0.948167E-03
  20180422        0.703000E-04        0.573375E-03        0.175000E-03        0.464917E+00        0.134000E-02        0.144917E-02        0.455375E-04        0.814625E-12        0.120000E-02        0.129000E-02        0.429458E-02        0.895000E+00        0.707292E-01       -0.758833E-16        0.802542E+01        0.802417E+01        0.000000E+00        0.947417E-03
  20180423        0.705042E-04        0.567792E-03        0.175708E-03        0.466208E+00        0.133750E-02        0.144000E-02        0.454042E-04        0.817625E-12        0.120000E-02        0.129000E-02        0.428000E-02        0.896000E+00        0.701792E-01        0.632083E-16        0.800250E+01        0.800167E+01        0.000000E+00        0.946667E-03
  20180424        0.707083E-04        0.562333E-03        0.176000E-03        0.467375E+00        0.133000E-02        0.143917E-02        0.452708E-04        0.820625E-12        0.119292E-02        0.128167E-02        0.426542E-02        0.896000E+00        0.696292E-01       -0.126307E-15        0.798000E+01        0.797917E+01        0.000000E+00        0.945833E-03
  20180425        0.709083E-04        0.557000E-03        0.176583E-03        0.468542E+00        0.133000E-02        0.143000E-02        0.451500E-04        0.823583E-12        0.119000E-02        0.128000E-02        0.425125E-02        0.896042E+00        0.690708E-01       -0.676750E-17        0.795750E+01        0.795667E+01        0.000000E+00        0.945000E-03
  20180426        0.711083E-04        0.551792E-03        0.177000E-03        0.469667E+00        0.132417E-02        0.143000E-02        0.450250E-04        0.826500E-12        0.119000E-02        0.127750E-02        0.423583E-02        0.897000E+00        0.685250E-01        0.641287E-16        0.793458E+01        0.793333E+01        0.000000E+00        0.944000E-03
  20180427        0.713042E-04        0.546667E-03        0.177417E-03        0.470792E+00        0.132000E-02        0.142000E-02        0.448875E-04        0.829458E-12        0.118750E-02        0.127000E-02        0.422292E-02        0.897000E+00        0.679708E-01        0.215417E-17        0.791167E+01        0.791083E+01        0.000000E+00        0.943125E-03
  20180428        0.715000E-04        0.541708E-03        0.178000E-03        0.472042E+00        0.132000E-02        0.142000E-02        0.447625E-04        0.832375E-12        0.118000E-02        0.127000E-02        0.420708E-02        0.897000E+00        0.674208E-01       -0.797333E-16        0.788958E+01        0.788875E+01        0.000000E+00        0.942250E-03
  20180429        0.716917E-04        0.536750E-03        0.178208E-03        0.473167E+00        0.131125E-02        0.141042E-02        0.446458E-04        0.835250E-12        0.118000E-02        0.126375E-02        0.419417E-02        0.897958E+00        0.668625E-01       -0.119863E-15        0.786708E+01        0.786625E+01        0.000000E+00        0.941333E-03
  20180430        0.718833E-04        0.531917E-03        0.179000E-03        0.474292E+00        0.131000E-02        0.141000E-02        0.445250E-04        0.838167E-12        0.118000E-02        0.126000E-02        0.417958E-02        0.898000E+00        0.663042E-01       -0.199375E-16        0.784417E+01        0.784292E+01        0.000000E+00        0.940417E-03
  20180501        0.720708E-04        0.527292E-03        0.179000E-03        0.475417E+00        0.130875E-02        0.140167E-02        0.443917E-04        0.841000E-12        0.117250E-02        0.126000E-02        0.416542E-02        0.898000E+00        0.657500E-01        0.775833E-17        0.782125E+01        0.782042E+01        0.000000E+00        0.939458E-03
  20180502        0.722625E-04        0.522667E-03        0.180000E-03        0.476500E+00        0.130000E-02        0.140000E-02        0.442667E-04        0.843917E-12        0.117000E-02        0.125000E-02        0.415208E-02        0.898750E+00        0.651917E-01       -0.207457E-15        0.779917E+01        0.779833E+01        0.000000E+00        0.938458E-03
  20180503        0.724500E-04        0.518125E-03        0.180000E-03        0.477583E+00        0.130000E-02        0.139292E-02        0.441500E-04        0.846750E-12        0.117000E-02        0.125000E-02        0.413667E-02        0.899000E+00        0.646375E-01        0.358017E-16        0.777708E+01        0.777583E+01        0.000000E+00        0.937458E-03
  20180504        0.726375E-04        0.513750E-03        0.180708E-03        0.478667E+00        0.129667E-02        0.139000E-02        0.440292E-04        0.849583E-12        0.116750E-02        0.124625E-02        0.412417E-02        0.899000E+00        0.640708E-01        0.165308E-15        0.775375E+01        0.775292E+01        0.000000E+00        0.936417E-03
  20180505        0.728208E-04        0.509333E-03        0.181000E-03        0.479750E+00        0.129000E-02        0.138417E-02        0.439083E-04        0.852375E-12        0.116000E-02        0.124000E-02        0.411000E-02        0.899458E+00        0.635125E-01       -0.138004E-15        0.773125E+01        0.773042E+01        0.000000E+00        0.935375E-03
  20180506        0.729958E-04        0.505083E-03        0.181375E-03        0.480833E+00        0.129000E-02        0.138000E-02        0.437792E-04        0.855167E-12        0.116000E-02        0.124000E-02        0.409583E-02        0.900000E+00        0.629458E-01       -0.437583E-16        0.770917E+01        0.770833E+01        0.000000E+00        0.934333E-03
  20180507        0.731750E-04        0.500875E-03        0.182000E-03        0.481875E+00        0.128500E-02        0.137583E-02        0.436625E-04        0.857958E-12        0.116000E-02        0.123292E-02        0.408333E-02        0.900000E+00        0.623833E-01       -0.747500E-16        0.768708E+01        0.768625E+01        0.000000E+00        0.933250E-03
  20180508        0.733542E-04        0.496750E-03        0.182000E-03        0.482917E+00        0.128000E-02        0.137000E-02        0.435458E-04        0.860750E-12        0.115333E-02        0.123000E-02        0.406833E-02        0.900000E+00        0.618167E-01       -0.101954E-15        0.766417E+01        0.766292E+01        0.000000E+00        0.932167E-03
  20180509        0.735375E-04        0.492667E-03        0.183000E-03        0.483958E+00        0.128000E-02        0.136750E-02        0.434292E-04        0.863458E-12        0.115000E-02        0.123000E-02        0.405500E-02        0.901000E+00        0.612500E-01        0.587667E-16        0.764208E+01        0.764125E+01        0.000000E+00        0.930958E-03
  20180510        0.737083E-04        0.488667E-03        0.183000E-03        0.485000E+00        0.127333E-02        0.136000E-02        0.433083E-04        0.866167E-12        0.115000E-02        0.122000E-02        0.404250E-02        0.901000E+00        0.606833E-01        0.165000E-16        0.761958E+01        0.761875E+01        0.000000E+00        0.929792E-03
  20180511        0.738750E-04        0.484833E-03        0.183542E-03        0.486042E+00        0.127000E-02        0.135958E-02        0.431792E-04        0.868958E-12        0.114917E-02        0.122000E-02        0.402750E-02        0.901000E+00        0.601125E-01        0.899375E-16        0.759792E+01        0.759708E+01        0.000000E+00        0.928667E-03
  20180512        0.740500E-04        0.480958E-03        0.184000E-03        0.487042E+00        0.127000E-02        0.135000E-02        0.430625E-04        0.871625E-12        0.114000E-02        0.121708E-02        0.401500E-02        0.901417E+00        0.595375E-01       -0.275625E-16        0.757500E+01        0.757375E+01        0.000000E+00        0.927500E-03
  20180513        0.742250E-04        0.477250E-03        0.184042E-03        0.488000E+00        0.126208E-02        0.135000E-02        0.429500E-04        0.874250E-12        0.114000E-02        0.121000E-02        0.400250E-02        0.902000E+00        0.589625E-01        0.551800E-16        0.755292E+01        0.755208E+01        0.000000E+00        0.926292E-03
  20180514        0.743833E-04        0.473500E-03        0.185000E-03        0.489000E+00        0.126000E-02        0.134167E-02        0.428333E-04        0.876958E-12        0.114000E-02        0.121000E-02        0.398750E-02        0.902000E+00        0.583875E-01        0.138296E-16        0.753042E+01        0.752958E+01        0.000000E+00        0.925042E-03
  20180515        0.745500E-04        0.469833E-03        0.185000E-03        0.490000E+00        0.126000E-02        0.134000E-02        0.427208E-04        0.879625E-12        0.113542E-02        0.120417E-02        0.397500E-02        0.902000E+00        0.578083E-01       -0.197071E-16        0.750875E+01        0.750792E+01        0.000000E+00        0.923708E-03
  20180516        0.747208E-04        0.466292E-03        0.185500E-03        0.490958E+00        0.125125E-02        0.133375E-02        0.425958E-04        0.882250E-12        0.113000E-02        0.120000E-02        0.396250E-02        0.902667E+00        0.572292E-01       -0.118375E-15        0.748667E+01        0.748542E+01        0.000000E+00        0.922500E-03
  20180517        0.748708E-04        0.462750E-03        0.186000E-03        0.491917E+00        0.125000E-02        0.133000E-02        0.424792E-04        0.884875E-12        0.113000E-02        0.120000E-02        0.394750E-02        0.903000E+00        0.566500E-01        0.178425E-15        0.746375E+01        0.746292E+01        0.000000E+00        0.921250E-03
  20180518        0.750417E-04        0.459250E-03        0.186000E-03        0.492875E+00        0.125000E-02        0.132625E-02        0.423625E-04        0.887458E-12        0.113000E-02        0.119167E-02        0.393500E-02        0.903000E+00        0.560625E-01        0.254042E-16        0.744208E+01        0.744125E+01        0.000000E+00        0.919833E-03
  20180519        0.751958E-04        0.455833E-03        0.186875E-03        0.493792E+00        0.124083E-02        0.132000E-02        0.422500E-04        0.890042E-12        0.112167E-02        0.119000E-02        0.392292E-02        0.903000E+00        0.554750E-01       -0.208347E-15        0.742000E+01        0.741917E+01        0.000000E+00        0.918542E-03
  20180520        0.753542E-04        0.452500E-03        0.187000E-03        0.494708E+00        0.124000E-02        0.131917E-02        0.421375E-04        0.892625E-12        0.112000E-02        0.118917E-02        0.390833E-02        0.903750E+00        0.548917E-01       -0.121625E-15        0.739792E+01        0.739708E+01        0.000000E+00        0.917250E-03
  20180521        0.755125E-04        0.449250E-03        0.187167E-03        0.495625E+00        0.124000E-02        0.131000E-02        0.420250E-04        0.895125E-12        0.112000E-02        0.118000E-02        0.389583E-02        0.904000E+00        0.543000E-01        0.172667E-16        0.737625E+01        0.737500E+01        0.000000E+00        0.915708E-03
  20180522        0.756583E-04        0.445917E-03        0.188000E-03        0.496500E+00        0.123042E-02        0.131000E-02        0.419125E-04        0.897708E-12        0.111833E-02        0.118000E-02        0.388333E-02        0.904000E+00        0.537000E-01        0.153163E-15        0.735375E+01        0.735292E+01        0.000000E+00        0.914417E-03
  20180523        0.758208E-04        0.442708E-03        0.188000E-03        0.497375E+00        0.123000E-02        0.130167E-02        0.417875E-04        0.900167E-12        0.111000E-02        0.117667E-02        0.387042E-02        0.904000E+00        0.531167E-01        0.626417E-16        0.733208E+01        0.733125E+01        0.000000E+00        0.912958E-03
  20180524        0.759625E-04        0.439583E-03        0.188375E-03        0.498250E+00        0.123000E-02        0.130000E-02        0.416750E-04        0.902708E-12        0.111000E-02        0.117000E-02        0.385667E-02        0.904625E+00        0.525250E-01        0.350542E-16        0.731042E+01        0.730958E+01        0.000000E+00        0.911500E-03
  20180525        0.761167E-04        0.436500E-03        0.189000E-03        0.499083E+00        0.122042E-02        0.129500E-02        0.415625E-04        0.905125E-12        0.111000E-02        0.117000E-02        0.384458E-02        0.905000E+00        0.519250E-01       -0.942917E-16        0.728875E+01        0.728792E+01        0.000000E+00        0.910042E-03
  20180526        0.762583E-04        0.433375E-03        0.189000E-03        0.500000E+00        0.122000E-02        0.129000E-02        0.414500E-04        0.907625E-12        0.110500E-02        0.116417E-02        0.383250E-02        0.905000E+00        0.513250E-01       -0.279054E-15        0.726708E+01        0.726625E+01        0.000000E+00        0.908542E-03
  20180527        0.764083E-04        0.430375E-03        0.189500E-03        0.500917E+00        0.122000E-02        0.128792E-02        0.413417E-04        0.910083E-12        0.110000E-02        0.116000E-02        0.381792E-02        0.905000E+00        0.507250E-01       -0.564958E-16        0.724500E+01        0.724375E+01        0.000000E+00        0.907042E-03
  20180528        0.765500E-04        0.427417E-03        0.190000E-03        0.501708E+00        0.121083E-02        0.128000E-02        0.412292E-04        0.912500E-12        0.110000E-02        0.116000E-02        0.380583E-02        0.905292E+00        0.501000E-01        0.699792E-17        0.722292E+01        0.722208E+01        0.000000E+00        0.905500E-03
  20180529        0.766875E-04        0.424500E-03        0.190000E-03        0.502500E+00        0.121000E-02        0.128000E-02        0.411167E-04        0.914917E-12        0.110000E-02        0.115208E-02        0.379375E-02        0.906000E+00        0.495000E-01        0.135375E-16        0.720125E+01        0.720042E+01        0.000000E+00        0.903958E-03
  20180530        0.768375E-04        0.421625E-03        0.190500E-03        0.503250E+00        0.121000E-02        0.127125E-02        0.410042E-04        0.917250E-12        0.109208E-02        0.115000E-02        0.378125E-02        0.906000E+00        0.489000E-01        0.507667E-16        0.717958E+01        0.717875E+01        0.000000E+00        0.902417E-03
  20180531        0.769625E-04        0.418792E-03        0.191000E-03        0.504000E+00        0.120125E-02        0.127000E-02        0.408875E-04        0.919667E-12        0.109000E-02        0.115000E-02        0.376750E-02        0.906000E+00        0.482792E-01        0.102929E-15        0.715792E+01        0.715708E+01        0.000000E+00        0.900708E-03
  20180601        0.771083E-04        0.415958E-03        0.191000E-03        0.505000E+00        0.120000E-02        0.126458E-02        0.407792E-04        0.922000E-12        0.109000E-02        0.114042E-02        0.375542E-02        0.906000E+00        0.476750E-01        0.412667E-16        0.713667E+01        0.713583E+01        0.000000E+00        0.899208E-03
  20180602        0.772417E-04        0.413167E-03        0.191417E-03        0.505750E+00        0.120000E-02        0.126000E-02        0.406667E-04        0.924250E-12        0.108917E-02        0.114000E-02        0.374333E-02        0.906708E+00        0.470500E-01       -0.352917E-17        0.711500E+01        0.711375E+01        0.000000E+00        0.897542E-03
  20180603        0.773667E-04        0.410500E-03        0.192000E-03        0.506458E+00        0.119208E-02        0.125833E-02        0.405583E-04        0.926667E-12        0.108000E-02        0.113833E-02        0.373042E-02        0.907000E+00        0.464333E-01        0.135233E-15        0.709292E+01        0.709208E+01        0.000000E+00        0.895917E-03
  20180604        0.775042E-04        0.407750E-03        0.192000E-03        0.507125E+00        0.119000E-02        0.125000E-02        0.404500E-04        0.928917E-12        0.108000E-02        0.113000E-02        0.371750E-02        0.907000E+00        0.458125E-01       -0.250375E-16        0.707167E+01        0.707083E+01        0.000000E+00        0.894292E-03
  20180605        0.776333E-04        0.405083E-03        0.192167E-03        0.508000E+00        0.119000E-02        0.125000E-02        0.403417E-04        0.931167E-12        0.108000E-02        0.113000E-02        0.370542E-02        0.907000E+00        0.451917E-01       -0.130829E-15        0.705042E+01        0.704958E+01        0.000000E+00        0.892542E-03
  20180606        0.777583E-04        0.402500E-03        0.193000E-03        0.508792E+00        0.118333E-02        0.124250E-02        0.402333E-04        0.933417E-12        0.107667E-02        0.112667E-02        0.369333E-02        0.907000E+00        0.445667E-01       -0.426667E-17        0.702875E+01        0.702792E+01        0.000000E+00        0.890833E-03
  20180607        0.778750E-04        0.399917E-03        0.193000E-03        0.509417E+00        0.118000E-02        0.124000E-02        0.401250E-04        0.935708E-12        0.107000E-02        0.112000E-02        0.368125E-02        0.907833E+00        0.439375E-01        0.839167E-16        0.700792E+01        0.700708E+01        0.000000E+00        0.889167E-03
  20180608        0.780125E-04        0.397333E-03        0.193000E-03        0.510000E+00        0.118000E-02        0.123625E-02        0.400167E-04        0.937875E-12        0.107000E-02        0.112000E-02        0.366792E-02        0.908000E+00        0.433083E-01       -0.383958E-16        0.698625E+01        0.698542E+01        0.000000E+00        0.887458E-03
  20180609        0.781333E-04        0.394875E-03        0.193792E-03        0.511000E+00        0.117500E-02        0.123000E-02        0.399083E-04        0.940042E-12        0.107000E-02        0.111542E-02        0.365583E-02        0.908000E+00        0.426792E-01        0.173596E-15        0.696500E+01        0.696375E+01        0.000000E+00        0.885583E-03
  20180610        0.782500E-04        0.392292E-03        0.194000E-03        0.511542E+00        0.117000E-02        0.123000E-02        0.397958E-04        0.942208E-12        0.106458E-02        0.111000E-02        0.364417E-02        0.908000E+00        0.420417E-01       -0.820917E-16        0.694375E+01        0.694292E+01        0.000000E+00        0.883833E-03
  20180611        0.783667E-04        0.389917E-03        0.194000E-03        0.512083E+00        0.117000E-02        0.122042E-02        0.396875E-04        0.944375E-12        0.106000E-02        0.111000E-02        0.363250E-02        0.908000E+00        0.414083E-01        0.198924E-15        0.692250E+01        0.692167E+01        0.000000E+00        0.882083E-03
  20180612        0.784792E-04        0.387500E-03        0.194250E-03        0.513000E+00        0.116667E-02        0.122000E-02        0.395833E-04        0.946583E-12        0.106000E-02        0.110375E-02        0.361917E-02        0.908667E+00        0.407708E-01        0.106250E-16        0.690125E+01        0.690042E+01        0.000000E+00        0.880292E-03
  20180613        0.786000E-04        0.385083E-03        0.195000E-03        0.513583E+00        0.116000E-02        0.121500E-02        0.394750E-04        0.948708E-12        0.106000E-02        0.110000E-02        0.360708E-02        0.909000E+00        0.401250E-01        0.765792E-16        0.688042E+01        0.687958E+01        0.000000E+00        0.878458E-03
  20180614        0.787167E-04        0.382750E-03        0.195000E-03        0.514042E+00        0.116000E-02        0.121000E-02        0.393708E-04        0.950792E-12        0.105250E-02        0.110000E-02        0.359542E-02        0.909000E+00        0.394875E-01       -0.343092E-16        0.685917E+01        0.685833E+01        0.000000E+00        0.876542E-03
  20180615        0.788292E-04        0.380333E-03        0.195000E-03        0.515000E+00        0.115875E-02        0.120958E-02        0.392625E-04        0.952833E-12        0.105000E-02        0.109292E-02        0.358375E-02        0.909000E+00        0.388417E-01       -0.213750E-16        0.683833E+01        0.683750E+01        0.000000E+00        0.874708E-03
  20180616        0.789375E-04        0.378042E-03        0.195500E-03        0.515458E+00        0.115000E-02        0.120000E-02        0.391583E-04        0.954917E-12        0.105000E-02        0.109000E-02        0.357208E-02        0.909000E+00        0.381958E-01        0.683054E-16        0.681750E+01        0.681667E+01        0.000000E+00        0.872833E-03
  20180617        0.790417E-04        0.375792E-03        0.196000E-03        0.516000E+00        0.115000E-02        0.120000E-02        0.390542E-04        0.956958E-12        0.105000E-02        0.109000E-02        0.355917E-02        0.909083E+00        0.375417E-01       -0.695833E-18        0.679667E+01        0.679583E+01        0.000000E+00        0.870958E-03
  20180618        0.791500E-04        0.373542E-03        0.196000E-03        0.516833E+00        0.115000E-02        0.119417E-02        0.389458E-04        0.959000E-12        0.104083E-02        0.108167E-02        0.354708E-02        0.910000E+00        0.368917E-01       -0.331333E-16        0.677583E+01        0.677458E+01        0.000000E+00        0.869042E-03
  20180619        0.792542E-04        0.371292E-03        0.196000E-03        0.517125E+00        0.114125E-02        0.119000E-02        0.388417E-04        0.961000E-12        0.104000E-02        0.108000E-02        0.353542E-02        0.910000E+00        0.362417E-01        0.338542E-16        0.675458E+01        0.675375E+01        0.000000E+00        0.867125E-03
  20180620        0.793542E-04        0.369125E-03        0.196500E-03        0.518000E+00        0.114000E-02        0.118917E-02        0.387375E-04        0.962917E-12        0.104000E-02        0.108000E-02        0.352375E-02        0.910000E+00        0.355792E-01       -0.727375E-16        0.673375E+01        0.673292E+01        0.000000E+00        0.865167E-03
  20180621        0.794583E-04        0.366958E-03        0.197000E-03        0.518375E+00        0.114000E-02        0.118000E-02        0.386333E-04        0.964917E-12        0.103958E-02        0.107083E-02        0.351250E-02        0.910000E+00        0.349208E-01        0.547083E-16        0.671292E+01        0.671208E+01        0.000000E+00        0.863250E-03
  20180622        0.795542E-04        0.364792E-03        0.197000E-03        0.519000E+00        0.113417E-02        0.118000E-02        0.385333E-04        0.966833E-12        0.103000E-02        0.107000E-02        0.350042E-02        0.910000E+00        0.342625E-01       -0.307583E-16        0.669250E+01        0.669167E+01        0.000000E+00        0.861250E-03
  20180623        0.796542E-04        0.362667E-03        0.197000E-03        0.519583E+00        0.113000E-02        0.117458E-02        0.384292E-04        0.968750E-12        0.103000E-02        0.107000E-02        0.348792E-02        0.910042E+00        0.335958E-01        0.153208E-16        0.667167E+01        0.667083E+01        0.000000E+00        0.859250E-03
  20180624        0.797500E-04        0.360583E-03        0.197167E-03        0.520000E+00        0.113000E-02        0.117000E-02        0.383250E-04        0.970625E-12        0.103000E-02        0.106042E-02        0.347667E-02        0.911000E+00        0.329333E-01        0.535833E-17        0.665125E+01        0.665042E+01        0.000000E+00        0.857250E-03
  20180625        0.798417E-04        0.358458E-03        0.198000E-03        0.520708E+00        0.112708E-02        0.117000E-02        0.382208E-04        0.972542E-12        0.102833E-02        0.106000E-02        0.346500E-02        0.911000E+00        0.322667E-01       -0.122385E-15        0.663083E+01        0.663000E+01        0.000000E+00        0.855250E-03
  20180626        0.799333E-04        0.356417E-03        0.198000E-03        0.521000E+00        0.112000E-02        0.116000E-02        0.381208E-04        0.974458E-12        0.102000E-02        0.106000E-02        0.345375E-02        0.911000E+00        0.315958E-01        0.860321E-16        0.661000E+01        0.660917E+01        0.000000E+00        0.853208E-03
  20180627        0.800208E-04        0.354417E-03        0.198000E-03        0.521792E+00        0.112000E-02        0.116000E-02        0.380167E-04        0.976292E-12        0.102000E-02        0.105000E-02        0.344250E-02        0.911000E+00        0.309208E-01        0.109977E-15        0.658958E+01        0.658875E+01        0.000000E+00        0.851167E-03
  20180628        0.801083E-04        0.352417E-03        0.198000E-03        0.522000E+00        0.112000E-02        0.115542E-02        0.379167E-04        0.978042E-12        0.102000E-02        0.105000E-02        0.343042E-02        0.911000E+00        0.302458E-01       -0.133608E-15        0.656917E+01        0.656833E+01        0.000000E+00        0.849125E-03
