 Simulation_Period = 20090901 -- 20170831                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
       Day                TM_C               TOM_C               SOM_C              POM1_C              POM2_C               MOM_C               QOM_C               DOM_C                MB_C               MBA_C               MBD_C               ENZ_C             ENZP1_C             ENZP2_C              ENZM_C            TM_err_C                 CO2               Nmine                 NH4                 NO3                TM_N               TOM_N               SOM_N              POM1_N              POM2_N               MOM_N               QOM_N               DOM_N                MB_N               MBA_N               MBD_N               ENZ_N             ENZP1_N             ENZP2_N              ENZM_N            TM_err_N               TM_CN              TOM_CN              SOM_CN             POM1_CN             POM2_CN              MOM_CN              QOM_CN              DOM_CN               MB_CN              MBA_CN              MBD_CN              ENZ_CN            ENZP1_CN            ENZP2_CN             ENZM_CN           TM_err_CN                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
  20111005        0.145249E+01        0.145249E+01        0.143648E+01        0.479712E+00        0.250563E+00        0.698177E+00        0.802375E-02        0.671801E-03        0.151552E-01        0.758364E-03        0.143968E-01        0.186674E-03        0.367595E-04        0.175963E-04        0.132317E-03        0.128980E-16        0.114284E+01        0.000000E+00        0.000000E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20111006        0.145255E+01        0.145255E+01        0.143655E+01        0.479772E+00        0.250601E+00        0.698167E+00        0.800702E-02        0.638738E-03        0.151786E-01        0.770590E-03        0.144080E-01        0.186299E-03        0.366811E-04        0.175599E-04        0.132058E-03        0.174090E-17        0.114398E+01        0.000000E+00        0.000000E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20111007        0.145259E+01        0.145259E+01        0.143658E+01        0.479832E+00        0.250644E+00        0.698157E+00        0.794934E-02        0.619398E-03        0.152043E-01        0.783965E-03        0.144203E-01        0.185931E-03        0.366038E-04        0.175240E-04        0.131803E-03        0.174418E-16        0.114514E+01        0.000000E+00        0.000000E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20111008        0.145265E+01        0.145265E+01        0.143661E+01        0.479889E+00        0.250660E+00        0.698148E+00        0.791345E-02        0.635671E-03        0.152151E-01        0.783457E-03        0.144316E-01        0.185560E-03        0.365261E-04        0.174878E-04        0.131546E-03        0.867350E-18        0.114625E+01        0.000000E+00        0.000000E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20111009        0.145277E+01        0.145277E+01        0.143667E+01        0.479943E+00        0.250638E+00        0.698140E+00        0.794850E-02        0.716575E-03        0.152020E-01        0.761781E-03        0.144402E-01        0.185178E-03        0.364467E-04        0.174508E-04        0.131280E-03        0.449073E-17        0.114725E+01        0.000000E+00        0.000000E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20111010        0.145296E+01        0.145296E+01        0.143680E+01        0.479997E+00        0.250598E+00        0.698133E+00        0.807568E-02        0.783788E-03        0.151874E-01        0.741236E-03        0.144461E-01        0.184786E-03        0.363656E-04        0.174129E-04        0.131008E-03       -0.234435E-17        0.114819E+01        0.000000E+00        0.000000E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20111011        0.145314E+01        0.145314E+01        0.143696E+01        0.480051E+00        0.250557E+00        0.698125E+00        0.823049E-02        0.805045E-03        0.151866E-01        0.735151E-03        0.144514E-01        0.184393E-03        0.362844E-04        0.173749E-04        0.130734E-03        0.177694E-16        0.114913E+01        0.000000E+00        0.000000E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20111012        0.145329E+01        0.145329E+01        0.143711E+01        0.480105E+00        0.250520E+00        0.698118E+00        0.837223E-02        0.787930E-03        0.152015E-01        0.744769E-03        0.144567E-01        0.184004E-03        0.362038E-04        0.173372E-04        0.130463E-03        0.375793E-17        0.115011E+01        0.000000E+00        0.000000E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20111013        0.145345E+01        0.145345E+01        0.143725E+01        0.480159E+00        0.250479E+00        0.698110E+00        0.849892E-02        0.799470E-03        0.152157E-01        0.753793E-03        0.144619E-01        0.183616E-03        0.361236E-04        0.172997E-04        0.130193E-03        0.955023E-17        0.115107E+01        0.000000E+00        0.000000E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20111014        0.145363E+01        0.145363E+01        0.143739E+01        0.480213E+00        0.250427E+00        0.698103E+00        0.865050E-02        0.825726E-03        0.152268E-01        0.760631E-03        0.144661E-01        0.183227E-03        0.360432E-04        0.172621E-04        0.129922E-03        0.266165E-16        0.115201E+01        0.000000E+00        0.000000E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20111015        0.145379E+01        0.145379E+01        0.143754E+01        0.480267E+00        0.250375E+00        0.698096E+00        0.880253E-02        0.820179E-03        0.152484E-01        0.778215E-03        0.144702E-01        0.182841E-03        0.359633E-04        0.172247E-04        0.129653E-03        0.705809E-17        0.115298E+01        0.000000E+00        0.000000E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20111016        0.145409E+01        0.145409E+01        0.143777E+01        0.480335E+00        0.250400E+00        0.698089E+00        0.894220E-02        0.855683E-03        0.152884E-01        0.813951E-03        0.144745E-01        0.182462E-03        0.358847E-04        0.171880E-04        0.129389E-03        0.120191E-16        0.115400E+01        0.000000E+00        0.000000E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20111017        0.145449E+01        0.145449E+01        0.143809E+01        0.480415E+00        0.250493E+00        0.698081E+00        0.909951E-02        0.868020E-03        0.153495E-01        0.870622E-03        0.144789E-01        0.182093E-03        0.358076E-04        0.171520E-04        0.129133E-03        0.227671E-16        0.115511E+01        0.000000E+00        0.000000E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20111018        0.145490E+01        0.145490E+01        0.143841E+01        0.480495E+00        0.250568E+00        0.698075E+00        0.927394E-02        0.908477E-03        0.153970E-01        0.914425E-03        0.144826E-01        0.181727E-03        0.357312E-04        0.171165E-04        0.128879E-03        0.380035E-17        0.115620E+01        0.000000E+00        0.000000E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20111019        0.145536E+01        0.145536E+01        0.143877E+01        0.480576E+00        0.250620E+00        0.698069E+00        0.950953E-02        0.968901E-03        0.154323E-01        0.947354E-03        0.144850E-01        0.181359E-03        0.356547E-04        0.170808E-04        0.128624E-03        0.230559E-16        0.115724E+01        0.000000E+00        0.000000E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20111020        0.145580E+01        0.145580E+01        0.143916E+01        0.480656E+00        0.250661E+00        0.698064E+00        0.977499E-02        0.989244E-03        0.154787E-01        0.992189E-03        0.144865E-01        0.180995E-03        0.355786E-04        0.170454E-04        0.128371E-03       -0.981731E-17        0.115830E+01        0.000000E+00        0.000000E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20111021        0.145618E+01        0.145618E+01        0.143951E+01        0.480736E+00        0.250704E+00        0.698059E+00        0.100120E-01        0.939150E-03        0.155524E-01        0.106435E-02        0.144881E-01        0.180641E-03        0.355044E-04        0.170108E-04        0.128126E-03        0.355805E-16        0.115942E+01        0.000000E+00        0.000000E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20111022        0.145643E+01        0.145643E+01        0.143977E+01        0.480816E+00        0.250757E+00        0.698054E+00        0.101450E-01        0.810794E-03        0.156661E-01        0.117552E-02        0.144906E-01        0.180308E-03        0.354335E-04        0.169781E-04        0.127896E-03        0.159764E-16        0.116068E+01        0.000000E+00        0.000000E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20111023        0.145656E+01        0.145656E+01        0.143990E+01        0.480896E+00        0.250819E+00        0.698047E+00        0.101391E-01        0.676354E-03        0.158060E-01        0.131123E-02        0.144948E-01        0.179999E-03        0.353668E-04        0.169475E-04        0.127685E-03        0.258746E-16        0.116205E+01        0.000000E+00        0.000000E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20111024        0.145652E+01        0.145652E+01        0.143986E+01        0.480966E+00        0.250829E+00        0.698041E+00        0.100203E-01        0.540154E-03        0.159474E-01        0.144693E-02        0.145005E-01        0.179714E-03        0.353041E-04        0.169190E-04        0.127491E-03       -0.348360E-17        0.116345E+01        0.000000E+00        0.000000E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20111025        0.145635E+01        0.145635E+01        0.143965E+01        0.481026E+00        0.250797E+00        0.698034E+00        0.979528E-02        0.434341E-03        0.160842E-01        0.157617E-02        0.145081E-01        0.179455E-03        0.352456E-04        0.168927E-04        0.127317E-03       -0.171869E-16        0.116485E+01        0.000000E+00        0.000000E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20111026        0.145618E+01        0.145618E+01        0.143940E+01        0.481087E+00        0.250768E+00        0.698027E+00        0.951324E-02        0.384264E-03        0.162207E-01        0.170396E-02        0.145168E-01        0.179219E-03        0.351911E-04        0.168684E-04        0.127159E-03       -0.277245E-16        0.116625E+01        0.000000E+00        0.000000E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20111027        0.145609E+01        0.145609E+01        0.143915E+01        0.481147E+00        0.250712E+00        0.698022E+00        0.927159E-02        0.418283E-03        0.163401E-01        0.181630E-02        0.145238E-01        0.178984E-03        0.351368E-04        0.168442E-04        0.127003E-03       -0.208906E-16        0.116757E+01        0.000000E+00        0.000000E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20111028        0.145601E+01        0.145601E+01        0.143895E+01        0.481208E+00        0.250631E+00        0.698018E+00        0.909146E-02        0.409238E-03        0.164727E-01        0.194430E-02        0.145284E-01        0.178749E-03        0.350826E-04        0.168201E-04        0.126846E-03       -0.155990E-16        0.116888E+01        0.000000E+00        0.000000E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20111029        0.145591E+01        0.145591E+01        0.143873E+01        0.481268E+00        0.250543E+00        0.698014E+00        0.890650E-02        0.383073E-03        0.166202E-01        0.208775E-02        0.145325E-01        0.178529E-03        0.350309E-04        0.167972E-04        0.126701E-03       -0.193662E-16        0.117020E+01        0.000000E+00        0.000000E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20111030        0.145579E+01        0.145579E+01        0.143850E+01        0.481329E+00        0.250458E+00        0.698010E+00        0.869842E-02        0.329134E-03        0.167871E-01        0.225047E-02        0.145367E-01        0.178333E-03        0.349831E-04        0.167763E-04        0.126573E-03       -0.117032E-16        0.117155E+01        0.000000E+00        0.000000E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20111031        0.145566E+01        0.145566E+01        0.143823E+01        0.481390E+00        0.250379E+00        0.698006E+00        0.845298E-02        0.287667E-03        0.169642E-01        0.242270E-02        0.145415E-01        0.178164E-03        0.349400E-04        0.167579E-04        0.126466E-03       -0.185127E-16        0.117292E+01        0.000000E+00        0.000000E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20111101        0.145539E+01        0.145539E+01        0.143786E+01        0.481439E+00        0.250252E+00        0.698001E+00        0.816766E-02        0.214333E-03        0.171392E-01        0.259189E-02        0.145473E-01        0.178030E-03        0.349026E-04        0.167424E-04        0.126385E-03        0.104396E-16        0.117425E+01        0.000000E+00        0.000000E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20111102        0.145507E+01        0.145507E+01        0.143740E+01        0.481478E+00        0.250076E+00        0.697997E+00        0.785354E-02        0.193637E-03        0.172926E-01        0.273882E-02        0.145537E-01        0.177923E-03        0.348700E-04        0.167293E-04        0.126324E-03        0.936618E-17        0.117550E+01        0.000000E+00        0.000000E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20111103        0.145479E+01        0.145479E+01        0.143696E+01        0.481518E+00        0.249880E+00        0.697993E+00        0.757197E-02        0.201881E-03        0.174485E-01        0.289001E-02        0.145585E-01        0.177818E-03        0.348376E-04        0.167163E-04        0.126264E-03       -0.397510E-17        0.117670E+01        0.000000E+00        0.000000E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20111104        0.145452E+01        0.145452E+01        0.143653E+01        0.481557E+00        0.249663E+00        0.697990E+00        0.732319E-02        0.192946E-03        0.176187E-01        0.305725E-02        0.145614E-01        0.177715E-03        0.348055E-04        0.167035E-04        0.126206E-03        0.166834E-16        0.117789E+01        0.000000E+00        0.000000E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
