 Simulation_Period = 20090901 -- 20170831                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
       Day                fINP                 VP1                 VP2                  VM                 KP1                 KP2                  KM                Qmax                 Kba                Kdes                Kads                rEP1                rEP2                 rEM                 pEP                 pEM                  fD                  gD                  Vg               alpha                  Vm                  KD                  Yg                 Q10               gamma               rMORT                beta             Vm_dorm               VmA2D               VmD2A             SWP_A2D                 tau             SWP_D2A               wdorm             VNup_MB          VNup_PLANT            KsNH4_MB            KsNO3_MB         KsNH4_PLANT         KsNO3_PLANT                Vnit              Vdenit                 YgN                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
  20111230        0.440000E+00        0.439255E+01        0.405121E+02        0.203296E+02        0.715242E+02        0.715242E+01        0.715242E+03        0.250000E+01        0.600000E+01        0.479866E-02        0.340443E-01        0.116710E-03        0.116710E-03        0.116710E-03        0.112179E-02        0.332897E-02        0.898618E+00        0.999207E+00        0.168696E-01        0.499851E-01        0.120007E-02        0.401945E-03        0.274358E+00        0.139388E+01        0.144440E+02        0.179751E-01        0.972940E-02        0.145990E-04        0.995296E-03        0.963692E-06        0.334788E-01        0.250000E+00        0.836969E-02        0.400000E+01        0.295716E-01        0.000000E+00        0.715242E-04        0.715242E-04        0.000000E+00        0.000000E+00        0.581300E-02        0.000000E+00        0.100000E+01
  20111231        0.440000E+00        0.434444E+01        0.402243E+02        0.201291E+02        0.708928E+02        0.708928E+01        0.708928E+03        0.250000E+01        0.600000E+01        0.477038E-02        0.339940E-01        0.116710E-03        0.116710E-03        0.116710E-03        0.112179E-02        0.332897E-02        0.898618E+00        0.999207E+00        0.166368E-01        0.499851E-01        0.119300E-02        0.398396E-03        0.274560E+00        0.139388E+01        0.144440E+02        0.182691E-01        0.972940E-02        0.145990E-04        0.100561E-02        0.867715E-06        0.334788E-01        0.250000E+00        0.836969E-02        0.400000E+01        0.291637E-01        0.000000E+00        0.708928E-04        0.708928E-04        0.000000E+00        0.000000E+00        0.563750E-02        0.000000E+00        0.100000E+01
  20120101        0.440000E+00        0.389483E+01        0.381180E+02        0.183993E+02        0.631303E+02        0.631303E+01        0.631303E+03        0.250000E+01        0.600000E+01        0.441547E-02        0.333433E-01        0.116710E-03        0.116710E-03        0.116710E-03        0.112179E-02        0.332897E-02        0.898618E+00        0.999207E+00        0.138729E-01        0.499851E-01        0.110424E-02        0.354774E-03        0.277188E+00        0.139388E+01        0.144440E+02        0.185866E-01        0.972940E-02        0.145990E-04        0.946976E-03        0.715862E-06        0.334788E-01        0.250000E+00        0.836969E-02        0.400000E+01        0.243186E-01        0.000000E+00        0.631303E-04        0.631303E-04        0.000000E+00        0.000000E+00        0.461010E-02        0.000000E+00        0.100000E+01
  20120102        0.440000E+00        0.423170E+01        0.395564E+02        0.196602E+02        0.693656E+02        0.693656E+01        0.693656E+03        0.250000E+01        0.600000E+01        0.470162E-02        0.338709E-01        0.116710E-03        0.116710E-03        0.116710E-03        0.112179E-02        0.332897E-02        0.898618E+00        0.999207E+00        0.160788E-01        0.499851E-01        0.117580E-02        0.389814E-03        0.275058E+00        0.139388E+01        0.144440E+02        0.188481E-01        0.972940E-02        0.145990E-04        0.102253E-02        0.688045E-06        0.334788E-01        0.250000E+00        0.836969E-02        0.400000E+01        0.281854E-01        0.000000E+00        0.693656E-04        0.693656E-04        0.000000E+00        0.000000E+00        0.525104E-02        0.000000E+00        0.100000E+01
  20120103        0.440000E+00        0.401034E+01        0.384851E+02        0.188003E+02        0.656241E+02        0.656241E+01        0.656241E+03        0.250000E+01        0.600000E+01        0.453099E-02        0.335593E-01        0.116710E-03        0.116710E-03        0.116710E-03        0.112179E-02        0.332897E-02        0.898618E+00        0.999207E+00        0.147410E-01        0.499851E-01        0.113313E-02        0.368788E-03        0.276316E+00        0.139388E+01        0.144440E+02        0.190944E-01        0.972940E-02        0.145990E-04        0.998297E-03        0.597512E-06        0.334788E-01        0.250000E+00        0.836969E-02        0.400000E+01        0.258403E-01        0.000000E+00        0.656241E-04        0.656241E-04        0.000000E+00        0.000000E+00        0.472970E-02        0.000000E+00        0.100000E+01
  20120104        0.440000E+00        0.396698E+01        0.381924E+02        0.186106E+02        0.650954E+02        0.650954E+01        0.650954E+03        0.250000E+01        0.600000E+01        0.450662E-02        0.335141E-01        0.116710E-03        0.116710E-03        0.116710E-03        0.112179E-02        0.332897E-02        0.898618E+00        0.999207E+00        0.145554E-01        0.499851E-01        0.112704E-02        0.365817E-03        0.276498E+00        0.139388E+01        0.144440E+02        0.193573E-01        0.972940E-02        0.145990E-04        0.100660E-02        0.526499E-06        0.334788E-01        0.250000E+00        0.836969E-02        0.400000E+01        0.255149E-01        0.000000E+00        0.650954E-04        0.650954E-04        0.000000E+00        0.000000E+00        0.457485E-02        0.000000E+00        0.100000E+01
  20120105        0.440000E+00        0.409782E+01        0.386933E+02        0.190845E+02        0.676845E+02        0.676845E+01        0.676845E+03        0.250000E+01        0.600000E+01        0.462534E-02        0.337327E-01        0.116710E-03        0.116710E-03        0.116710E-03        0.112179E-02        0.332897E-02        0.898618E+00        0.999207E+00        0.154725E-01        0.499851E-01        0.115673E-02        0.380366E-03        0.275616E+00        0.139388E+01        0.144440E+02        0.195713E-01        0.972940E-02        0.145990E-04        0.104454E-02        0.485081E-06        0.334788E-01        0.250000E+00        0.836969E-02        0.400000E+01        0.271226E-01        0.000000E+00        0.676845E-04        0.676845E-04        0.000000E+00        0.000000E+00        0.477449E-02        0.000000E+00        0.100000E+01
  20120106        0.440000E+00        0.410987E+01        0.386565E+02        0.191062E+02        0.681395E+02        0.681395E+01        0.681395E+03        0.250000E+01        0.600000E+01        0.464605E-02        0.337704E-01        0.116710E-03        0.116710E-03        0.116710E-03        0.112179E-02        0.332897E-02        0.898618E+00        0.999207E+00        0.156358E-01        0.499851E-01        0.116190E-02        0.382924E-03        0.275463E+00        0.139388E+01        0.144440E+02        0.197708E-01        0.972940E-02        0.145990E-04        0.105991E-02        0.436575E-06        0.334788E-01        0.250000E+00        0.836969E-02        0.400000E+01        0.274088E-01        0.000000E+00        0.681395E-04        0.681395E-04        0.000000E+00        0.000000E+00        0.473530E-02        0.000000E+00        0.100000E+01
  20120107        0.440000E+00        0.425182E+01        0.391857E+02        0.196148E+02        0.709557E+02        0.709557E+01        0.709557E+03        0.250000E+01        0.600000E+01        0.477320E-02        0.339991E-01        0.116710E-03        0.116710E-03        0.116710E-03        0.112179E-02        0.332897E-02        0.898618E+00        0.999207E+00        0.166600E-01        0.499851E-01        0.119370E-02        0.398750E-03        0.274540E+00        0.139388E+01        0.144440E+02        0.199562E-01        0.972940E-02        0.145990E-04        0.109913E-02        0.401088E-06        0.334788E-01        0.250000E+00        0.836969E-02        0.400000E+01        0.292042E-01        0.000000E+00        0.709557E-04        0.709557E-04        0.000000E+00        0.000000E+00        0.495005E-02        0.000000E+00        0.100000E+01
  20120108        0.440000E+00        0.423387E+01        0.389965E+02        0.195174E+02        0.709242E+02        0.709242E+01        0.709242E+03        0.250000E+01        0.600000E+01        0.477179E-02        0.339966E-01        0.116710E-03        0.116710E-03        0.116710E-03        0.112179E-02        0.332897E-02        0.898618E+00        0.999207E+00        0.166484E-01        0.499851E-01        0.119335E-02        0.398573E-03        0.274550E+00        0.139388E+01        0.144440E+02        0.201512E-01        0.972940E-02        0.145990E-04        0.110954E-02        0.352005E-06        0.334788E-01        0.250000E+00        0.836969E-02        0.400000E+01        0.291839E-01        0.000000E+00        0.709242E-04        0.709242E-04        0.000000E+00        0.000000E+00        0.483763E-02        0.000000E+00        0.100000E+01
  20120109        0.440000E+00        0.430483E+01        0.392023E+02        0.197547E+02        0.724802E+02        0.724802E+01        0.724802E+03        0.250000E+01        0.600000E+01        0.484133E-02        0.341197E-01        0.116710E-03        0.116710E-03        0.116710E-03        0.112179E-02        0.332897E-02        0.898618E+00        0.999207E+00        0.172242E-01        0.499851E-01        0.121074E-02        0.407317E-03        0.274053E+00        0.139388E+01        0.144440E+02        0.203077E-01        0.972940E-02        0.145990E-04        0.113445E-02        0.317948E-06        0.334788E-01        0.250000E+00        0.836969E-02        0.400000E+01        0.301932E-01        0.000000E+00        0.724802E-04        0.724802E-04        0.000000E+00        0.000000E+00        0.490627E-02        0.000000E+00        0.100000E+01
  20120110        0.440000E+00        0.409267E+01        0.381779E+02        0.189328E+02        0.688729E+02        0.688729E+01        0.688729E+03        0.250000E+01        0.600000E+01        0.467933E-02        0.338307E-01        0.116710E-03        0.116710E-03        0.116710E-03        0.112179E-02        0.332897E-02        0.898618E+00        0.999207E+00        0.159003E-01        0.499851E-01        0.117023E-02        0.387045E-03        0.275220E+00        0.139388E+01        0.144440E+02        0.204517E-01        0.972940E-02        0.145990E-04        0.110427E-02        0.272987E-06        0.334788E-01        0.250000E+00        0.836969E-02        0.400000E+01        0.278724E-01        0.000000E+00        0.688729E-04        0.688729E-04        0.000000E+00        0.000000E+00        0.443807E-02        0.000000E+00        0.100000E+01
  20120111        0.440000E+00        0.405598E+01        0.378970E+02        0.187622E+02        0.685054E+02        0.685054E+01        0.685054E+03        0.250000E+01        0.600000E+01        0.466267E-02        0.338005E-01        0.116710E-03        0.116710E-03        0.116710E-03        0.112179E-02        0.332897E-02        0.898618E+00        0.999207E+00        0.157675E-01        0.499851E-01        0.116606E-02        0.384980E-03        0.275342E+00        0.139388E+01        0.144440E+02        0.206015E-01        0.972940E-02        0.145990E-04        0.110840E-02        0.236913E-06        0.334788E-01        0.250000E+00        0.836969E-02        0.400000E+01        0.276398E-01        0.000000E+00        0.685054E-04        0.685054E-04        0.000000E+00        0.000000E+00        0.429780E-02        0.000000E+00        0.100000E+01
  20120112        0.440000E+00        0.385856E+01        0.369110E+02        0.179887E+02        0.651247E+02        0.651247E+01        0.651247E+03        0.250000E+01        0.600000E+01        0.450798E-02        0.335166E-01        0.116710E-03        0.116710E-03        0.116710E-03        0.112179E-02        0.332897E-02        0.898618E+00        0.999207E+00        0.145656E-01        0.499851E-01        0.112737E-02        0.365981E-03        0.276488E+00        0.139388E+01        0.144440E+02        0.207206E-01        0.972940E-02        0.145990E-04        0.107782E-02        0.202451E-06        0.334788E-01        0.250000E+00        0.836969E-02        0.400000E+01        0.255329E-01        0.000000E+00        0.651247E-04        0.651247E-04        0.000000E+00        0.000000E+00        0.388676E-02        0.000000E+00        0.100000E+01
  20120113        0.440000E+00        0.338071E+01        0.345792E+02        0.161313E+02        0.564598E+02        0.564598E+01        0.564598E+03        0.250000E+01        0.600000E+01        0.409868E-02        0.327285E-01        0.116710E-03        0.116710E-03        0.116710E-03        0.112179E-02        0.332897E-02        0.898618E+00        0.999207E+00        0.116463E-01        0.499851E-01        0.102502E-02        0.317287E-03        0.279674E+00        0.139388E+01        0.144440E+02        0.208289E-01        0.972940E-02        0.145990E-04        0.985083E-03        0.162285E-06        0.334788E-01        0.250000E+00        0.836969E-02        0.400000E+01        0.204154E-01        0.000000E+00        0.564598E-04        0.564598E-04        0.000000E+00        0.000000E+00        0.304103E-02        0.000000E+00        0.100000E+01
  20120114        0.440000E+00        0.352558E+01        0.351633E+02        0.166616E+02        0.594313E+02        0.594313E+01        0.594313E+03        0.250000E+01        0.600000E+01        0.424126E-02        0.330095E-01        0.116710E-03        0.116710E-03        0.116710E-03        0.112179E-02        0.332897E-02        0.898618E+00        0.999207E+00        0.126207E-01        0.499851E-01        0.106067E-02        0.333986E-03        0.278538E+00        0.139388E+01        0.144440E+02        0.209273E-01        0.972940E-02        0.145990E-04        0.102416E-02        0.147670E-06        0.334788E-01        0.250000E+00        0.836969E-02        0.400000E+01        0.221236E-01        0.000000E+00        0.594313E-04        0.594313E-04        0.000000E+00        0.000000E+00        0.322319E-02        0.000000E+00        0.100000E+01
  20120115        0.440000E+00        0.371347E+01        0.359054E+02        0.173434E+02        0.632731E+02        0.632731E+01        0.632731E+03        0.250000E+01        0.600000E+01        0.442212E-02        0.333559E-01        0.116710E-03        0.116710E-03        0.116710E-03        0.112179E-02        0.332897E-02        0.898618E+00        0.999207E+00        0.139221E-01        0.499851E-01        0.110590E-02        0.355576E-03        0.277138E+00        0.139388E+01        0.144440E+02        0.210283E-01        0.972940E-02        0.145990E-04        0.107299E-02        0.132484E-06        0.334788E-01        0.250000E+00        0.836969E-02        0.400000E+01        0.244048E-01        0.000000E+00        0.632731E-04        0.632731E-04        0.000000E+00        0.000000E+00        0.346440E-02        0.000000E+00        0.100000E+01
  20120116        0.440000E+00        0.386614E+01        0.368370E+02        0.179876E+02        0.655357E+02        0.655357E+01        0.655357E+03        0.250000E+01        0.600000E+01        0.452692E-02        0.335518E-01        0.116710E-03        0.116710E-03        0.116710E-03        0.112179E-02        0.332897E-02        0.898618E+00        0.999207E+00        0.147099E-01        0.499851E-01        0.113211E-02        0.368291E-03        0.276346E+00        0.139388E+01        0.144440E+02        0.208289E-01        0.972940E-02        0.145990E-04        0.108801E-02        0.179241E-06        0.334788E-01        0.250000E+00        0.836969E-02        0.400000E+01        0.257858E-01        0.000000E+00        0.655357E-04        0.655357E-04        0.000000E+00        0.000000E+00        0.384100E-02        0.000000E+00        0.100000E+01
  20120117        0.440000E+00        0.454818E+01        0.399994E+02        0.205905E+02        0.775249E+02        0.775249E+01        0.775249E+03        0.250000E+01        0.600000E+01        0.506344E-02        0.345045E-01        0.116710E-03        0.116710E-03        0.116710E-03        0.112179E-02        0.332897E-02        0.898618E+00        0.999207E+00        0.191390E-01        0.499851E-01        0.126629E-02        0.435667E-03        0.272501E+00        0.139388E+01        0.144440E+02        0.206015E-01        0.972940E-02        0.145990E-04        0.120367E-02        0.257277E-06        0.334788E-01        0.250000E+00        0.836969E-02        0.400000E+01        0.335498E-01        0.000000E+00        0.775249E-04        0.775249E-04        0.000000E+00        0.000000E+00        0.521678E-02        0.000000E+00        0.100000E+01
  20120118        0.440000E+00        0.402188E+01        0.379516E+02        0.186900E+02        0.673524E+02        0.673524E+01        0.673524E+03        0.250000E+01        0.600000E+01        0.461020E-02        0.337050E-01        0.116710E-03        0.116710E-03        0.116710E-03        0.112179E-02        0.332897E-02        0.898618E+00        0.999207E+00        0.153537E-01        0.499851E-01        0.115294E-02        0.378500E-03        0.275727E+00        0.139388E+01        0.144440E+02        0.203290E-01        0.972940E-02        0.145990E-04        0.108143E-02        0.297731E-06        0.334788E-01        0.250000E+00        0.836969E-02        0.400000E+01        0.269144E-01        0.000000E+00        0.673524E-04        0.673524E-04        0.000000E+00        0.000000E+00        0.436091E-02        0.000000E+00        0.100000E+01
  20120119        0.440000E+00        0.382704E+01        0.372627E+02        0.180014E+02        0.633017E+02        0.633017E+01        0.633017E+03        0.250000E+01        0.600000E+01        0.442345E-02        0.333584E-01        0.116710E-03        0.116710E-03        0.116710E-03        0.112179E-02        0.332897E-02        0.898618E+00        0.999207E+00        0.139319E-01        0.499851E-01        0.110624E-02        0.355736E-03        0.277127E+00        0.139388E+01        0.144440E+02        0.200066E-01        0.972940E-02        0.145990E-04        0.102116E-02        0.359882E-06        0.334788E-01        0.250000E+00        0.836969E-02        0.400000E+01        0.244221E-01        0.000000E+00        0.633017E-04        0.633017E-04        0.000000E+00        0.000000E+00        0.411669E-02        0.000000E+00        0.100000E+01
  20120120        0.440000E+00        0.408092E+01        0.386053E+02        0.190172E+02        0.674127E+02        0.674127E+01        0.674127E+03        0.250000E+01        0.600000E+01        0.461295E-02        0.337101E-01        0.116710E-03        0.116710E-03        0.116710E-03        0.112179E-02        0.332897E-02        0.898618E+00        0.999207E+00        0.153753E-01        0.499851E-01        0.115363E-02        0.378839E-03        0.275707E+00        0.139388E+01        0.144440E+02        0.196007E-01        0.972940E-02        0.145990E-04        0.104331E-02        0.476306E-06        0.334788E-01        0.250000E+00        0.836969E-02        0.400000E+01        0.269522E-01        0.000000E+00        0.674127E-04        0.674127E-04        0.000000E+00        0.000000E+00        0.473190E-02        0.000000E+00        0.100000E+01
  20120121        0.440000E+00        0.417244E+01        0.391865E+02        0.194087E+02        0.685971E+02        0.685971E+01        0.685971E+03        0.250000E+01        0.600000E+01        0.466683E-02        0.338081E-01        0.116710E-03        0.116710E-03        0.116710E-03        0.112179E-02        0.332897E-02        0.898618E+00        0.999207E+00        0.158006E-01        0.499851E-01        0.116710E-02        0.385495E-03        0.275311E+00        0.139388E+01        0.144440E+02        0.191619E-01        0.972940E-02        0.145990E-04        0.103186E-02        0.597197E-06        0.334788E-01        0.250000E+00        0.836969E-02        0.400000E+01        0.276978E-01        0.000000E+00        0.685971E-04        0.685971E-04        0.000000E+00        0.000000E+00        0.504382E-02        0.000000E+00        0.100000E+01
  20120122        0.440000E+00        0.390113E+01        0.381248E+02        0.184180E+02        0.633017E+02        0.633017E+01        0.633017E+03        0.250000E+01        0.600000E+01        0.442345E-02        0.333584E-01        0.116710E-03        0.116710E-03        0.116710E-03        0.112179E-02        0.332897E-02        0.898618E+00        0.999207E+00        0.139319E-01        0.499851E-01        0.110624E-02        0.355736E-03        0.277127E+00        0.139388E+01        0.144440E+02        0.186629E-01        0.972940E-02        0.145990E-04        0.952581E-03        0.696591E-06        0.334788E-01        0.250000E+00        0.836969E-02        0.400000E+01        0.244221E-01        0.000000E+00        0.633017E-04        0.633017E-04        0.000000E+00        0.000000E+00        0.460692E-02        0.000000E+00        0.100000E+01
  20120123        0.440000E+00        0.432842E+01        0.401991E+02        0.200801E+02        0.704849E+02        0.704849E+01        0.704849E+03        0.250000E+01        0.600000E+01        0.475206E-02        0.339614E-01        0.116710E-03        0.116710E-03        0.116710E-03        0.112179E-02        0.332897E-02        0.898618E+00        0.999207E+00        0.164871E-01        0.499851E-01        0.118842E-02        0.396104E-03        0.274692E+00        0.139388E+01        0.144440E+02        0.181029E-01        0.972940E-02        0.145990E-04        0.992641E-03        0.914863E-06        0.334788E-01        0.250000E+00        0.836969E-02        0.400000E+01        0.289012E-01        0.000000E+00        0.704849E-04        0.704849E-04        0.000000E+00        0.000000E+00        0.564073E-02        0.000000E+00        0.100000E+01
  20120124        0.440000E+00        0.445512E+01        0.409133E+02        0.205968E+02        0.722562E+02        0.722562E+01        0.722562E+03        0.250000E+01        0.600000E+01        0.483134E-02        0.341021E-01        0.116710E-03        0.116710E-03        0.116710E-03        0.112179E-02        0.332897E-02        0.898618E+00        0.999207E+00        0.171408E-01        0.499851E-01        0.120824E-02        0.406058E-03        0.274124E+00        0.139388E+01        0.144440E+02        0.174366E-01        0.972940E-02        0.145990E-04        0.972057E-03        0.114569E-05        0.334788E-01        0.250000E+00        0.836969E-02        0.400000E+01        0.300472E-01        0.000000E+00        0.722562E-04        0.722562E-04        0.000000E+00        0.000000E+00        0.607479E-02        0.000000E+00        0.100000E+01
  20120125        0.440000E+00        0.444616E+01        0.410183E+02        0.205980E+02        0.716828E+02        0.716828E+01        0.716828E+03        0.250000E+01        0.600000E+01        0.480575E-02        0.340569E-01        0.116710E-03        0.116710E-03        0.116710E-03        0.112179E-02        0.332897E-02        0.898618E+00        0.999207E+00        0.169282E-01        0.499851E-01        0.120184E-02        0.402836E-03        0.274307E+00        0.139388E+01        0.144440E+02        0.167561E-01        0.972940E-02        0.145990E-04        0.929170E-03        0.137612E-05        0.334788E-01        0.250000E+00        0.836969E-02        0.400000E+01        0.296744E-01        0.000000E+00        0.716828E-04        0.716828E-04        0.000000E+00        0.000000E+00        0.619337E-02        0.000000E+00        0.100000E+01
  20120126        0.440000E+00        0.432532E+01        0.406228E+02        0.201733E+02        0.691805E+02        0.691805E+01        0.691805E+03        0.250000E+01        0.600000E+01        0.469325E-02        0.338558E-01        0.116710E-03        0.116710E-03        0.116710E-03        0.112179E-02        0.332897E-02        0.898618E+00        0.999207E+00        0.160116E-01        0.499851E-01        0.117371E-02        0.388774E-03        0.275119E+00        0.139388E+01        0.144440E+02        0.160243E-01        0.972940E-02        0.145990E-04        0.867787E-03        0.161406E-05        0.334788E-01        0.250000E+00        0.836969E-02        0.400000E+01        0.280677E-01        0.000000E+00        0.691805E-04        0.691805E-04        0.000000E+00        0.000000E+00        0.604146E-02        0.000000E+00        0.100000E+01
  20120127        0.440000E+00        0.432218E+01        0.407345E+02        0.201895E+02        0.687502E+02        0.687502E+01        0.687502E+03        0.250000E+01        0.600000E+01        0.467377E-02        0.338206E-01        0.116710E-03        0.116710E-03        0.116710E-03        0.112179E-02        0.332897E-02        0.898618E+00        0.999207E+00        0.158559E-01        0.499851E-01        0.116884E-02        0.386356E-03        0.275261E+00        0.139388E+01        0.144440E+02        0.152483E-01        0.972940E-02        0.145990E-04        0.822337E-03        0.192067E-05        0.334788E-01        0.250000E+00        0.836969E-02        0.400000E+01        0.277947E-01        0.000000E+00        0.687502E-04        0.687502E-04        0.000000E+00        0.000000E+00        0.616435E-02        0.000000E+00        0.100000E+01
  20120128        0.440000E+00        0.437318E+01        0.410867E+02        0.204094E+02        0.692421E+02        0.692421E+01        0.692421E+03        0.250000E+01        0.600000E+01        0.469604E-02        0.338608E-01        0.116710E-03        0.116710E-03        0.116710E-03        0.112179E-02        0.332897E-02        0.898618E+00        0.999207E+00        0.160340E-01        0.499851E-01        0.117441E-02        0.389120E-03        0.275098E+00        0.139388E+01        0.144440E+02        0.143779E-01        0.972940E-02        0.145990E-04        0.779089E-03        0.232314E-05        0.334788E-01        0.250000E+00        0.836969E-02        0.400000E+01        0.281069E-01        0.000000E+00        0.692421E-04        0.692421E-04        0.000000E+00        0.000000E+00        0.643040E-02        0.000000E+00        0.100000E+01
  20120129        0.440000E+00        0.425923E+01        0.406862E+02        0.199977E+02        0.669317E+02        0.669317E+01        0.669317E+03        0.250000E+01        0.600000E+01        0.459099E-02        0.336699E-01        0.116710E-03        0.116710E-03        0.116710E-03        0.112179E-02        0.332897E-02        0.898618E+00        0.999207E+00        0.152038E-01        0.499851E-01        0.114813E-02        0.376136E-03        0.275869E+00        0.139388E+01        0.144440E+02        0.135397E-01        0.972940E-02        0.145990E-04        0.717262E-03        0.268785E-05        0.334788E-01        0.250000E+00        0.836969E-02        0.400000E+01        0.266516E-01        0.000000E+00        0.669317E-04        0.669317E-04        0.000000E+00        0.000000E+00        0.627163E-02        0.000000E+00        0.100000E+01
  20120130        0.440000E+00        0.422301E+01        0.406209E+02        0.198768E+02        0.659786E+02        0.659786E+01        0.659786E+03        0.250000E+01        0.600000E+01        0.454730E-02        0.335895E-01        0.116710E-03        0.116710E-03        0.116710E-03        0.112179E-02        0.332897E-02        0.898618E+00        0.999207E+00        0.148659E-01        0.499851E-01        0.113721E-02        0.370780E-03        0.276194E+00        0.139388E+01        0.144440E+02        0.126878E-01        0.972940E-02        0.145990E-04        0.665735E-03        0.313729E-05        0.334788E-01        0.250000E+00        0.836969E-02        0.400000E+01        0.260593E-01        0.000000E+00        0.659786E-04        0.659786E-04        0.000000E+00        0.000000E+00        0.630258E-02        0.000000E+00        0.100000E+01
  20120131        0.440000E+00        0.450828E+01        0.419824E+02        0.209738E+02        0.705162E+02        0.705162E+01        0.705162E+03        0.250000E+01        0.600000E+01        0.475347E-02        0.339639E-01        0.116710E-03        0.116710E-03        0.116710E-03        0.112179E-02        0.332897E-02        0.898618E+00        0.999207E+00        0.164986E-01        0.499851E-01        0.118877E-02        0.396280E-03        0.274682E+00        0.139388E+01        0.144440E+02        0.118330E-01        0.972940E-02        0.145990E-04        0.649036E-03        0.384909E-05        0.334788E-01        0.250000E+00        0.836969E-02        0.400000E+01        0.289213E-01        0.000000E+00        0.705162E-04        0.705162E-04        0.000000E+00        0.000000E+00        0.718377E-02        0.000000E+00        0.100000E+01
  20120201        0.440000E+00        0.495554E+01        0.439801E+02        0.226554E+02        0.776946E+02        0.776947E+01        0.776946E+03        0.250000E+01        0.600000E+01        0.507083E-02        0.345171E-01        0.116710E-03        0.116710E-03        0.116710E-03        0.112179E-02        0.332897E-02        0.898618E+00        0.999207E+00        0.192047E-01        0.499851E-01        0.126813E-02        0.436621E-03        0.272450E+00        0.139388E+01        0.144440E+02        0.109261E-01        0.972940E-02        0.145990E-04        0.639300E-03        0.485391E-05        0.334788E-01        0.250000E+00        0.836969E-02        0.400000E+01        0.336650E-01        0.000000E+00        0.776946E-04        0.776946E-04        0.000000E+00        0.000000E+00        0.859779E-02        0.000000E+00        0.100000E+01
  20120202        0.440000E+00        0.468010E+01        0.427899E+02        0.215866E+02        0.727370E+02        0.727370E+01        0.727370E+03        0.250000E+01        0.600000E+01        0.485275E-02        0.341399E-01        0.116710E-03        0.116710E-03        0.116710E-03        0.112179E-02        0.332897E-02        0.898618E+00        0.999207E+00        0.173199E-01        0.499851E-01        0.121360E-02        0.408760E-03        0.273972E+00        0.139388E+01        0.144440E+02        0.100981E-01        0.972940E-02        0.145990E-04        0.565443E-03        0.540983E-05        0.334788E-01        0.250000E+00        0.836969E-02        0.400000E+01        0.303610E-01        0.000000E+00        0.727370E-04        0.727370E-04        0.000000E+00        0.000000E+00        0.795239E-02        0.000000E+00        0.100000E+01
  20120203        0.440000E+00        0.464974E+01        0.426088E+02        0.214295E+02        0.720328E+02        0.720328E+01        0.720328E+03        0.250000E+01        0.600000E+01        0.482138E-02        0.340845E-01        0.116710E-03        0.116710E-03        0.116710E-03        0.112179E-02        0.332897E-02        0.898618E+00        0.999207E+00        0.170579E-01        0.499851E-01        0.120575E-02        0.404802E-03        0.274195E+00        0.139388E+01        0.144440E+02        0.929659E-02        0.972940E-02        0.145990E-04        0.517198E-03        0.623801E-05        0.334788E-01        0.250000E+00        0.836969E-02        0.400000E+01        0.299017E-01        0.000000E+00        0.720328E-04        0.720328E-04        0.000000E+00        0.000000E+00        0.802752E-02        0.000000E+00        0.100000E+01
  20120204        0.440000E+00        0.510217E+01        0.445153E+02        0.231074E+02        0.795822E+02        0.795822E+01        0.795822E+03        0.250000E+01        0.600000E+01        0.515263E-02        0.346555E-01        0.116710E-03        0.116710E-03        0.116710E-03        0.112179E-02        0.332897E-02        0.898618E+00        0.999207E+00        0.199407E-01        0.499851E-01        0.128859E-02        0.447228E-03        0.271892E+00        0.139388E+01        0.144440E+02        0.847509E-02        0.972940E-02        0.145990E-04        0.503888E-03        0.779134E-05        0.334788E-01        0.250000E+00        0.836969E-02        0.400000E+01        0.349551E-01        0.000000E+00        0.795822E-04        0.795822E-04        0.000000E+00        0.000000E+00        0.962895E-02        0.000000E+00        0.100000E+01
  20120205        0.440000E+00        0.445973E+01        0.417789E+02        0.207157E+02        0.688422E+02        0.688422E+01        0.688422E+03        0.250000E+01        0.600000E+01        0.467794E-02        0.338282E-01        0.116710E-03        0.116710E-03        0.116710E-03        0.112179E-02        0.332897E-02        0.898618E+00        0.999207E+00        0.158892E-01        0.499851E-01        0.116988E-02        0.386873E-03        0.275230E+00        0.139388E+01        0.144440E+02        0.774870E-02        0.972940E-02        0.145990E-04        0.418259E-03        0.815486E-05        0.334788E-01        0.250000E+00        0.836969E-02        0.400000E+01        0.278530E-01        0.000000E+00        0.688422E-04        0.688422E-04        0.000000E+00        0.000000E+00        0.785458E-02        0.000000E+00        0.100000E+01
