 Simulation_Period = 20180101 -- 20181231                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
       Day                 VP1                 VP2                  VM                 KP1                 KP2                  KM                Qmax                 Kba                Kdes                Kads                rEP1                rEP2                 rEM                 pEP                 pEM                  fD                  gD                  Vg               alpha                  Vm                  KD                  Yg                wdie               gamma               rMORT                beta             Vm_dorm               VmA2D               VmD2A             SWP_A2D                 tau             SWP_D2A               wdorm                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
  20180320        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180321        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180322        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180323        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180324        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180325        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180326        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180327        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180328        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180329        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180330        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180331        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180401        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180402        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180403        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180404        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180405        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180406        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180407        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180408        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180409        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180410        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180411        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180412        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180413        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180414        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180415        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180416        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180417        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180418        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180419        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180420        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180421        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180422        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180423        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180424        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180425        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180426        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180427        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180428        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180429        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180430        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180501        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180502        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180503        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180504        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180505        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180506        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180507        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
  20180508        0.665000E+00        0.241000E+02        0.902000E+01        0.123000E+03        0.738000E+01        0.605000E+03        0.250000E+01        0.600000E+01        0.689000E-02        0.373000E-01        0.100000E-01        0.100000E-01        0.100000E-01        0.131000E-01        0.131000E-01        0.500000E+00        0.500000E+00        0.691000E-01        0.133000E+00        0.881000E-02        0.615000E+00        0.232000E+00        0.318000-313        0.100000E+01        0.834000E-13        0.100000E-02        0.768000E-05        0.956000E-13        0.881000E-02        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01
