 Simulation_Period = 20180101 -- 20181231                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
       Day               kPOC1               kPOC2                kMOC                kDOC                kMBa             kMBa_in                kMBd             kMBd_in                 kMB              kMB_in                 phi     Active_Fraction                 CUE       Balance_Error              TOCbeg              TOCend              TOCinp              TOCout                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
  20180330        0.401917E-04        0.747500E-03        0.114208E-03        0.367208E+00        0.125000E-02        0.133000E-02        0.423917E-04        0.615042E-12        0.108000E-02        0.114625E-02        0.393792E-02        0.866000E+00        0.559333E-01       -0.883708E-17        0.816417E+01        0.816375E+01        0.000000E+00        0.686417E-03
  20180331        0.403042E-04        0.735708E-03        0.115000E-03        0.368000E+00        0.124208E-02        0.132125E-02        0.422542E-04        0.616875E-12        0.108000E-02        0.114000E-02        0.392375E-02        0.866000E+00        0.552417E-01       -0.116425E-15        0.814667E+01        0.814583E+01        0.000000E+00        0.685000E-03
  20180401        0.404042E-04        0.724500E-03        0.115000E-03        0.368792E+00        0.124000E-02        0.132000E-02        0.421292E-04        0.618625E-12        0.107667E-02        0.114000E-02        0.390750E-02        0.866667E+00        0.545625E-01        0.695833E-16        0.813125E+01        0.813042E+01        0.000000E+00        0.683625E-03
  20180402        0.405042E-04        0.713667E-03        0.115000E-03        0.369375E+00        0.123792E-02        0.131125E-02        0.419958E-04        0.620458E-12        0.107000E-02        0.113167E-02        0.389375E-02        0.867000E+00        0.538958E-01       -0.149733E-15        0.811458E+01        0.811417E+01        0.000000E+00        0.682417E-03
  20180403        0.406042E-04        0.703083E-03        0.115000E-03        0.370000E+00        0.123000E-02        0.131000E-02        0.418667E-04        0.622250E-12        0.107000E-02        0.113000E-02        0.387875E-02        0.867000E+00        0.532542E-01        0.130150E-15        0.809792E+01        0.809708E+01        0.000000E+00        0.681208E-03
  20180404        0.407000E-04        0.692958E-03        0.115917E-03        0.370875E+00        0.123000E-02        0.130208E-02        0.417500E-04        0.624000E-12        0.107000E-02        0.112917E-02        0.386542E-02        0.867625E+00        0.526125E-01        0.473333E-16        0.808208E+01        0.808125E+01        0.000000E+00        0.679917E-03
  20180405        0.408000E-04        0.683042E-03        0.116000E-03        0.371375E+00        0.122625E-02        0.130000E-02        0.416333E-04        0.625667E-12        0.106333E-02        0.112000E-02        0.385250E-02        0.868000E+00        0.519958E-01        0.919208E-16        0.806542E+01        0.806500E+01        0.000000E+00        0.678750E-03
  20180406        0.408958E-04        0.673500E-03        0.116000E-03        0.372000E+00        0.122000E-02        0.129417E-02        0.415208E-04        0.627500E-12        0.106000E-02        0.112000E-02        0.383833E-02        0.868000E+00        0.513750E-01       -0.183333E-17        0.804917E+01        0.804833E+01        0.000000E+00        0.677667E-03
  20180407        0.409917E-04        0.664208E-03        0.116000E-03        0.372875E+00        0.122000E-02        0.129000E-02        0.414083E-04        0.629250E-12        0.106000E-02        0.111875E-02        0.382583E-02        0.868458E+00        0.507750E-01        0.397781E-16        0.803375E+01        0.803292E+01        0.000000E+00        0.676583E-03
  20180408        0.410833E-04        0.655167E-03        0.116375E-03        0.373292E+00        0.121667E-02        0.128750E-02        0.412917E-04        0.630917E-12        0.106000E-02        0.111000E-02        0.381375E-02        0.869000E+00        0.501958E-01        0.106667E-16        0.801625E+01        0.801583E+01        0.000000E+00        0.675542E-03
  20180409        0.411708E-04        0.646417E-03        0.117000E-03        0.374000E+00        0.121000E-02        0.128000E-02        0.411833E-04        0.632542E-12        0.105375E-02        0.111000E-02        0.380208E-02        0.869000E+00        0.496125E-01        0.312500E-16        0.800042E+01        0.799958E+01        0.000000E+00        0.674500E-03
  20180410        0.412625E-04        0.637917E-03        0.117000E-03        0.374708E+00        0.121000E-02        0.128000E-02        0.410792E-04        0.634333E-12        0.105000E-02        0.111000E-02        0.378917E-02        0.869125E+00        0.490417E-01        0.140125E-15        0.798458E+01        0.798417E+01        0.000000E+00        0.673500E-03
  20180411        0.413458E-04        0.629625E-03        0.117000E-03        0.375083E+00        0.120958E-02        0.127250E-02        0.409792E-04        0.635917E-12        0.105000E-02        0.110042E-02        0.377750E-02        0.870000E+00        0.484792E-01        0.141250E-17        0.796792E+01        0.796708E+01        0.000000E+00        0.672542E-03
  20180412        0.414292E-04        0.621500E-03        0.117000E-03        0.376000E+00        0.120000E-02        0.127000E-02        0.408792E-04        0.637583E-12        0.105000E-02        0.110000E-02        0.376625E-02        0.870000E+00        0.479292E-01        0.866792E-16        0.795292E+01        0.795208E+01        0.000000E+00        0.671583E-03
  20180413        0.415125E-04        0.613750E-03        0.117500E-03        0.376458E+00        0.120000E-02        0.126875E-02        0.407792E-04        0.639292E-12        0.104833E-02        0.110000E-02        0.375500E-02        0.870000E+00        0.473750E-01        0.664292E-16        0.793583E+01        0.793542E+01        0.000000E+00        0.670667E-03
  20180414        0.416000E-04        0.606125E-03        0.118000E-03        0.377000E+00        0.120000E-02        0.126000E-02        0.406833E-04        0.640875E-12        0.104000E-02        0.109458E-02        0.374417E-02        0.870708E+00        0.468375E-01        0.106204E-15        0.791958E+01        0.791875E+01        0.000000E+00        0.669750E-03
  20180415        0.416917E-04        0.598708E-03        0.118000E-03        0.377750E+00        0.119458E-02        0.126000E-02        0.405875E-04        0.642500E-12        0.104000E-02        0.109000E-02        0.373333E-02        0.871000E+00        0.463042E-01        0.683671E-16        0.790417E+01        0.790375E+01        0.000000E+00        0.668875E-03
  20180416        0.417708E-04        0.591500E-03        0.118000E-03        0.378042E+00        0.119000E-02        0.125583E-02        0.404958E-04        0.644208E-12        0.104000E-02        0.109000E-02        0.372292E-02        0.871000E+00        0.457750E-01       -0.107575E-15        0.788708E+01        0.788625E+01        0.000000E+00        0.668000E-03
  20180417        0.418458E-04        0.584417E-03        0.118000E-03        0.379000E+00        0.119000E-02        0.125000E-02        0.404000E-04        0.645708E-12        0.104000E-02        0.109000E-02        0.371250E-02        0.871167E+00        0.452583E-01        0.141708E-16        0.787208E+01        0.787125E+01        0.000000E+00        0.667042E-03
  20180418        0.419208E-04        0.577583E-03        0.118375E-03        0.379292E+00        0.119000E-02        0.125000E-02        0.403042E-04        0.647417E-12        0.103750E-02        0.108125E-02        0.370208E-02        0.872000E+00        0.447417E-01        0.319482E-16        0.785542E+01        0.785500E+01        0.000000E+00        0.666208E-03
  20180419        0.420000E-04        0.570875E-03        0.119000E-03        0.380000E+00        0.118167E-02        0.124500E-02        0.402167E-04        0.648875E-12        0.103000E-02        0.108000E-02        0.369208E-02        0.872000E+00        0.442333E-01       -0.147497E-15        0.783958E+01        0.783875E+01        0.000000E+00        0.665375E-03
  20180420        0.420917E-04        0.564292E-03        0.119000E-03        0.380500E+00        0.118000E-02        0.124000E-02        0.401292E-04        0.650500E-12        0.103000E-02        0.108000E-02        0.368208E-02        0.872000E+00        0.437250E-01       -0.786667E-16        0.782417E+01        0.782375E+01        0.000000E+00        0.664583E-03
  20180421        0.421625E-04        0.557917E-03        0.119000E-03        0.381000E+00        0.118000E-02        0.124000E-02        0.400458E-04        0.652083E-12        0.103000E-02        0.108000E-02        0.367208E-02        0.872458E+00        0.432250E-01       -0.249333E-16        0.780708E+01        0.780625E+01        0.000000E+00        0.663792E-03
  20180422        0.422292E-04        0.551750E-03        0.119000E-03        0.381667E+00        0.118000E-02        0.123500E-02        0.399625E-04        0.653583E-12        0.103000E-02        0.107000E-02        0.366250E-02        0.873000E+00        0.427292E-01        0.397208E-16        0.779250E+01        0.779167E+01        0.000000E+00        0.663000E-03
  20180423        0.423000E-04        0.545542E-03        0.119000E-03        0.382000E+00        0.117125E-02        0.123000E-02        0.398833E-04        0.655208E-12        0.103000E-02        0.107000E-02        0.365292E-02        0.873000E+00        0.422292E-01        0.200542E-17        0.777583E+01        0.777542E+01        0.000000E+00        0.662000E-03
  20180424        0.423917E-04        0.539708E-03        0.119875E-03        0.382792E+00        0.117000E-02        0.123000E-02        0.398000E-04        0.656625E-12        0.102042E-02        0.107000E-02        0.364333E-02        0.873000E+00        0.417500E-01        0.141696E-15        0.776042E+01        0.775958E+01        0.000000E+00        0.661250E-03
  20180425        0.424542E-04        0.533833E-03        0.120000E-03        0.383000E+00        0.117000E-02        0.122625E-02        0.397042E-04        0.658292E-12        0.102000E-02        0.107000E-02        0.363417E-02        0.873625E+00        0.412542E-01       -0.105208E-15        0.774458E+01        0.774417E+01        0.000000E+00        0.660500E-03
  20180426        0.425167E-04        0.528208E-03        0.120000E-03        0.383875E+00        0.117000E-02        0.122000E-02        0.396250E-04        0.659667E-12        0.102000E-02        0.106042E-02        0.362500E-02        0.874000E+00        0.407708E-01       -0.119988E-15        0.772792E+01        0.772708E+01        0.000000E+00        0.659750E-03
  20180427        0.426000E-04        0.522625E-03        0.120000E-03        0.384000E+00        0.116292E-02        0.122000E-02        0.395500E-04        0.661333E-12        0.102000E-02        0.106000E-02        0.361583E-02        0.874000E+00        0.402917E-01       -0.758375E-16        0.771333E+01        0.771250E+01        0.000000E+00        0.659000E-03
  20180428        0.426708E-04        0.517250E-03        0.120000E-03        0.384917E+00        0.116000E-02        0.121875E-02        0.394750E-04        0.662667E-12        0.102000E-02        0.106000E-02        0.360708E-02        0.874000E+00        0.398083E-01        0.750958E-16        0.769625E+01        0.769583E+01        0.000000E+00        0.658042E-03
  20180429        0.427250E-04        0.511875E-03        0.120000E-03        0.385000E+00        0.116000E-02        0.121000E-02        0.394000E-04        0.664333E-12        0.101667E-02        0.106000E-02        0.359833E-02        0.874583E+00        0.393458E-01       -0.163375E-16        0.768125E+01        0.768042E+01        0.000000E+00        0.657292E-03
  20180430        0.428000E-04        0.506708E-03        0.121000E-03        0.385875E+00        0.116000E-02        0.121000E-02        0.393042E-04        0.665625E-12        0.101000E-02        0.105333E-02        0.358958E-02        0.875000E+00        0.388708E-01       -0.247833E-16        0.766542E+01        0.766500E+01        0.000000E+00        0.656583E-03
  20180501        0.428750E-04        0.501625E-03        0.121000E-03        0.386000E+00        0.115667E-02        0.121000E-02        0.392333E-04        0.667250E-12        0.101000E-02        0.105000E-02        0.358000E-02        0.875000E+00        0.383958E-01       -0.181375E-16        0.764958E+01        0.764875E+01        0.000000E+00        0.655875E-03
  20180502        0.429250E-04        0.496708E-03        0.121000E-03        0.386833E+00        0.115000E-02        0.120208E-02        0.391625E-04        0.668583E-12        0.101000E-02        0.105000E-02        0.357083E-02        0.875000E+00        0.379292E-01        0.102488E-15        0.763417E+01        0.763375E+01        0.000000E+00        0.655000E-03
  20180503        0.430000E-04        0.491708E-03        0.121000E-03        0.387000E+00        0.115000E-02        0.120000E-02        0.390958E-04        0.670125E-12        0.101000E-02        0.105000E-02        0.356250E-02        0.875417E+00        0.374625E-01       -0.149717E-15        0.761792E+01        0.761708E+01        0.000000E+00        0.654125E-03
  20180504        0.430708E-04        0.487000E-03        0.121000E-03        0.387708E+00        0.115000E-02        0.120000E-02        0.390000E-04        0.671500E-12        0.101000E-02        0.104750E-02        0.355417E-02        0.876000E+00        0.369958E-01       -0.496250E-16        0.760292E+01        0.760208E+01        0.000000E+00        0.653417E-03
  20180505        0.431125E-04        0.482333E-03        0.121000E-03        0.388000E+00        0.115000E-02        0.119667E-02        0.389292E-04        0.672958E-12        0.100625E-02        0.104000E-02        0.354625E-02        0.876000E+00        0.365292E-01        0.121721E-15        0.758625E+01        0.758583E+01        0.000000E+00        0.652667E-03
  20180506        0.432000E-04        0.477792E-03        0.121708E-03        0.388542E+00        0.114167E-02        0.119000E-02        0.388625E-04        0.674417E-12        0.100000E-02        0.104000E-02        0.353792E-02        0.876000E+00        0.360708E-01        0.125208E-15        0.757125E+01        0.757042E+01        0.000000E+00        0.651958E-03
  20180507        0.432500E-04        0.473250E-03        0.122000E-03        0.389000E+00        0.114000E-02        0.119000E-02        0.388000E-04        0.675708E-12        0.100000E-02        0.104000E-02        0.353000E-02        0.876042E+00        0.356083E-01       -0.855375E-16        0.755542E+01        0.755500E+01        0.000000E+00        0.651000E-03
  20180508        0.433000E-04        0.468833E-03        0.122000E-03        0.389333E+00        0.114000E-02        0.119000E-02        0.387000E-04        0.677292E-12        0.100000E-02        0.104000E-02        0.352000E-02        0.877000E+00        0.351500E-01        0.786208E-16        0.753958E+01        0.753875E+01        0.000000E+00        0.650208E-03
  20180509        0.433833E-04        0.464542E-03        0.122000E-03        0.390000E+00        0.114000E-02        0.118250E-02        0.386375E-04        0.678542E-12        0.998625E-03        0.103333E-02        0.351208E-02        0.877000E+00        0.346917E-01       -0.113383E-15        0.752458E+01        0.752417E+01        0.000000E+00        0.649500E-03
  20180510        0.434167E-04        0.460292E-03        0.122000E-03        0.390000E+00        0.113875E-02        0.118000E-02        0.385750E-04        0.679958E-12        0.997125E-03        0.103000E-02        0.350417E-02        0.877000E+00        0.342292E-01        0.110544E-15        0.750833E+01        0.750750E+01        0.000000E+00        0.648750E-03
  20180511        0.435000E-04        0.456167E-03        0.122000E-03        0.391000E+00        0.113000E-02        0.118000E-02        0.385000E-04        0.681375E-12        0.995500E-03        0.103000E-02        0.349667E-02        0.877000E+00        0.337750E-01        0.933333E-17        0.749375E+01        0.749333E+01        0.000000E+00        0.648000E-03
  20180512        0.435458E-04        0.452042E-03        0.122000E-03        0.391000E+00        0.113000E-02        0.117875E-02        0.384167E-04        0.682667E-12        0.993875E-03        0.103000E-02        0.348917E-02        0.877458E+00        0.333125E-01       -0.556980E-16        0.747708E+01        0.747625E+01        0.000000E+00        0.647000E-03
  20180513        0.436000E-04        0.448042E-03        0.122875E-03        0.391625E+00        0.113000E-02        0.117000E-02        0.383583E-04        0.684083E-12        0.992417E-03        0.103000E-02        0.348000E-02        0.878000E+00        0.328625E-01        0.278292E-16        0.746250E+01        0.746167E+01        0.000000E+00        0.646250E-03
  20180514        0.436667E-04        0.444167E-03        0.123000E-03        0.392000E+00        0.113000E-02        0.117000E-02        0.383000E-04        0.685458E-12        0.990708E-03        0.102000E-02        0.347167E-02        0.878000E+00        0.324042E-01       -0.175833E-16        0.744583E+01        0.744542E+01        0.000000E+00        0.645458E-03
  20180515        0.437000E-04        0.440292E-03        0.123000E-03        0.392208E+00        0.112708E-02        0.117000E-02        0.382000E-04        0.686708E-12        0.989250E-03        0.102000E-02        0.346417E-02        0.878000E+00        0.319458E-01        0.638375E-16        0.743125E+01        0.743042E+01        0.000000E+00        0.644708E-03
  20180516        0.437875E-04        0.436500E-03        0.123000E-03        0.393000E+00        0.112000E-02        0.116583E-02        0.381417E-04        0.688167E-12        0.987583E-03        0.102000E-02        0.345667E-02        0.878000E+00        0.314958E-01       -0.129046E-15        0.741542E+01        0.741500E+01        0.000000E+00        0.643917E-03
  20180517        0.438000E-04        0.432750E-03        0.123000E-03        0.393000E+00        0.112000E-02        0.116000E-02        0.380875E-04        0.689417E-12        0.986125E-03        0.102000E-02        0.344958E-02        0.878667E+00        0.310375E-01       -0.433804E-16        0.740042E+01        0.739958E+01        0.000000E+00        0.643000E-03
  20180518        0.439000E-04        0.429167E-03        0.123000E-03        0.393667E+00        0.112000E-02        0.116000E-02        0.380000E-04        0.690667E-12        0.984542E-03        0.101792E-02        0.344000E-02        0.879000E+00        0.305875E-01        0.916042E-16        0.738500E+01        0.738458E+01        0.000000E+00        0.642125E-03
  20180519        0.439083E-04        0.425500E-03        0.123000E-03        0.394000E+00        0.112000E-02        0.116000E-02        0.379333E-04        0.692042E-12        0.983000E-03        0.101000E-02        0.343250E-02        0.879000E+00        0.301250E-01        0.102125E-15        0.736917E+01        0.736833E+01        0.000000E+00        0.641333E-03
  20180520        0.440000E-04        0.422000E-03        0.123417E-03        0.394042E+00        0.111667E-02        0.115375E-02        0.378792E-04        0.693375E-12        0.981500E-03        0.101000E-02        0.342542E-02        0.879000E+00        0.296792E-01        0.113813E-15        0.735417E+01        0.735375E+01        0.000000E+00        0.640542E-03
  20180521        0.440125E-04        0.418500E-03        0.124000E-03        0.395000E+00        0.111000E-02        0.115000E-02        0.378000E-04        0.694583E-12        0.979917E-03        0.101000E-02        0.341833E-02        0.879000E+00        0.292167E-01        0.740375E-16        0.733833E+01        0.733750E+01        0.000000E+00        0.639708E-03
  20180522        0.441000E-04        0.415125E-03        0.124000E-03        0.395000E+00        0.111000E-02        0.115000E-02        0.377250E-04        0.695792E-12        0.978458E-03        0.101000E-02        0.341000E-02        0.879625E+00        0.287667E-01        0.448417E-16        0.732375E+01        0.732333E+01        0.000000E+00        0.638917E-03
  20180523        0.441125E-04        0.411750E-03        0.124000E-03        0.395292E+00        0.111000E-02        0.115000E-02        0.376750E-04        0.697250E-12        0.976833E-03        0.100667E-02        0.340125E-02        0.880000E+00        0.283125E-01       -0.496583E-16        0.730750E+01        0.730667E+01        0.000000E+00        0.638000E-03
  20180524        0.442000E-04        0.408500E-03        0.124000E-03        0.396000E+00        0.111000E-02        0.114250E-02        0.376000E-04        0.698417E-12        0.975417E-03        0.100000E-02        0.339458E-02        0.880000E+00        0.278583E-01       -0.332071E-15        0.729333E+01        0.729250E+01        0.000000E+00        0.637083E-03
  20180525        0.442042E-04        0.405250E-03        0.124000E-03        0.396000E+00        0.110750E-02        0.114000E-02        0.375250E-04        0.699625E-12        0.973833E-03        0.100000E-02        0.338750E-02        0.880000E+00        0.274042E-01        0.143717E-15        0.727667E+01        0.727625E+01        0.000000E+00        0.636250E-03
  20180526        0.443000E-04        0.402083E-03        0.124000E-03        0.396458E+00        0.110000E-02        0.114000E-02        0.374750E-04        0.700833E-12        0.972417E-03        0.999250E-03        0.338000E-02        0.880000E+00        0.269458E-01        0.813042E-16        0.726250E+01        0.726167E+01        0.000000E+00        0.635375E-03
  20180527        0.443000E-04        0.398875E-03        0.124000E-03        0.397000E+00        0.110000E-02        0.114000E-02        0.374000E-04        0.702208E-12        0.970833E-03        0.997250E-03        0.337083E-02        0.880292E+00        0.264958E-01        0.563375E-16        0.724625E+01        0.724583E+01        0.000000E+00        0.634542E-03
  20180528        0.443875E-04        0.395792E-03        0.124042E-03        0.397000E+00        0.110000E-02        0.113167E-02        0.373250E-04        0.703375E-12        0.969417E-03        0.995250E-03        0.336417E-02        0.881000E+00        0.260375E-01        0.649917E-16        0.723208E+01        0.723125E+01        0.000000E+00        0.633667E-03
  20180529        0.444000E-04        0.392750E-03        0.125000E-03        0.397458E+00        0.110000E-02        0.113000E-02        0.372792E-04        0.704542E-12        0.967833E-03        0.993250E-03        0.335750E-02        0.881000E+00        0.255833E-01        0.330833E-16        0.721583E+01        0.721542E+01        0.000000E+00        0.632792E-03
  20180530        0.444667E-04        0.389750E-03        0.125000E-03        0.398000E+00        0.109958E-02        0.113000E-02        0.372000E-04        0.705750E-12        0.966417E-03        0.991250E-03        0.335000E-02        0.881000E+00        0.251208E-01       -0.824250E-16        0.720167E+01        0.720083E+01        0.000000E+00        0.631917E-03
  20180531        0.445000E-04        0.386875E-03        0.125000E-03        0.398000E+00        0.109000E-02        0.113000E-02        0.371333E-04        0.706958E-12        0.964833E-03        0.989250E-03        0.334125E-02        0.881000E+00        0.246750E-01       -0.833329E-16        0.718583E+01        0.718542E+01        0.000000E+00        0.631000E-03
  20180601        0.445375E-04        0.383958E-03        0.125000E-03        0.398292E+00        0.109000E-02        0.112167E-02        0.370875E-04        0.708208E-12        0.963417E-03        0.987250E-03        0.333458E-02        0.881000E+00        0.242125E-01       -0.158946E-15        0.717167E+01        0.717083E+01        0.000000E+00        0.630042E-03
  20180602        0.446000E-04        0.381042E-03        0.125000E-03        0.399000E+00        0.109000E-02        0.112000E-02        0.370000E-04        0.709375E-12        0.961833E-03        0.985333E-03        0.332833E-02        0.881667E+00        0.237583E-01       -0.720292E-16        0.715542E+01        0.715500E+01        0.000000E+00        0.629125E-03
  20180603        0.446000E-04        0.378250E-03        0.125000E-03        0.399000E+00        0.109000E-02        0.112000E-02        0.369417E-04        0.710500E-12        0.960458E-03        0.983333E-03        0.332000E-02        0.882000E+00        0.233000E-01        0.451083E-16        0.714083E+01        0.714000E+01        0.000000E+00        0.628250E-03
  20180604        0.447000E-04        0.375500E-03        0.125000E-03        0.399000E+00        0.109000E-02        0.112000E-02        0.368958E-04        0.711625E-12        0.958917E-03        0.981333E-03        0.331208E-02        0.882000E+00        0.228417E-01        0.163179E-15        0.712542E+01        0.712500E+01        0.000000E+00        0.627333E-03
  20180605        0.447000E-04        0.372750E-03        0.125000E-03        0.399958E+00        0.108208E-02        0.111208E-02        0.368000E-04        0.712792E-12        0.957458E-03        0.979417E-03        0.330583E-02        0.882000E+00        0.223833E-01        0.310167E-15        0.711083E+01        0.711000E+01        0.000000E+00        0.626417E-03
  20180606        0.447500E-04        0.370042E-03        0.125000E-03        0.400000E+00        0.108000E-02        0.111000E-02        0.367542E-04        0.713917E-12        0.956000E-03        0.977417E-03        0.329958E-02        0.882000E+00        0.219208E-01        0.205417E-16        0.709542E+01        0.709500E+01        0.000000E+00        0.625458E-03
  20180607        0.448000E-04        0.367375E-03        0.125500E-03        0.400000E+00        0.108000E-02        0.111000E-02        0.367000E-04        0.715125E-12        0.954500E-03        0.975458E-03        0.329000E-02        0.882000E+00        0.214625E-01        0.123083E-16        0.708083E+01        0.708000E+01        0.000000E+00        0.624542E-03
  20180608        0.448000E-04        0.364875E-03        0.126000E-03        0.400417E+00        0.108000E-02        0.111000E-02        0.366083E-04        0.716250E-12        0.953083E-03        0.973500E-03        0.328333E-02        0.882667E+00        0.210042E-01       -0.129837E-16        0.706542E+01        0.706500E+01        0.000000E+00        0.623625E-03
  20180609        0.448917E-04        0.362167E-03        0.126000E-03        0.401000E+00        0.108000E-02        0.110292E-02        0.365667E-04        0.717333E-12        0.951542E-03        0.971542E-03        0.327750E-02        0.883000E+00        0.205417E-01       -0.182649E-15        0.705083E+01        0.705000E+01        0.000000E+00        0.622667E-03
  20180610        0.449000E-04        0.359708E-03        0.126000E-03        0.401000E+00        0.107583E-02        0.110000E-02        0.365000E-04        0.718417E-12        0.950167E-03        0.969583E-03        0.327000E-02        0.883000E+00        0.200833E-01       -0.224875E-16        0.703542E+01        0.703500E+01        0.000000E+00        0.621708E-03
  20180611        0.449167E-04        0.357167E-03        0.126000E-03        0.401000E+00        0.107000E-02        0.110000E-02        0.364250E-04        0.719500E-12        0.948625E-03        0.967667E-03        0.326125E-02        0.883000E+00        0.196167E-01       -0.332542E-16        0.702083E+01        0.702000E+01        0.000000E+00        0.620750E-03
  20180612        0.450000E-04        0.354750E-03        0.126000E-03        0.401583E+00        0.107000E-02        0.110000E-02        0.363875E-04        0.720583E-12        0.947292E-03        0.965708E-03        0.325542E-02        0.883000E+00        0.191583E-01       -0.180958E-15        0.700583E+01        0.700542E+01        0.000000E+00        0.619792E-03
  20180613        0.450000E-04        0.352250E-03        0.126000E-03        0.402000E+00        0.107000E-02        0.109458E-02        0.363000E-04        0.721667E-12        0.945667E-03        0.963750E-03        0.324958E-02        0.883000E+00        0.186917E-01        0.634750E-16        0.699167E+01        0.699083E+01        0.000000E+00        0.618792E-03
  20180614        0.450292E-04        0.349917E-03        0.126000E-03        0.402000E+00        0.107000E-02        0.109000E-02        0.362458E-04        0.722708E-12        0.944375E-03        0.961833E-03        0.324000E-02        0.883250E+00        0.182292E-01        0.157579E-15        0.697583E+01        0.697542E+01        0.000000E+00        0.617833E-03
  20180615        0.451000E-04        0.347500E-03        0.126000E-03        0.402000E+00        0.107000E-02        0.109000E-02        0.362000E-04        0.723792E-12        0.942792E-03        0.959917E-03        0.323375E-02        0.884000E+00        0.177667E-01        0.132875E-16        0.696167E+01        0.696083E+01        0.000000E+00        0.616833E-03
  20180616        0.451000E-04        0.345167E-03        0.126000E-03        0.402458E+00        0.106083E-02        0.109000E-02        0.361083E-04        0.724833E-12        0.941458E-03        0.958000E-03        0.322792E-02        0.884000E+00        0.173000E-01        0.132888E-15        0.694625E+01        0.694583E+01        0.000000E+00        0.615875E-03
  20180617        0.451250E-04        0.342875E-03        0.126000E-03        0.403000E+00        0.106000E-02        0.108667E-02        0.360708E-04        0.725875E-12        0.939958E-03        0.956083E-03        0.322000E-02        0.884000E+00        0.168333E-01        0.349792E-16        0.693250E+01        0.693167E+01        0.000000E+00        0.614875E-03
  20180618        0.452000E-04        0.340625E-03        0.126000E-03        0.403000E+00        0.106000E-02        0.108000E-02        0.360000E-04        0.726917E-12        0.938542E-03        0.954167E-03        0.321208E-02        0.884000E+00        0.163708E-01        0.193271E-15        0.691667E+01        0.691625E+01        0.000000E+00        0.613875E-03
  20180619        0.452000E-04        0.338292E-03        0.126958E-03        0.403000E+00        0.106000E-02        0.108000E-02        0.359333E-04        0.727917E-12        0.937125E-03        0.952250E-03        0.320667E-02        0.884000E+00        0.159042E-01       -0.502500E-16        0.690333E+01        0.690250E+01        0.000000E+00        0.612875E-03
  20180620        0.452042E-04        0.336125E-03        0.127000E-03        0.403000E+00        0.106000E-02        0.108000E-02        0.358958E-04        0.728917E-12        0.935625E-03        0.950333E-03        0.320000E-02        0.884000E+00        0.154292E-01        0.542500E-16        0.688667E+01        0.688625E+01        0.000000E+00        0.611833E-03
  20180621        0.453000E-04        0.333958E-03        0.127000E-03        0.403833E+00        0.105625E-02        0.107917E-02        0.358000E-04        0.729958E-12        0.934292E-03        0.948458E-03        0.319083E-02        0.884292E+00        0.149708E-01       -0.308333E-18        0.687375E+01        0.687333E+01        0.000000E+00        0.610833E-03
  20180622        0.453000E-04        0.331792E-03        0.127000E-03        0.404000E+00        0.105000E-02        0.107000E-02        0.357583E-04        0.730917E-12        0.932708E-03        0.946500E-03        0.318542E-02        0.885000E+00        0.144958E-01        0.244125E-16        0.685792E+01        0.685708E+01        0.000000E+00        0.609792E-03
  20180623        0.453000E-04        0.329667E-03        0.127000E-03        0.404000E+00        0.105000E-02        0.107000E-02        0.357000E-04        0.731917E-12        0.931417E-03        0.944583E-03        0.318000E-02        0.885000E+00        0.140292E-01       -0.522275E-16        0.684417E+01        0.684375E+01        0.000000E+00        0.608792E-03
  20180624        0.453542E-04        0.327542E-03        0.127000E-03        0.404000E+00        0.105000E-02        0.107000E-02        0.356250E-04        0.732917E-12        0.929875E-03        0.942708E-03        0.317000E-02        0.885000E+00        0.135542E-01       -0.140279E-15        0.682875E+01        0.682792E+01        0.000000E+00        0.607750E-03
  20180625        0.454000E-04        0.325417E-03        0.127000E-03        0.404000E+00        0.105000E-02        0.107000E-02        0.355917E-04        0.733875E-12        0.928500E-03        0.940792E-03        0.316458E-02        0.885000E+00        0.130917E-01       -0.269583E-16        0.681458E+01        0.681417E+01        0.000000E+00        0.606708E-03
  20180626        0.454000E-04        0.323417E-03        0.127000E-03        0.404625E+00        0.105000E-02        0.106208E-02        0.355000E-04        0.734833E-12        0.927125E-03        0.938917E-03        0.315917E-02        0.885000E+00        0.126083E-01        0.288500E-16        0.680000E+01        0.679917E+01        0.000000E+00        0.605667E-03
  20180627        0.454000E-04        0.321333E-03        0.127000E-03        0.405000E+00        0.104292E-02        0.106000E-02        0.354583E-04        0.735750E-12        0.925625E-03        0.937042E-03        0.315000E-02        0.885000E+00        0.121417E-01       -0.102563E-15        0.678542E+01        0.678500E+01        0.000000E+00        0.604625E-03
  20180628        0.454750E-04        0.319333E-03        0.127000E-03        0.405000E+00        0.104000E-02        0.106000E-02        0.354000E-04        0.736708E-12        0.924333E-03        0.935167E-03        0.314417E-02        0.885000E+00        0.116708E-01       -0.131261E-15        0.677125E+01        0.677042E+01        0.000000E+00        0.603583E-03
